#Classification	GQ24_bracken_F.kreport
k__Bacteria	3859878
k__Bacteria|p__Firmicutes	2410078
k__Bacteria|p__Firmicutes|c__Bacilli	1901853
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1901825
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1884502
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	6398
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	747
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	115
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	10061
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	28
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	27
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	1
k__Bacteria|p__Firmicutes|c__Negativicutes	487188
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	471438
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	471438
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	15750
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	15750
k__Bacteria|p__Firmicutes|c__Clostridia	20653
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	20653
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	16846
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	2842
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	511
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	307
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	137
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	8
k__Bacteria|p__Firmicutes|c__Tissierellia	216
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	216
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	216
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	165
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	165
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	165
k__Bacteria|p__Actinobacteria	305781
k__Bacteria|p__Actinobacteria|c__Actinomycetia	300934
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	171882
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	171798
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	44
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermacoccaceae	23
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae	14
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Kytococcaceae	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	109602
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	109602
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	12394
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	12392
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	7049
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	6921
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	83
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae	36
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Lawsonellaceae	6
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae	1
