#Classification	SRR5091497_bracken_P.kreport
k__Bacteria	496851
k__Bacteria|p__Bacteroidetes	371051
k__Bacteria|p__Firmicutes	116965
k__Bacteria|p__Actinobacteria	1220
k__Bacteria|p__Proteobacteria	7607
k__Bacteria|p__Fusobacteria	3
k__Bacteria|p__Verrucomicrobia	2
k__Bacteria|p__Spirochaetes	2
k__Eukaryota	66
k__Eukaryota|k__Viridiplantae	66
k__Eukaryota|k__Viridiplantae|p__Streptophyta	66
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	6487
k__Viruses|k__Heunggongvirae	6487
k__Viruses|k__Heunggongvirae|p__Uroviricota	6487
