#Classification	GQ14_bracken_P.kreport
k__Bacteria	11827989
k__Bacteria|p__Firmicutes	5813452
k__Bacteria|p__Actinobacteria	962095
k__Bacteria|p__Tenericutes	948
k__Bacteria|p__Chloroflexi	2
k__Bacteria|p__Proteobacteria	2151565
k__Bacteria|p__Bacteroidetes	1896229
k__Bacteria|p__Fusobacteria	783847
k__Bacteria|p__Candidatus_Saccharibacteria	204776
k__Bacteria|p__Spirochaetes	14487
k__Bacteria|p__Synergistetes	585
k__Eukaryota	5148
k__Eukaryota|k__Metazoa	4905
k__Eukaryota|k__Metazoa|p__Chordata	4905
k__Eukaryota|p__Apicomplexa	214
k__Eukaryota|k__Viridiplantae	28
k__Eukaryota|k__Viridiplantae|p__Streptophyta	28
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	339
k__Viruses|k__Heunggongvirae	337
k__Viruses|k__Heunggongvirae|p__Uroviricota	299
k__Viruses|k__Heunggongvirae|p__Peploviricota	38
k__Viruses|k__Shotokuvirae	2
k__Viruses|k__Shotokuvirae|p__Cressdnaviricota	2
