#Classification	S-26-POLJUN-B_bracken_C.kreport
k__Bacteria	1286
k__Bacteria|p__Proteobacteria	1179
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	689
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	371
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	119
k__Bacteria|p__Acidobacteria	88
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	88
k__Bacteria|p__Actinobacteria	15
k__Bacteria|p__Actinobacteria|c__Actinomycetia	15
k__Bacteria|p__Bacteroidetes	2
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2
k__Eukaryota	19
k__Eukaryota|k__Metazoa	19
k__Eukaryota|k__Metazoa|p__Chordata	19
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	19
