name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Lactobacillus helsingborgensis	55384	S	266	1754	2020	0.13664
Lactobacillus apis	55371	S	83	283	366	0.02476
Lactobacillus melliventris	55401	S	41	240	281	0.01901
Lactobacillus sp016100975	55419	S	18	152	170	0.01150
Lactobacillus sp946482425	55444	S	16	589	605	0.04093
Lactobacillus sp946477855	55442	S	10	148	158	0.01069
Lactobacillus kimbladii_B	55397	S	8	123	131	0.00886
Lactobacillus kullabergensis	55399	S	6	80	86	0.00582
Lactobacillus huangpiensis	55387	S	5	40	45	0.00304
Lactobacillus sp945290125	55440	S	4	14	18	0.00122
Lactobacillus sp946482465	55445	S	4	55	59	0.00399
Lactobacillus apis_A	55372	S	3	43	46	0.00311
Lactobacillus laiwuensis	55400	S	2	17	19	0.00129
Lactobacillus sp946479925	55443	S	1	16	17	0.00115
Bombilactobacillus mellifer	55230	S	69	283	352	0.02381
Bombilactobacillus mellis	55231	S	62	805	867	0.05865
Bombilactobacillus mellis_A	55232	S	15	343	358	0.02422
Limosilactobacillus fermentum	55598	S	2	49	51	0.00345
Paenibacillus_H larvae	56545	S	246	2548	2794	0.18900
Gilliamella sp946481345	133105	S	28	992	1020	0.06900
Gilliamella apis_A	133086	S	28	568	596	0.04032
Gilliamella apicola_N	133081	S	17	178	195	0.01319
Gilliamella sp946482005	133106	S	13	434	447	0.03024
Gilliamella apicola	133069	S	13	97	110	0.00744
Gilliamella apis	133085	S	5	60	65	0.00440
Gilliamella apicola_R	133084	S	4	83	87	0.00589
Gilliamella sp002142215	133091	S	3	38	41	0.00277
Gilliamella sp946480175	133104	S	3	20	23	0.00156
Gilliamella sp009795845	133093	S	2	26	28	0.00189
Gilliamella sp945271295	133099	S	1	0	1	0.00007
Frischella perrara	133059	S	476	1062	1538	0.10404
Pantoea multigeneris	133267	S	1	0	1	0.00007
Snodgrassella alvi	130431	S	153	559	712	0.04816
Snodgrassella sp946481965	130443	S	6	22	28	0.00189
Snodgrassella alvi_B	130432	S	2	12	14	0.00095
Snodgrassella alvi_G	130436	S	1	4	5	0.00034
Vogesella mureinivorans	129842	S	3	19	22	0.00149
Comamonas tsuruhatensis	126889	S	1	11	12	0.00081
Entomomonas sp945283395	138084	S	1	0	1	0.00007
Bartonella_A sp946479275	119312	S	13	118	131	0.00886
Bartonella_A apis	119303	S	6	23	29	0.00196
Bartonella_A sp945285915	119309	S	3	25	28	0.00189
Bartonella_A sp016100455	119305	S	2	10	12	0.00081
Bartonella_A apihabitans	119302	S	1	4	5	0.00034
Bartonella_A sp946481695	119314	S	1	23	24	0.00162
Commensalibacter melissae	113763	S	99	157	256	0.01732
Bifidobacterium indicum	42787	S	24	53	77	0.00521
Bifidobacterium polysaccharolyticum	42812	S	8	96	104	0.00704
Bifidobacterium asteroides_H	42753	S	4	168	172	0.01163
Bifidobacterium choladohabitans	42770	S	4	124	128	0.00866
Bifidobacterium sp000499285	42832	S	4	79	83	0.00561
Bifidobacterium apousia	42747	S	2	46	48	0.00325
Bifidobacterium asteroides_J	42755	S	1	25	26	0.00176
Bifidobacterium asteroides_F	42751	S	1	18	19	0.00129
Flaviflexus salsibiostraticola	42532	S	1	17	18	0.00122
Protofrankia sp917627385	45450	S	1	1	2	0.00014
Apibacter sp945280365	89010	S	16	76	92	0.00622
UBA7173 sp001689685	80053	S	2	104	106	0.00717
UBA1447 sp012524025	65266	S	2	0	2	0.00014
UBA5436 sp012522435	70213	S	2	0	2	0.00014
