#Classification	SRR20002478_bracken_P.kreport
k__Bacteria	851892
k__Bacteria|p__Proteobacteria	685590
k__Bacteria|p__Firmicutes	123886
k__Bacteria|p__Actinobacteria	26118
k__Bacteria|p__Deinococcus-Thermus	15202
k__Bacteria|p__Cyanobacteria	11
k__Bacteria|p__Chloroflexi	6
k__Bacteria|p__Bacteroidetes	1025
k__Bacteria|p__Chlamydiae	18
k__Bacteria|p__Verrucomicrobia	8
k__Bacteria|p__Planctomycetes	2
k__Bacteria|p__Synergistetes	8
k__Bacteria|p__Acidobacteria	8
k__Bacteria|p__Spirochaetes	4
k__Bacteria|p__Aquificae	2
k__Bacteria|p__Fusobacteria	2
k__Eukaryota	7134
k__Eukaryota|k__Metazoa	4249
k__Eukaryota|k__Metazoa|p__Chordata	4249
k__Eukaryota|k__Fungi	2368
k__Eukaryota|k__Fungi|p__Basidiomycota	2093
k__Eukaryota|k__Fungi|p__Ascomycota	274
k__Eukaryota|k__Viridiplantae	506
k__Eukaryota|k__Viridiplantae|p__Streptophyta	506
k__Eukaryota|p__Apicomplexa	9
k__Archaea	53
k__Archaea|p__Euryarchaeota	53
k__Viruses	185
k__Viruses|k__Heunggongvirae	185
k__Viruses|k__Heunggongvirae|p__Uroviricota	185
