#Classification	GQ5_bracken_P.kreport
k__Bacteria	7788113
k__Bacteria|p__Firmicutes	3653926
k__Bacteria|p__Actinobacteria	503219
k__Bacteria|p__Tenericutes	26
k__Bacteria|p__Bacteroidetes	2842582
k__Bacteria|p__Proteobacteria	713601
k__Bacteria|p__Fusobacteria	58294
k__Bacteria|p__Candidatus_Saccharibacteria	15399
k__Bacteria|p__Spirochaetes	1061
k__Eukaryota	4068
k__Eukaryota|k__Metazoa	2978
k__Eukaryota|k__Metazoa|p__Chordata	2978
k__Eukaryota|k__Fungi	259
k__Eukaryota|k__Fungi|p__Basidiomycota	259
k__Eukaryota|k__Viridiplantae	828
k__Eukaryota|k__Viridiplantae|p__Streptophyta	828
k__Eukaryota|p__Apicomplexa	1
k__Viruses	57
k__Viruses|k__Heunggongvirae	57
k__Viruses|k__Heunggongvirae|p__Uroviricota	34
k__Viruses|k__Heunggongvirae|p__Peploviricota	23
