#Classification	SRR20002439_bracken_P.kreport
k__Bacteria	53705
k__Bacteria|p__Proteobacteria	39977
k__Bacteria|p__Actinobacteria	9933
k__Bacteria|p__Firmicutes	3643
k__Bacteria|p__Deinococcus-Thermus	87
k__Bacteria|p__Cyanobacteria	5
k__Bacteria|p__Bacteroidetes	58
k__Bacteria|p__Fusobacteria	1
k__Eukaryota	4060
k__Eukaryota|k__Metazoa	3594
k__Eukaryota|k__Metazoa|p__Chordata	3594
k__Eukaryota|k__Fungi	323
k__Eukaryota|k__Fungi|p__Basidiomycota	316
k__Eukaryota|k__Fungi|p__Ascomycota	7
k__Eukaryota|p__Apicomplexa	84
k__Eukaryota|k__Viridiplantae	57
k__Eukaryota|k__Viridiplantae|p__Streptophyta	57
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
