#Classification	SRR20002387_bracken_P.kreport
k__Bacteria	984231
k__Bacteria|p__Proteobacteria	794600
k__Bacteria|p__Firmicutes	126398
k__Bacteria|p__Actinobacteria	61400
k__Bacteria|p__Deinococcus-Thermus	216
k__Bacteria|p__Cyanobacteria	61
k__Bacteria|p__Chloroflexi	4
k__Bacteria|p__Bacteroidetes	1528
k__Bacteria|p__Chlamydiae	7
k__Bacteria|p__Planctomycetes	6
k__Bacteria|p__Verrucomicrobia	1
k__Bacteria|p__Spirochaetes	6
k__Bacteria|p__Nitrospirae	1
k__Eukaryota	3736
k__Eukaryota|k__Fungi	2280
k__Eukaryota|k__Fungi|p__Basidiomycota	1953
k__Eukaryota|k__Fungi|p__Ascomycota	326
k__Eukaryota|k__Metazoa	1105
k__Eukaryota|k__Metazoa|p__Chordata	1105
k__Eukaryota|k__Viridiplantae	349
k__Eukaryota|k__Viridiplantae|p__Streptophyta	349
k__Eukaryota|p__Apicomplexa	2
k__Archaea	373
k__Archaea|p__Euryarchaeota	373
k__Viruses	51
k__Viruses|k__Heunggongvirae	51
k__Viruses|k__Heunggongvirae|p__Uroviricota	51
