#Classification	SRR5091543_bracken_P.kreport
k__Bacteria	5676917
k__Bacteria|p__Bacteroidetes	3085505
k__Bacteria|p__Firmicutes	2045835
k__Bacteria|p__Actinobacteria	172918
k__Bacteria|p__Proteobacteria	371750
k__Bacteria|p__Fusobacteria	418
k__Bacteria|p__Verrucomicrobia	379
k__Bacteria|p__Candidatus_Saccharibacteria	105
k__Bacteria|p__Synergistetes	3
k__Eukaryota	152
k__Eukaryota|k__Viridiplantae	150
k__Eukaryota|k__Viridiplantae|p__Streptophyta	150
k__Eukaryota|k__Fungi	2
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Viruses	323
k__Viruses|k__Heunggongvirae	323
k__Viruses|k__Heunggongvirae|p__Uroviricota	323
