#Classification	SRR20002428_bracken_P.kreport
k__Bacteria	269571
k__Bacteria|p__Proteobacteria	162881
k__Bacteria|p__Firmicutes	73405
k__Bacteria|p__Deinococcus-Thermus	20147
k__Bacteria|p__Actinobacteria	12538
k__Bacteria|p__Cyanobacteria	75
k__Bacteria|p__Bacteroidetes	435
k__Bacteria|p__Synergistetes	52
k__Bacteria|p__Fusobacteria	20
k__Bacteria|p__Aquificae	5
k__Bacteria|p__Acidobacteria	4
k__Bacteria|p__Spirochaetes	2
k__Bacteria|p__Planctomycetes	2
k__Bacteria|p__Nitrospirae	2
k__Eukaryota	13806
k__Eukaryota|k__Metazoa	6470
k__Eukaryota|k__Metazoa|p__Chordata	6470
k__Eukaryota|k__Fungi	5501
k__Eukaryota|k__Fungi|p__Ascomycota	4667
k__Eukaryota|k__Fungi|p__Basidiomycota	834
k__Eukaryota|k__Viridiplantae	1548
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1548
k__Eukaryota|p__Apicomplexa	273
k__Eukaryota|p__Euglenozoa	12
k__Archaea	9
k__Archaea|p__Euryarchaeota	9
k__Viruses	74
k__Viruses|k__Heunggongvirae	74
k__Viruses|k__Heunggongvirae|p__Uroviricota	74
