#Classification	NS39_bracken_F.kreport
k__Bacteria	8528972
k__Bacteria|p__Firmicutes	4872543
k__Bacteria|p__Firmicutes|c__Clostridia	4683425
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	4683425
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	3696934
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	947372
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	30825
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	2091
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	4184
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	1811
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	205
k__Bacteria|p__Firmicutes|c__Negativicutes	136862
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	94996
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	94996
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	35409
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	35409
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	6457
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	6457
k__Bacteria|p__Firmicutes|c__Bacilli	28179
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	28155
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	26459
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	1231
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	100
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	96
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	267
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	23
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	9
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	14
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	17676
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	17676
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	16517
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	1158
k__Bacteria|p__Firmicutes|c__Tissierellia	6398
