#Classification	SRR5091493_bracken_P.kreport
k__Bacteria	6209965
k__Bacteria|p__Bacteroidetes	3745099
k__Bacteria|p__Firmicutes	2236708
k__Bacteria|p__Actinobacteria	56130
k__Bacteria|p__Proteobacteria	171878
k__Bacteria|p__Fusobacteria	112
k__Bacteria|p__Verrucomicrobia	28
k__Bacteria|p__Spirochaetes	8
k__Eukaryota	8
k__Eukaryota|k__Viridiplantae	7
k__Eukaryota|k__Viridiplantae|p__Streptophyta	7
k__Eukaryota|k__Fungi	1
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	102
k__Viruses|k__Heunggongvirae	76
k__Viruses|k__Heunggongvirae|p__Uroviricota	76
k__Viruses|k__Sangervirae	26
k__Viruses|k__Sangervirae|p__Phixviricota	26
