feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII..Incertae.Sedis	Fusobacteriaceae	Lachnospiraceae	Lactobacillaceae	Micrococcaceae	Odoribacteraceae	Oscillospiraceae	Oxalobacteraceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Rikenellaceae	Selenomonadaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Turicibacteraceae	Veillonellaceae
NS34	0.0916819007056231	0.0292128052675696	0.0892858671904797	0	0.792837355204732	0	0.127949439071398	0	0	0.0175309314610528	0	0.00813730426186316	0.38132554125007	0.0732598621862146	0.0554785996839662	0	0.0509390463733048	0.159732115261766	0.056954016579989	0.0951865749870419	0.0594035754010553	0.0380424093734525	0.358822131844638	0	0	0.113969930424248	0.221299870282476	0	0	0.00953074663689619	0.0728283238063121	0.0860942575919163	0.058885661605557	0.0328403961936482	0	0.134959150478763	0	0	0	0.0174094282023063	0	0.210142866957091	0.0411334941778657	0.035917055650724
NS36	0.11351714306497	0	0.421492138147176	0	0.450076567942415	0.104343067104087	0.130082573409374	0	0	0	0	0.0299455481458055	0.23651015751769	0.0400767379673436	0.109533172473276	0.0689897507071457	0.043217947294194	0	0.0570203366395592	0.0726808174768249	0.0246401694593781	0	0.313959816522711	0.0074471790931011	0	0.107051391408283	0.526385488293333	0	0	0	0.00718761074752574	0.0611197751799838	0.0218965522701725	0.00675157782813578	0	0.352891832945838	0	0	0.00871629364438435	0.0180120761675593	0.0247478916903098	0.181065009567311	0.0352513036225674	0.00754850782692434
NS38	0	0	0.34809166227494	0	0.544297263785567	0.08742157610425	0.386512323371376	0	0	0	0	0.061645555404628	0.189176858636202	0.080349040001275	0.106241256579503	0.0499240056351715	0.0628184153723396	0.0519808115637639	0.0510368958728692	0.0695597239355624	0.0185206158627414	0	0.330585477390286	0.039213515261983	0	0.0722084739309721	0.477682040479083	0	0.00911314771115745	0	0	0.039528872081485	0.018636747117782	0	0.0473247369009387	0.192377448638529	0	0	0.0131367978960604	0.0194024690036918	0.0152990281809931	0.147410270284562	0	0.0738828927533356
NS39	0.0481378128009445	0	0.0491214361200617	0	0.376924247652387	0.0741662925011685	0.226481296402033	0	0	0	0.0223060553701202	0.0555440776691832	0.323001052946216	0.0137061774851762	0.0829900947522663	0.0265291801143164	0.0509381840315257	0.0119366808118738	0.0894475023968512	0.090049375599585	0	0	0.43079033210064	0	0	0.0753313162274988	0.676565084676887	0	0.0236572862802796	0	0.0117687788364719	0.0272546959990743	0	0.170876776321097	0.0314976088987736	0.173580390266745	0.070318662619204	0	0	0.0365870593696118	0.0194250987647268	0.0876082146567757	0.00860386494311426	0.159952582872672
NS4	0	0	0	0	0.584201998740753	0	0.199241917397883	0	0	0	0	0	0.17754237940652	0	0.0528416872989582	0.011461855196654	0.0135904321648081	0.0930326316024772	0.0412809894321202	0.166874825648067	0	0	0.648759499408697	0.0123072195165296	0	0.0353453312689299	0.440835513963509	0	0.0448214543517675	0.0110848138331606	0	0.00761299902926258	0	0.0157258394395034	0	0.0712700039869297	0	0	0	0.0472258758309473	0.1351866919389	0.0700409797258238	0.00913563766490564	0.0548899432663333
NS40	0.0332220973514762	0	0	0.0642826497095609	0.211883724845067	0.0700016238013194	0.231902361488584	0	0	0	0	0.0153688903798941	0.233472633203913	0.00905852346248305	0.105693057920592	0	0.0441406687801521	0.0233947715901742	0.0766817023266236	0.194547578324224	0.0541365850654522	0	0.525421889524696	0.0956982812301015	0	0.0252531580809601	0.720247505861505	0	0	0.0559681401870843	0.00631814740557609	0.0187643258109079	0.0105303702320709	0.158604471957282	0	0.178638879628253	0.0543363119905273	0	0	0.0220900792304297	0.0225374678155795	0.108828747927262	0	0.0832578799567151
NS41	0.0374994996847029	0	0.043710237495436	0.0124039917849874	0.395624089051424	0	0.0651096549211258	0	0	0.00612483070625738	0	0.0236632974042739	0.204537349627862	0.115651397530055	0.0391125831816231	0.00726010886054183	0.0112178563334818	0	0.0607871406997139	0.0847364635585943	0.0132015059284898	0	0.432353981218579	0.0411441673916303	0	0.0685552139118278	0.447845627177408	0	0	0.0171175505525081	0	0.0161613664791967	0	0.622263306465	0	0.180309148306553	0.0456627509141645	0	0	0.0174337098930122	0.0548786508394929	0.166349324591366	0	0.0337226906770387
NS46	0	0.0062986337282603	0.0437375517096633	0	0.351945143720657	0	0.180129166263336	0	0	0.00686719273003329	0	0.0468727700004919	0.206590267826747	0.079694829387611	0.0171086252525811	0.0283441581123438	0.114436739357951	0.0566250766618099	0.0618921821545178	0.291057484579165	0.0173476382638042	0.00686719273003329	0.594966748100253	0.0153315966891385	0	0.0530130170451978	0.626717620489049	0.0128038173949901	0	0	0.0099778868520854	0.0707976949112617	0.0211409775351696	0.063496266350408	0	0.0930755662118394	0	0	0.0154289488388548	0	0.0119572849993952	0.0588533596737106	0.0583476496521626	0.0764162114631472
NS51	0.0163418467474602	0.0058601672989237	0	0	0.1560258767777	0.0255696859573991	0.317623135869984	0.0124315411555795	0.0382824271364602	0	0	0	0.295801352565479	0	0.142963778012082	0.00643791965150425	0.0552105983063671	0.0799808803257922	0.0563118731650382	0.163213759344793	0.0106345324737143	0.0139149427430961	0.754446777216564	0.0386138468332355	0	0	0.471713012745404	0	0	0.0562169630085185	0.0386828551072355	0.197219931399995	0.0404871090925778	0.0208626132152922	0.0302792682160026	0.0111774774659412	0	0.00832322197968526	0	0.0794213486389077	0.00903938720137973	0.0303866921614648	0.0133280624005009	0.0189901450392223
NS55	0	0	0.0120082611026381	0	0.221899017515861	0	0.115154710280625	0	0	0	0	0.00854141429879218	0.21489122098544	0.029924163260261	0.0711484451685871	0	0.0483446589479412	0.0313400115666024	0.0630393373904162	0.158832569094381	0	0	0.971026774492672	0	0	0.0222748546000538	0.416374152188058	0	0	0	0	0.0783185758056591	0	0	0	0.0203408225827519	0	0	0	0.0424572390501387	0	0.0101063868468811	0.0101487632722097	0.0203197082812543
NS58	0.00767899475181932	0.0319646392841198	0	0	0.0356600127256145	0	0.171521300364745	0	0.0352765950605078	0	0.0113448134568274	0	0.0913738561069204	0	0.0998736966469278	0	0.0351015966594566	0	0.0639459179307309	0.057091834681822	0	0	1.19950934033403	0	0.00620132650173544	0	0.177788172075228	0	0.0112083921659168	0	0	0.128078324136457	0	0.0674714612589525	0	0.0419616231216369	0	0	0	0.0841750342296248	0	0.0106933034362788	0.103109019165475	0.0101014822848197
NS6	0	0	0.00582347937471375	0	0.670226503859563	0	0	0	0	0	0.112109725533367	0	0.249989097903564	0.0318295403984802	0.0628350492750349	0.00750535426212721	0.0436452651135197	0.0138768349599298	0.0452699839883984	0.127606567070043	0.00615926365260367	0	0.610132370746423	0.00784242586116563	0	0.0904639361060982	0.319486710031426	0	0	0	0.0296691697702355	0.0401855140108124	0.0703084280874247	0.0415027791133512	0.0054671113127694	0.207881674523701	0	0	0	0.0254769852034378	0.0151065694947188	0.162777261569536	0	0.0304346911631081
NS62	0.0201916516928042	0.010248450366692	0.094819324732516	0	0.114097920348353	0.0242395243427796	0.152037130070725	0	0	0	0	0.0150954503077823	0.188959813986407	0	0	0	0.0802498891125892	0	0.115932635260183	0.0667200138243875	0.0440128457736702	0	0.956270116958321	0	0	0.0142771687141093	0.46957037571239	0	0	0	0	0.072270723613472	0	0	0	0.101123658669836	0	0	0	0.0476121273552791	0.00680322161073198	0.0449445818926275	0.00864678481017903	0
NS67	0	0.0147300974782897	0.0648464699615807	0	0.221000258461823	0	0.292804387714533	0	0.0203346692733855	0	0	0.0271041329735493	0.171446314172084	0	0.102129196279778	0.0235398683906604	0.0707347309606779	0.0532166229722085	0.0648593072740933	0.0836061499536683	0.0576680969445044	0	0.506201493211064	0.1006174377791	0	0	0.660418017776344	0	0	0	0.0276702697266165	0.0647693929549576	0.00566582560021163	0.119710832264847	0.0898716782322481	0	0	0	0.110828666113021	0.0329506715881502	0	0.0350205145929354	0.0262636953675095	0.378665350415773
NS7	0.0175308834291991	0.0262063527748055	0	0	0.122409076283248	0	0.335654163698268	0	0	0	0	0	0.208641597334313	0.00703396962097277	0.162075223182442	0.0233545212463322	0.037807874527437	0.0731147797270073	0.031339168673352	0.131675676311791	0.00718858346436135	0	0.56184420222371	0.216853609776397	0.00534662091958597	0.0228907504454481	0.493737967846064	0	0.0167284152011699	0	0	0.309749398023681	0	0.30304635240465	0	0.112081331105282	0.050754883393172	0	0	0.0793896609096835	0.0379386350242419	0.0481322290975682	0.0665600089158956	0.118407589010664
NS70	0.0231884536770693	0.00717542536752131	0	0	0.144983413901931	0	0.20248003287152	0.0108876932060775	0.036026170748746	0	0	0	0.208332556433014	0	0.137087650050477	0.0058416374141453	0.0455547703920981	0	0.0291916626817029	0.217979155094923	0.0268063285418766	0	0.856396625486073	0.00746174157071687	0.00594323991120905	0	0.368381143078309	0	0	0	0	0.0616716895530922	0	0.327307878035279	0	0.0147422490275472	0	0.00804102212609762	0	0.118293141933729	0.0124524786359213	0.0378907010905112	0.0348682960092969	0.00902339661893107
NS71	0.058079928980089	0.0173343771744753	0.205498241457502	0	0.24518847963719	0.0305201192890747	0.310719030593812	0	0	0	0.00612127845996166	0.0344731085287131	0.23907317235012	0.15166787217336	0.128409198816516	0.00957053332055124	0.0904176865612333	0	0.119128720598239	0.180614032780814	0.0270339577426716	0	0.678374928906996	0.0148549801871322	0	0.0136625635653198	0.461135525993722	0.0454960157861305	0	0	0	0.201287515119584	0	0.0095342112772827	0	0.061939611503198	0	0	0	0.0671880989376041	0	0.0470059221105304	0.0660915521992898	0.0151784792767942
NS72	0	0.0459551698757785	0.0308105103147333	0.00577045631944883	0.136436858857177	0	0.40655076376975	0	0.00809004456415646	0	0	0	0.245346622645266	0.0417403486316255	0.177257956899195	0	0.061561563356034	0.0081607028784833	0.116230770827845	0.0870003791636121	0.0669161402169982	0	0.722111909475778	0.269326400711778	0.0108222437702817	0	0.391134493769557	0	0	0	0	0.0493749582320133	0	0.0713764466602338	0	0.106538025978397	0.0992237786907043	0	0.00823075469022958	0.120725850727039	0	0.0116154876635596	0.0128811513275321	0.0645244647170303
NS77	0.142567291913803	0	0	0	0.453722860186369	0.0128368848242349	0.0744404217788458	0	0	0	0	0.0270422160501494	0.352523049804646	0.0587254923686542	0.0820053746936056	0.0311038010934675	0.0217628541512231	0.189382076402713	0.0417230496794139	0.0997758117506095	0.0145957897355207	0	0.424092540443903	0	0.00644715708450753	0.0496987941716855	0.476622547065848	0	0	0.0151203949993141	0	0.0346722218704649	0.0172530134980685	0.429313175694378	0	0.131980193030577	0	0	0	0.0479787193851471	0.0609694352044645	0.150230633752115	0	0.0105165276808895
NS78	0	0	0	0.0427570303338012	0.0692550921006901	0	0.263812457545841	0.00816165863370119	0.0252736539613122	0	0	0	0.182992717352588	0.170983461001945	0.13980616159862	0	0.0442655290424417	0	0.264471117554117	0.281726843205836	0.0305078804993214	0	0.769570075098525	0.0326034309727786	0	0.00809662303390305	0.369923913792121	0	0	0.0450713943713087	0	0.175119445937272	0	0.0957135078288945	0	0.0256269350029586	0	0	0	0.164234033623628	0	0.0229485960417882	0.0302990941123311	0.0913412969561416
NS79	0.0532850933320717	0	0	0	0.313441812571714	0	0.333387095897103	0.0116634325843083	0.0353042185318623	0	0	0.00971717254397458	0.238008555532781	0.0265992518706466	0.116170190576688	0.0137423734805984	0.042566261599366	0	0.0541285035035311	0.183330487249239	0.0195788680579732	0	0.704084662201826	0	0	0.0209990570671602	0.499856616445614	0	0	0	0	0.0195788680579732	0	0	0	0.18178867736942	0	0.00784949827820233	0	0.0286566354399374	0.0337621100519238	0.0308238021790327	0	0
NS81	0	0.0100323908282769	0.0158125587422127	0	0.153587002962022	0.0347020938352843	0.171414087235901	0.0155321944349711	0.050317516006897	0	0	0	0.206107324367891	0.0378006330612569	0	0	0.0611139987841847	0.00880244581224379	0.0759357578851748	0.087977821820912	0.031968417090015	0	0.87059203219297	0.015634726610782	0	0	0.514385058948257	0	0	0	0	0.208715549716238	0	0	0	0.0172387140166971	0	0.00979060312012046	0	0.0734235609634212	0	0.0169819031548864	0.0347941180812312	0.0653385571387897
NS83	0.0724586125698724	0.0165189509782408	0.0526647598420235	0	0.147314190012054	0.0177398645163865	0.159297984092512	0	0.0141490438715052	0	0	0.0350964754271651	0.244251840922646	0.0237698083261047	0.186942765347212	0.0173292580512817	0.0739575961149148	0.0331874338322379	0.256943828188736	0.111934549035478	0.0210948156876307	0	0.694518444093348	0.0760720441038012	0	0.0291721654349016	0.571507715510547	0.0229626768150225	0.00602784035326494	0.0107639808276395	0	0.128257906776893	0	0.130667667495085	0	0.0585807060822515	0	0	0	0.123027633629924	0.0160772054325878	0.0496579419436613	0.0355529252988755	0
NS86	0	0.00946785820043619	0	0.00854796886782476	0.0620265963109502	0	0.183999663477532	0	0.0249009878117528	0	0.0421483095120024	0	0.244391888812367	0.0325955444061979	0.0749265066655217	0	0.0161446521353936	0.0223998551073595	0.0446338722356511	0.0800504862015422	0.00710416157310565	0	0.812885950359255	0.069765008334519	0.00699732423300567	0	0.597086902929312	0	0.0166952456390911	0	0	0.0865374552882489	0	0.0960066387721616	0	0.045924908866592	0	0	0	0.102758798203154	0.0101957421445447	0.0189365652360529	0	0.084903802781025
NS9	0.0672490550750956	0	0.00615116415557806	0	0.406315027978947	0	0.0331528554102817	0	0	0	0	0.0109904555404182	0.212251899316668	0.0579238948449943	0.0709207053972618	0.0542782001359655	0.0347192494378541	0.0247985207019523	0.0776030734754914	0.301347681883707	0.0250758286005126	0	0.599990927045775	0.00910775493701096	0	0.101249808399516	0.466444012861421	0.0272729549373723	0	0	0	0.0482721424426389	0	0.240936328004682	0	0.256510027439272	0	0	0	0.0593234211189073	0	0.163613246942095	0	0
