feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII..Incertae.Sedis	Fusobacteriaceae	Lachnospiraceae	Lactobacillaceae	Micrococcaceae	Odoribacteraceae	Oscillospiraceae	Oxalobacteraceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Rikenellaceae	Selenomonadaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Turicibacteraceae	Veillonellaceae
NS34	0.00850130320991539	0.000915856492829921	0.00791838748918481	0	0.507241192423604	0	0.0162677662691131	0	0	0.000321088511603902	0	7.32685194263937e-05	0.138440867456171	0.00548113174003036	0.00311175711916801	0	0.00260103243963698	0.0249845651244002	0.00320442024667787	0.00887734311108908	0.00348995197679543	0.00148368751838447	0.123836727569328	0	0	0.0128187584649383	0.0479908802242879	0	0	9.15856492829921e-05	0.0052268468784917	0.00729452759583361	0.00347917719452684	0.00109148544380789	0	0.0181458108185279	0	0	0	0.000301693903520445	0	0.0437779403572702	0.00172073272829339	0.00131021352386022
NS36	0.0128746229313633	0	0.167944166965885	0	0.188814902569549	0.0108481813627578	0.0169382564217235	0	0	0	0	0.000948181147750704	0.0548386264488788	0.00158890219543712	0.0121231732462411	0.0046968292908422	0.00185981109479446	0	0.00325520693354777	0.00534722565636281	0.000599869705719833	0	0.0952438287597748	5.59018363753249e-05	0	0.0116211317541781	0.252066755392915	0	0	0	4.73015538560442e-05	0.00374434800183186	0.000461190150096431	4.19263772814937e-05	0	0.119566502759616	0	0	8.38527545629874e-05	0.00033863612419668	0.000620295376703125	0.0321639815867951	0.00120833969395895	5.80519070051451e-05
NS38	0	0	0.115906924175298	0	0.268055657410563	0.0077218078520864	0.142264603491638	0	0	0	0	0.00373472354633732	0.035397371134243	0.00640931621018847	0.0111847582729034	0.00253870610109097	0.00393531799612615	0.00269184810039213	0.00264870950903969	0.00484662073844641	0.000341873336468071	0	0.105523465236766	0.00147102596511814	0	0.00526614353934887	0.21132086052862	0	8.30417883534431e-05	0	0	0.00152818459866012	0.000358050308225235	0	0.00226261911643537	0.0365060329320006	0	0	0.000185495942815483	0.000393639646090997	0.000264223872033683	0.0217504777598992	0	0.00540850089081191
NS39	0.00226818796505916	0	0.00239395952520699	0	0.134984058186009	0.00544472608674153	0.0506472397979915	0	0	0	0.000520285770184185	0.00309376538551671	0.100732269972416	0.00018596991372286	0.00685831242515517	0.000681531360117301	0.00253585564434813	0.000150495883937574	0.00786555987693737	0.00807410417325086	0	0	0.175027787989998	0	0	0.005672619853847	0.391558040887582	0	0.000539635240976159	0	0.000124696589548276	0.000728830066497681	0	0.0291575025423055	0.00105454615816257	0.0297788355488477	0.00499001352313014	0	0	0.00129856448426136	0.000369789886246611	0.00761831663903992	7.73978831678954e-05	0.0255671007397948
NS4	0	0	0	0	0.304041459466084	0	0.0394890449746199	0	0	0	0	0	0.0307495340002451	0	0.00282502273562818	0.000121471677749614	0.000174145237127765	0.00838262073532289	0.00171350313568924	0.0276299693203391	0	0	0.364941768842622	0.000156945707534899	0	0.00122009163049391	0.182313938713776	0	0.00198009584437866	0.0001311464131456	0	5.69734417763674e-05	0	0.000247243237897444	0	0.00518888308404765	0	0	0	0.00228323755345291	0.018269125339422	0.00496098931694218	8.49226773647741e-05	0.00303786691433989
NS40	0.00111581948233716	0	0	0.00422033457384941	0.0440415454637316	0.00480189366820817	0.0528788787626658	0	0	0	0	0.000240793414300119	0.0537399302129087	7.73978831678954e-05	0.0112936411189154	0	0.00188657340221745	0.000471912093204251	0.00594458741553419	0.0371875329209746	0.00292177008958805	0	0.251476472118488	0.00915552459640229	0	0.000612733241745838	0.435000827727362	0	0	0.00313891415069798	4.29988239821641e-05	0.000368714915647057	0.000103197177557194	0.0250113409398253	0	0.0316353097742777	0.00301529253174926	0	0	0.000488036652197562	0.000509536064188644	0.0117440538001286	0	0.00687443698414848
NS41	0.00137496129897829	0	0.00191140046097217	0.0001440538030204	0.149115036636967	0	0.00418938559977983	0	0	3.97760500877223e-05	0	0.000550414530943617	0.0413348412398087	0.0132153238845506	0.00153621555609068	5.37514190374626e-05	0.000119328150263167	0	0.0036669218067357	0.00723816608758471	0.000166629399016134	0	0.175743489628126	0.00171037015377206	0	0.00483870274175238	0.187268868898139	0	0	0.000326808627747773	0	0.000261231896522068	0	0.339142428360109	0	0.0321906498331556	0.00206835460456156	0	0	0.00030208297499054	0.00301545460800165	0.027331521552169	0	0.0011438301971172
NS46	0	3.22491179866231e-05	0.00190807281420853	0	0.118879923634089	0	0.0318427790999916	0	0	5.05236181790428e-05	0	0.00223378890587342	0.0421313227083239	0.00635845109636251	0.000302066738474703	0.000777203743477616	0.0130458431961886	0.00316578841568683	0.00394514210036355	0.0823545726024393	0.000307441591472473	5.15985887785969e-05	0.314330003074416	0.000248318208496998	0	0.00276697432325226	0.343604677412073	0.000160170619333561	0	0	9.4597412760761e-05	0.00490939072816358	0.000411713739629221	0.00397739121835018	0	0.00879003459255389	0	0	0.000228968737705024	0	0.000158020678134453	0.00359792659670758	0.00347967983075663	0.0058553648557712
NS51	0.000281661674876424	3.33263813785081e-05	0	0	0.0240035949490106	0.000621375756025087	0.0969324678507924	0.000150506238483585	0.00146313564697257	0	0	0	0.084912394618757	0	0.0202581396998906	4.19267378632844e-05	0.00315095560710991	0.0064223162050067	0.00306710213138335	0.0264052444973844	0.000131155436392838	0.000198883243710452	0.470050333586327	0.00150936256307824	0	0	0.206246223905981	0	0	0.00321760836986693	0.00146851086977555	0.0385768990124641	0.00156203974654749	0.00045366880457195	0.000908412653704496	0.000111804634302092	0	7.84782529235837e-05	0	0.00621160747112968	8.6003564847763e-05	0.000925613366674049	0.000194583065468064	0.000324663457300305
NS55	0	0	0.000121471677749614	0	0.0485144981284762	0	0.0131511903149449	0	0	0	0	8.16977655661118e-05	0.0454863059495323	0.000896525480028121	0.00501581281751944	0	0.00228538749465202	0.000978223245594233	0.00400211554213992	0.0248522452910913	0	0	0.681989297592711	0	0	0.000488036652197562	0.163104214099744	0	0	0	0	0.00620043041822806	0	0	0	0.000410638769029667	0	0	0	0.00181455037204732	0	0.000104272148156748	0.000109647001154518	0.000393439239436801
NS58	6.23539251795901e-05	0.00106539206643058	0	0	0.00129868175201629	0	0.0293375217969971	0	0.00123740289451221	0	0.00012470785035918	0	0.00822211758230181	0	0.0100045797882977	0	0.0012363278268367	0	0.00418093819005906	0.00327895641030603	0	0	0.867564563189253	0	3.87024363183662e-05	0	0.0314758314035869	0	0.000127933053385711	0	0	0.016434559555524	0	0.00450560862806314	0	0.00178998767972444	0	0	0	0.00706211956042633	0	0.000106431699875507	0.010721649927863	0.00012363278268367
NS6	0	0	3.65490003848395e-05	0	0.385802648297569	0	0	0	0	0	0.0128190243996827	0	0.0615194924418817	0.00103412171677105	0.00386666924659611	5.2673559378151e-05	0.00192312240260229	0.000195644649118847	0.00207576822773897	0.0161052095225196	2.90242061879608e-05	0	0.327962780217961	6.66481771723543e-05	0	0.00805152979066022	0.0987317496866461	0	0	0	0.000897600450627675	0.00159633134033784	0.00484596746278989	0.00169952851789504	2.68742649888526e-05	0.0425871102425349	0	0	0	0.000672931595320868	0.000220368972908591	0.0262013333935317	0	0.000979298216193787
NS62	0.000415047515413746	0.000116127284105401	0.00889233925510799	0	0.0128578709567813	0.000555905610023075	0.022740517884677	0	0	0	0	0.000213975273490507	0.0355811847993686	0	0	0	0.00647517134150669	0	0.0132159300827729	0.00442143881705007	0.00194405675613485	0	0.667812527553349	0	0	0.000217201031382323	0.204484018520151	0	0	0	0	0.00522035152159	0	0	0	0.0103321025274888	0	0	0	0.00228598709266742	4.30101052242224e-05	0.00209674262968084	7.84934420342059e-05	0
NS67	0	0.000254839805762605	0.00420109333803586	0	0.0477604204749268	0	0.0833250895702777	0	0.000376345704712708	0	0	0.000775272151708179	0.0295227076245489	0	0.0104849913332961	0.000573120744605353	0.00491722545043204	0.00286452844958473	0.00425593228357971	0.00694841698243863	0.00331506802179794	0	0.235641873728489	0.0101140219957935	0	0	0.376139252211837	0	0	0	0.000797852893990942	0.00421184607245623	3.44087501451619e-05	0.0142807065836842	0.0079839053071196	0	0	0	0.0123312358332724	0.00111505855939165	0	0.00119462879410234	0.000710755745186001	0.135869401588824
NS7	0.00029777549877396	0.000701976175810094	0	0	0.014862974895483	0	0.108519281769797	0	0	0	0	0	0.0425840463282776	4.83750810282607e-05	0.0257108180656203	0.000559000936326568	0.00140502735342082	0.00542875909317148	0.000998676672783427	0.0171484287236181	6.23501044364249e-05	0	0.283675775156923	0.046550802972595	2.58000432150724e-05	0.000519225869703332	0.22447757599994	0	0.000284875477166424	0	0	0.093257481206281	0	0.0893412496465932	0	0.0125613960403384	0.00267030447275999	0	0	0.0062124354058293	0.00137062729580072	0.00239725401540048	0.00440750738257487	0.0139201983163322
NS70	0.000571884358962782	5.37485299777051e-05	0	0	0.0208737791021416	0	0.0405016672793999	0.000110721971754073	0.00136198774963505	0	0	0	0.0428107041272421	0	0.0188893833753647	3.43990591857313e-05	0.00217036564049973	0	0.000822352508658888	0.0464795787835203	0.000726680125298573	0	0.570766389539246	6.12733241745838e-05	3.43990591857313e-05	0	0.129311438332162	0	0	0	0	0.00374842248064515	0	0.10385613453472	0	0.000216069090510375	0	7.95478243670036e-05	0	0.0137305994681045	0.000147270972138912	0.00138133722042702	0.00117601783591219	8.384770676522e-05
NS71	0.00331735927022396	0.000288092120680499	0.0418303309404488	0	0.0587933670014125	0.000914799980220541	0.093553616308594	0	0	0	3.86989415839477e-05	0.00118354263010907	0.0558758967942227	0.0229076234764979	0.0161869072880857	8.81475891634364e-05	0.00829554811675901	0	0.0139864424707984	0.0322415931924262	0.000711630536904816	0	0.393833753646838	0.000222518914107699	0	0.000188119854921968	0.198301976440944	0.00211769208112158	0	0	0	0.0398652846844639	0	9.67473539598692e-05	0	0.00376024715724025	0	0	0	0.0045320760477201	0	0.00221981428807922	0.00440845442877137	0.000239718443700565
NS72	0	0.00203186916912677	0.000964331558045879	3.22518915734408e-05	0.0186663197796551	0	0.155832539578446	0	6.12785939895375e-05	0	0	0	0.0593660568192324	0.0016588222899273	0.0310123438739682	0	0.00385302597997373	6.66539092517776e-05	0.0134920413082227	0.0075168408627166	0.00430992777726414	0	0.437556037661609	0.0703456757738841	0.000102130989982562	0	0.145444205302641	0	0	0	0	0.0024780203358927	0	0.00513235101238688	0	0.0111591544844105	0.00981532566885048	0	7.74045397762579e-05	0.0145466781626742	0	0.000127932503241315	0.000145133512080484	0.00420564666117668
NS77	0.0200879755938675	0	0	0	0.192037047786743	0.000174145237127765	0.00567584476564566	0	0	0	0	0.000766454037482075	0.119632403053776	0.00347645491895797	0.0066701925702332	0.000980373186793341	0.00050846109358909	0.0352816100479652	0.00167802910590395	0.00991337886908793	0.000221443943508145	0	0.168969253690912	0	4.40737945817182e-05	0.00245630781998112	0.210309398037964	0	0	0.000228968737705024	0	0.00121041689509792	0.000316041356268906	0.173566902945204	0	0.0172995018586242	0	0	0	0.00224991346486674	0.00368929909766968	0.0224464610892892	0	0.000109647001154518
NS78	0	0	0	0.00178660113645892	0.00478684407981442	0	0.067675849065528	7.3098000769679e-05	0.000686906213115071	0	0	0	0.0331155442898637	0.0288522108920321	0.0192860475266001	0	0.0019650462559849	0	0.0681337865409381	0.076923821133492	0.00094597412760761	0	0.484899887988064	0.00109432007034608	0	6.87981183714625e-05	0.130608927845823	0	0	0.00213059172831623	0	0.0304549920559673	0	0.00907167688963707	0	0.000667556742323097	0	0	0	0.0268796398418503	0	0.000547160035173038	0.000958873774802259	0.00838584564712155
NS79	0.00279371076218712	0	0	0	0.0955713714032453	0	0.10730237481551	0.000137695409148999	0.00121559228389351	0	0	0.000106498793013679	0.0554084174924805	0.000713219189576458	0.0132919099644143	0.000190406932963851	0.00183414587968003	0	0.00304005645511775	0.0331404880441658	0.000352844485944311	0	0.418464954366881	0	0	0.000430298153590623	0.229855591939655	0	0	0	0	0.000373283648239865	0	0	0	0.0327370835251746	0	6.34689776546169e-05	0	0.000854141834877387	0.00115104756085492	0.000971398081730831	0	0
NS81	0	8.49730990227018e-05	0.000254919297068105	0	0.0234611802010528	0.00127029404994697	0.029046816950735	0.000269977820945546	0.00250831983444229	0	0	0	0.0419863913968502	0.00149402069041181	0	0	0.00380550410559897	8.38974901743132e-05	0.00585346335293093	0.00779278610657563	0.00100139183784981	0	0.583686670840029	0.000258146123613271	0	0	0.242797185346766	0	0	0	0	0.0428662394348321	0	0	0	0.000285036344822987	0	9.78804052033654e-05	0	0.00537051498000443	0	0.000303321695245594	0.00117241364474361	0.00424865495113509
NS83	0.00524478155522446	0.000252618090895214	0.0027261254404692	0	0.0214714627554936	0.00034076568005865	0.0253467317668862	0	0.000224668855306807	0	0	0.00119644227730372	0.0584816255275418	0.000569734417763674	0.03469145118881	0.000268742649888526	0.00545332585153796	0.00106637083475767	0.0646627064749779	0.0123610869242726	0.00047943688740113	0	0.40906501207192	0.00574356791341757	0	0.000873951097437485	0.29259947240443	0.000513835946586861	3.54740297852854e-05	0.000105347118756302	0	0.0164717744969675	0	0.0170823577975142	0	0.00348397971315485	0	0	0	0.0151603103655115	0.000255843002693876	0.00246813249657622	0.00130286436665957	0
NS86	0	0.00010212220695764	0	7.52479419687872e-05	0.00378067159863178	0	0.0332359409970137	0	0.000596608682752527	0	0.00171995295928656	0	0.0586794201178598	0.00108249539375098	0.0055952219706791	0	0.000280567326483621	0.000460087416609156	0.00198547069737643	0.00629610280158838	6.77231477719084e-05	0	0.52753107202518	0.00500613808212345	5.37485299777051e-05	0	0.316329448389587	0	0.000261217855691647	0	0	0.00737967316593891	0	0.00925549686216082	0	0.00216606575810152	0	0	0	0.0103885158740908	0.000119321736550505	0.000366564974447949	0	0.00718510348741962
NS9	0.00447832751774239	0	2.90242061879608e-05	0	0.156656540443619	0	0.00114806860032378	0	0	0	0	0.000111796942353627	0.0444177851735755	0.00330875950542753	0.00493733996375199	0.00300239288455461	0.00115451842392111	0.000691206095513288	0.00606928400508246	0.0881422143104386	0.000613808212345392	0	0.31878145632717	9.24474715616528e-05	0	0.0102003960191689	0.202012774950605	0.000771828890479845	0	0	0	0.00227463778865648	0	0.0568315456572263	0	0.0645111356204408	0	0	0	0.00341518159478338	0	0.026347529395071	0	0
