#Classification	SRR5091530_bracken_P.kreport
k__Bacteria	3803985
k__Bacteria|p__Bacteroidetes	2901418
k__Bacteria|p__Firmicutes	846879
k__Bacteria|p__Actinobacteria	25127
k__Bacteria|p__Proteobacteria	30470
k__Bacteria|p__Verrucomicrobia	33
k__Bacteria|p__Fusobacteria	48
k__Bacteria|p__Spirochaetes	9
k__Eukaryota	519
k__Eukaryota|k__Fungi	511
k__Eukaryota|k__Fungi|p__Basidiomycota	119
k__Eukaryota|k__Fungi|p__Ascomycota	391
k__Eukaryota|k__Viridiplantae	8
k__Eukaryota|k__Viridiplantae|p__Streptophyta	8
k__Viruses	48
k__Viruses|k__Heunggongvirae	48
k__Viruses|k__Heunggongvirae|p__Uroviricota	48
