#Classification	S-4-POLPIL-G_bracken_C.kreport
k__Bacteria	361
k__Bacteria|p__Proteobacteria	209
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	200
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	6
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	3
k__Bacteria|p__Bacteroidetes	145
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	145
k__Bacteria|p__Acidobacteria	5
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	5
k__Eukaryota	1
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1
