#Classification	S-4-POLPIL-G_bracken_O.kreport
k__Bacteria	357
k__Bacteria|p__Proteobacteria	205
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	200
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	200
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	4
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1
k__Bacteria|p__Bacteroidetes	145
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	145
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	145
k__Bacteria|p__Acidobacteria	5
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	5
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	5
