name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Acidisoma sp009765865	113615	S	1709	3351	5060	0.39467
Lichenicoccus roseus	113922	S	43	149	192	0.01498
LMUY01 sp009765685	113921	S	13	209	222	0.01732
Methylobacterium sp022829365	118326	S	13	136	149	0.01162
Methylobacterium sp022829385	118327	S	7	58	65	0.00507
Methylobacterium sp022829515	118331	S	1	11	12	0.00094
Lichenihabitans flavocetrariae	118233	S	25	30	55	0.00429
28-YEA-48 sp903825465	118041	S	12	87	99	0.00772
Pseudolabrys sp903891395	120775	S	5	17	22	0.00172
Pseudolabrys sp903929045	120777	S	1	5	6	0.00047
Bradyrhizobium elkanii_A	120441	S	1	17	18	0.00140
Mesorhizobium sp020616515	119638	S	2	15	17	0.00133
Rhizomicrobium sp903922545	115891	S	27	18	45	0.00351
CAHJWH01 sp009765965	114500	S	25	133	158	0.01232
Reyranella aerosaccus_B	117836	S	11	260	271	0.02114
Sphingomonas_N sp937859915	125357	S	1	5	6	0.00047
CAIKMD01 sp903822185	113516	S	1	9	10	0.00078
Caedimonas varicaedens	114287	S	1	88	89	0.00694
Caballeronia sp001557535	126764	S	30	474	504	0.03931
Caballeronia sordidicola_C	126762	S	13	87	100	0.00780
Caballeronia sordidicola_A	126761	S	8	52	60	0.00468
Caballeronia sp022878925	126770	S	2	50	52	0.00406
Caballeronia sp028292365	126775	S	1	2	3	0.00023
Caballeronia sp009766085	126765	S	1	8	9	0.00070
Caballeronia sp018449515	126768	S	1	7	8	0.00062
Caballeronia mineralivorans	126753	S	1	12	13	0.00101
Paraburkholderia metrosideri	128013	S	10	81	91	0.00710
Paraburkholderia sp026225065	128081	S	3	16	19	0.00148
Paraburkholderia phenazinium_B	128023	S	3	44	47	0.00367
Paraburkholderia ginsengisoli	127996	S	2	19	21	0.00164
Paraburkholderia sp900230185	128087	S	1	30	31	0.00242
Paraburkholderia sp900996225	128088	S	1	9	10	0.00078
Paraburkholderia sp900996245	128090	S	1	9	10	0.00078
Paraburkholderia bryophila	127973	S	1	25	26	0.00203
Pararobbsia sp026225235	128132	S	68	92	160	0.01248
Variovorax sp009765735	129478	S	14	502	516	0.04025
LMUX01 sp009765705	127499	S	9	26	35	0.00273
Burkholderia sp905232215	126671	S	1	64	65	0.00507
Silvimonas sp030035605	129774	S	1	4	5	0.00039
Rhodanobacter sp903827735	140625	S	4	73	77	0.00601
Rhodanobacter sp002001045	140585	S	1	67	68	0.00530
Erwinia billingiae	133008	S	1	34	35	0.00273
Acidisarcina polymorpha	40108	S	786	645	1431	0.11161
Edaphobacter sp009765825	40142	S	306	406	712	0.05553
Edaphobacter lichenicola	40130	S	4	153	157	0.01225
Edaphobacter lichenicola_E	40135	S	2	68	70	0.00546
Granulicella mallensis	40165	S	10	41	51	0.00398
Granulicella mallensis_A	40166	S	3	12	15	0.00117
Granulicella elongata	40164	S	1	1	2	0.00016
Granulicella sp009766105	40172	S	1	0	1	0.00008
Granulicella sapmiensis	40168	S	1	0	1	0.00008
Granulicella_C sibirica	40198	S	20	60	80	0.00624
Granulicella_C sp009914315	40199	S	2	90	92	0.00718
Granulicella_C tundricola	40204	S	1	1	2	0.00016
Granulicella_D aggregans_A	40206	S	9	12	21	0.00164
Granulicella_D aggregans	40205	S	2	3	5	0.00039
Granulicella_D sp903642265	40207	S	1	0	1	0.00008
Silvibacterium bohemicum	40370	S	2	6	8	0.00062
Alloacidobacterium sp009765985	40111	S	1	0	1	0.00008
Occallatibacter gabretensis	40248	S	1	12	13	0.00101
Palsa-288 sp030775885	40351	S	1	0	1	0.00008
Puia sp013288945	83678	S	197	512	709	0.05530
Puia dinghuensis_B	83667	S	1	1	2	0.00016
Puia sp015655015	83681	S	1	0	1	0.00008
JAFDXJ01 sp018268015	83462	S	1	65	66	0.00515
Mucilaginibacter sp013408825	89912	S	50	109	159	0.01240
Mucilaginibacter sp026224775	89935	S	43	122	165	0.01287
Mucilaginibacter sp018449775	89923	S	2	3	5	0.00039
Mucilaginibacter xinganensis_A	89984	S	1	0	1	0.00008
Palsa-1515 sp903970385	102220	S	41	309	350	0.02730
Streptantibioticus silvisoli	48904	S	5	80	85	0.00663
JABDGH01 sp026225555	144936	S	7	7	14	0.00109
Prosthecobacter sp025360015	146071	S	1	10	11	0.00086
NSF051 sp029379215	96827	S	2	0	2	0.00016
Nostoc favosum	96843	S	1	86	87	0.00679
