#Classification	SRR20002361_bracken_O.kreport
k__Bacteria	3154436
k__Bacteria|p__Proteobacteria	2675950
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2567293
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2273854
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	278363
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	9139
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	3208
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	1875
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	231
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	41
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	143
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	35
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	145
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	178
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	73
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	60340
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	59764
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	535
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	29
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	10
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	46714
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	13407
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	20592
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	7540
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	3694
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	591
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	888
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	1583
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilales	1583
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	18
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	18
k__Bacteria|p__Firmicutes	326538
k__Bacteria|p__Firmicutes|c__Bacilli	313227
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	301405
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	11822
k__Bacteria|p__Firmicutes|c__Clostridia	11492
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	11492
k__Bacteria|p__Firmicutes|c__Tissierellia	1456
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	1456
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	229
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	229
k__Bacteria|p__Firmicutes|c__Negativicutes	133
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	85
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	26
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	21
k__Bacteria|p__Actinobacteria	137840
k__Bacteria|p__Actinobacteria|c__Actinomycetia	136927
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	110632
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	14189
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	9855
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	1447
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	589
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	102
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	75
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	29
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	2
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	913
