#Classification	SRR20002399_bracken_P.kreport
k__Bacteria	106108
k__Bacteria|p__Proteobacteria	99744
k__Bacteria|p__Actinobacteria	2871
k__Bacteria|p__Firmicutes	3414
k__Bacteria|p__Deinococcus-Thermus	28
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	38
k__Bacteria|p__Verrucomicrobia	6
k__Bacteria|p__Chlamydiae	3
k__Eukaryota	1652
k__Eukaryota|k__Metazoa	1259
k__Eukaryota|k__Metazoa|p__Chordata	1259
k__Eukaryota|k__Fungi	66
k__Eukaryota|k__Fungi|p__Basidiomycota	64
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Eukaryota|k__Viridiplantae	314
k__Eukaryota|k__Viridiplantae|p__Streptophyta	314
k__Eukaryota|p__Apicomplexa	11
