#Classification	SRR5091535_bracken_P.kreport
k__Bacteria	2707066
k__Bacteria|p__Bacteroidetes	2223055
k__Bacteria|p__Firmicutes	394554
k__Bacteria|p__Actinobacteria	13984
k__Bacteria|p__Chloroflexi	12
k__Bacteria|p__Proteobacteria	75203
k__Bacteria|p__Verrucomicrobia	247
k__Bacteria|p__Candidatus_Saccharibacteria	7
k__Bacteria|p__Spirochaetes	1
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Eukaryota	1
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Viruses	130
k__Viruses|k__Heunggongvirae	130
k__Viruses|k__Heunggongvirae|p__Uroviricota	130
