name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	1196095	S	1220	5174	6394	0.27237
Gilliamella apis	1970738	S	709	1077	1786	0.07608
Gilliamella sp. wkB7	3120264	S	255	1341	1596	0.06799
Frischella perrara	1267021	S	1428	2172	3600	0.15335
Rahnella bonaserana	2816248	S	24	75	99	0.00422
Ewingella americana	41202	S	1	1	2	0.00009
Escherichia coli	562	S	2	415	417	0.01776
Snodgrassella alvi	1196083	S	1429	1144	2573	0.10961
Herbaspirillum huttiense	863372	S	1	42	43	0.00183
Commensalibacter melissae	2070537	S	91	78	169	0.00720
Lactobacillus apis	303541	S	966	662	1628	0.06935
Lactobacillus sp. IBH004	2879107	S	610	849	1459	0.06215
Lactobacillus sp. wkB8	1545702	S	1	22	23	0.00098
Lactobacillus kullabergensis	1218493	S	201	370	571	0.02432
Lactobacillus helsingborgensis	1218494	S	52	569	621	0.02645
Apilactobacillus kunkeei	148814	S	575	475	1050	0.04473
Bombilactobacillus mellifer	1218492	S	2	6	8	0.00034
Caproicibacterium lactatifermentans	2666138	S	4	0	4	0.00017
Ethanoligenens harbinense	253239	S	1	0	1	0.00004
Bifidobacterium coryneforme	1687	S	77	46	123	0.00524
Bifidobacterium asteroides	1684	S	68	13	81	0.00345
Mycolicibacterium doricum	126673	S	1	0	1	0.00004
Apis mellifera filamentous virus	1100043	S	1206	3	1209	0.05150
Badaztecvirus badaztec1	2843847	S	6	0	6	0.00026
