name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stutzerimonas stutzeri_AO	139038	S	98	26071	26169	0.14087
Stutzerimonas stutzeri	139027	S	51	18435	18486	0.09951
Stutzerimonas balearica	138998	S	3	1098	1101	0.00593
Stutzerimonas stutzeri_U	139055	S	3	2552	2555	0.01375
Stutzerimonas stutzeri_G	139046	S	3	511	514	0.00277
Stutzerimonas sp003488145	139015	S	1	249	250	0.00135
Stutzerimonas stutzeri_B	139042	S	1	370	371	0.00200
Stutzerimonas stutzeri_AE	139032	S	1	161	162	0.00087
Pseudomonas aeruginosa	138123	S	157	52929	53086	0.28576
Pseudomonas_E benzenivorans	138212	S	4	473	477	0.00257
Pseudomonas_E agarici	138167	S	1	7	8	0.00004
Pseudomonas_E palmensis	138476	S	1	19	20	0.00011
Pseudomonas_E alcaligenes	138170	S	1	165	166	0.00089
Pseudomonas_E alcaliphila_B	138175	S	1	318	319	0.00172
Acinetobacter johnsonii	137103	S	1	259	260	0.00140
Acinetobacter sp002165305	137191	S	1	409	410	0.00221
Isoalcanivorax sp009846755	136026	S	1	87	88	0.00047
Aquabacterium parvum	126468	S	168	23072	23240	0.12510
Paraburkholderia phytofirmans	128028	S	10	287	297	0.00160
Paraburkholderia phenoliruptrix	128024	S	7	617	624	0.00336
Paraburkholderia fungorum	127991	S	2	38	40	0.00022
Paraburkholderia agricolaris	127963	S	1	25	26	0.00014
Hylemonella sp019745555	127248	S	1	139	140	0.00075
Hylemonella sp016185015	127245	S	1	81	82	0.00044
Herbaspirillum huttiense	127116	S	1	81	82	0.00044
Acidovorax temperans	126391	S	1	350	351	0.00189
Tepidimonas sp020723845	129261	S	1	23	24	0.00013
Pandoraea cepalis	127932	S	1	118	119	0.00064
Duganella sacchari	127009	S	1	3	4	0.00002
Parazoarcus communis	130917	S	1	13	14	0.00008
CU05-9 sp943913335	140813	S	1	30	31	0.00017
Thermomonas hydrothermalis	141239	S	2	626	628	0.00338
Oceanisphaera sp012518835	132244	S	1	0	1	0.00001
Sandaracinobacteroides hominis	124776	S	2	65	67	0.00036
Brevundimonas pondensis	114374	S	3	73	76	0.00041
Endobacter medicaginis	113784	S	1	20	21	0.00011
Haematobacter massiliensis	121344	S	2	45	47	0.00025
Paracoccus aeridis	121802	S	1	64	65	0.00035
Cutibacterium acnes	48418	S	150	49444	49594	0.26696
Cutibacterium granulosum	48420	S	8	96	104	0.00056
Cutibacterium modestum	48421	S	7	301	308	0.00166
Cutibacterium namnetense	48422	S	1	10	11	0.00006
Arachnia rubra	48367	S	2	22	24	0.00013
Nocardioides dokdonensis	48121	S	1	4	5	0.00003
Lawsonella clevelandensis_A	46365	S	45	976	1021	0.00550
Mycobacterium gordonae	46461	S	4	145	149	0.00080
Mycobacterium sp018326285	46715	S	1	47	48	0.00026
Mycobacterium sp018882965	46720	S	1	15	16	0.00009
Corynebacterium dentalis	46027	S	1	470	471	0.00254
Corynebacterium sp030528295	46191	S	1	6	7	0.00004
Micrococcus luteus	45158	S	1	253	254	0.00137
Kocuria carniphila	45124	S	1	23	24	0.00013
Arthrobacter_D frigidicola	45019	S	1	670	671	0.00361
Ornithinibacter aureus	43448	S	1	46	47	0.00025
Ornithinimicrobium pekingense	43465	S	1	4	5	0.00003
Lactobacillus mulieris_A	55403	S	2	157	159	0.00086
Lactobacillus crispatus	55376	S	2	388	390	0.00210
Dolosicoccus sp945278685	54967	S	1	0	1	0.00001
Staphylococcus saccharolyticus	57118	S	2	262	264	0.00142
Chryseomicrobium aureum	53718	S	1	9	10	0.00005
Bacillus_J hisashii	54033	S	1	33	34	0.00018
Clostridium_A leptum	64444	S	3	822	825	0.00444
Alistipes putredinis	80998	S	1	360	361	0.00194
Nitrospira_D sp900299245	105460	S	1	33	34	0.00018
Deinococcus sp943914785	98824	S	1	0	1	0.00001
UBA11096 sp003534055	52873	S	1	484	485	0.00261
