#Classification	S-7-POLJUN-G_bracken_P.kreport
k__Bacteria	20267
k__Bacteria|p__Proteobacteria	19645
k__Bacteria|p__Actinobacteria	363
k__Bacteria|p__Cyanobacteria	107
k__Bacteria|p__Acidobacteria	83
k__Bacteria|p__Bacteroidetes	65
k__Bacteria|p__Planctomycetes	1
k__Eukaryota	822
k__Eukaryota|k__Viridiplantae	809
k__Eukaryota|k__Viridiplantae|p__Streptophyta	809
k__Eukaryota|k__Fungi	12
k__Eukaryota|k__Fungi|p__Ascomycota	3
k__Eukaryota|k__Fungi|p__Basidiomycota	9
