#Classification	GQ12_bracken_P.kreport
k__Bacteria	1570944
k__Bacteria|p__Firmicutes	727742
k__Bacteria|p__Actinobacteria	387439
k__Bacteria|p__Tenericutes	58
k__Bacteria|p__Bacteroidetes	210361
k__Bacteria|p__Proteobacteria	212693
k__Bacteria|p__Fusobacteria	25511
k__Bacteria|p__Candidatus_Saccharibacteria	3763
k__Bacteria|p__Spirochaetes	3339
k__Bacteria|p__Synergistetes	31
k__Bacteria|p__Verrucomicrobia	3
k__Bacteria|p__Planctomycetes	1
k__Eukaryota	7649
k__Eukaryota|k__Metazoa	7540
k__Eukaryota|k__Metazoa|p__Chordata	7540
k__Eukaryota|k__Fungi	34
k__Eukaryota|k__Fungi|p__Ascomycota	34
k__Eukaryota|p__Apicomplexa	39
k__Eukaryota|k__Viridiplantae	35
k__Eukaryota|k__Viridiplantae|p__Streptophyta	35
k__Viruses	194
k__Viruses|k__Heunggongvirae	194
k__Viruses|k__Heunggongvirae|p__Uroviricota	133
k__Viruses|k__Heunggongvirae|p__Peploviricota	61
