feature	Acidovorax	Acinetobacter	Alcaligenes	Anoxybacillus	Aquabacterium	Corynebacterium	Cutibacterium	Effusibacillus	GGB2722	GGB796	Herbaspirillum	Lactobacillus	Meiothermus	Micrococcus	Moraxella	Paraburkholderia	Prevotella	Pseudomonas	Rothia	Staphylococcus	Streptococcus	Stutzerimonas
SRR20002365	0	0.0784308010380456	0	0	0.221635165312563	0	0.661101758158616	0	0.0627050746390937	0	0	0	0	0	0	0.0497519124246413	0	0.484129539881059	0.169038359142223	0	0	0.598284002273511
SRR20002368	0	0.016362962514993	0.00847339337410889	0	0.0589183512396713	0	0.0909818018978475	0	0.0119603221179439	0	0	0	0	0	0	0.0236986270397116	0	0.137618316994066	0	1.34407406518482	0	0.138069602441064
SRR20002369	0	0	0	0	0	0	0	0	0	0	0	0.572816216005254	0	0	0	0	0.135953937033389	0	0	0.977990531374552	0	0
SRR20002371	0	0	0	0	0.068316666512627	0	0.555719606389233	0	0	0.140154671526456	0	0	0.153342292440317	0	0	0	0	0.328780521377496	0	0.600412648709292	0.411877095199485	0.305484069441512
SRR20002373	0	0.179640120850253	0.121638836666543	0.0677485358276689	0.280485341814945	0	0.251939034101463	0.0413526025309998	0.0479307774251089	0.0708391632782736	0	0	0.15924284772889	0	0	0.147671539390514	0	0.639660654792636	0	0	0	0.682546015566391
SRR20002375	0	0.105195148875858	0	0.023041484001102	0.254885823624691	0	0.37420267093012	0.01966800554648	0	0.0572725067233063	0	0	0.117767763511891	0	0	0.118271699017092	0	0.66988168351672	0	0	0	0.65839617817255
SRR20002377	0	0	0	0	0.0803329158456565	0	0.232578394611078	0	0	0	0	0	0	0	0	0	0	0.213158142218706	0	1.16190502164505	0	0.233998844667946
SRR20002378	0	0	0	0	0.268976279924481	0	0.213178138671819	0	0	0	0	0	0	0	0	0.0739658672593919	0	0.768469368918746	0	0	0	0.680718826912168
SRR20002379	0.00652689021263756	0.0987958034278112	0.0270477783002034	0	0.305797846939333	0	0.153352678756793	0	0	0	0.058913109937999	0	0	0	0	0.14268531269704	0	0.627576030572173	0	0	0	0.79245509110255
SRR20002380	0	0	0	0	0.0143210914529668	0	0	0	0	0	0	0	0	0	0	0	0	0.050480646207317	0	1.48569531291613	0	0.0669342338753849
SRR20002382	0	0.0852281017133059	0	0.113074023477222	0.209278567318488	0	0.411041085874181	0.0560022690905203	0	0.166864029621086	0	0	0.265497416935726	0	0	0.108531346992402	0	0.621365304239159	0	0.00792980813827688	0	0.608695324608766
SRR20002384	0	0.0452095982403558	0	0.0202805607599776	0.0851684244768345	1.22514675626525	0.130933641026939	0.00854192919003934	0	0.059210356737831	0	0	0.0711818968976932	0	0	0.027348572124181	0	0.204255897672318	0	0	0	0.194961218748127
SRR20002386	0	0	0	0	0.184932330796156	0	0.366798481623497	0	0	0	0	0	0	0	0	0	0	0.7518154067666	0	0	0	0.655058071054173
SRR20002388	0	0.105863535578435	0	0.0178269166035747	0.297228749482686	0	0.287947722262393	0.00884042581288759	0	0	0.0315071398581531	0	0.0932855646569482	0.074275437716751	0.0158565968063226	0.153391716640107	0	0.676535668968466	0	0	0	0.675771376878337
SRR20002391	0.0209064588200881	0.12405532374386	0.0385523291490971	0	0.234851135909605	0.0196399929102304	0.657311436701679	0	0.0885637776769468	0	0.0471796582547506	0	0	0.0392647984603087	0	0.141578792926821	0	0.552228752595416	0	0	0	0.521556034736405
SRR20002394	0	0	0	0	0	1.4691483600097	0	0	0	0	0	0.0069856820298162	0	0	0	0	0	0.0232618320725107	0	0.0960328508894512	0	0.0226506771836216
SRR20002396	0	0.146813915590311	0	0.0473695327192435	0.275935010247222	0	0.272894139901927	0.0264512513069968	0	0.0684307805151157	0.0312717616998671	0	0.153483850863854	0.0431973926041065	0.0403255314035681	0.124880688046247	0	0.664537914156094	0	0.0459064554947462	0.185952781078459	0.647828096992909
SRR20002397	0	0.150753329863498	0.100073385304896	0	0.287738660215451	0	0.279342653806319	0	0	0	0.0195011274317963	0	0	0.258715528388145	0	0.125481748906775	0	0.608685432906394	0.0832041417823085	0.010391282301758	0	0.680072169368872
SRR20002401	0.030883372799795	0.0884581726516809	0	0	0.219673515718287	0	0.457804337707976	0	0	0	0	0	0	0.0225753994737112	0	0.109833495862258	0	0.540183349240562	0	0.349614337046815	0.346961498029757	0.510132246545001
SRR20002402	0	0	0	0	0.27196717156278	0	0.188975214796606	0	0	0	0	0	0	0	0	0.0684142112639698	0	0.683505442487478	0	0	0	0.774464113751003
SRR20002403	0	0	0	0	0.257524972678767	0	0	0	0	0	0	0	0	0	0	0	0	0.690995814548467	0	0	0	0.81439095277472
SRR20002406	0	0.0430369238781603	0	0.0336706732379282	0.180379238118582	0	0.815917382031414	0	0	0.0798064465567873	0	0	0.127993170939412	0.0472276756670659	0	0.0799000243688395	0	0.484582480857583	0	0	0	0.446006030612321
SRR20002410	0	0.0486189799749681	0	0	0.120421364892463	1.090882287304	0.0848922964675624	0	0	0	0.00985582036745626	0	0	0.00856433959123069	0.0336723065886982	0.0562464268977851	0.00492785034794324	0.301107156477063	0	0	0	0.316277273659113
SRR20002412	0	0.0319389666724207	0	0	0.144708952438518	0.333827534672908	0.237475586091086	0	0.0614966822021419	0	0.00997892624422051	0.050911745060428	0	0	0	0.0784571121690786	0.0995220819444355	0.347367133597138	0.106376047084025	0.780695043470052	0.246730483029782	0.339485764111286
SRR20002416	0	0.201059696766739	0	0	0.234656256110967	0	0.219539825605623	0	0	0	0	0	0	0	0	0	0	0.640522532962359	0	0	0	0.786883257036068
SRR20002417	0	0.127566795092604	0	0	0.121243533431642	0	0.102264451607591	0	0	0	0	0	0	0	0	0	0	0.507872476455364	0	0	0	1.01571572240772
SRR20002419	0.0421502545199686	0.0958419657011641	0	0	0.234153342394199	0	0.670396544228422	0	0.0661365691702398	0	0.047908731282468	0	0	0	0.0352641331821733	0.145578640124713	0	0.532668819651159	0	0.0281526008524382	0	0.536879296491238
SRR20002420	0	0	0	0	0.218818696628211	0	0.325097709422836	0	0	0	0	0	0	0	0	0.0331658223381194	0	0.693982523704893	0	0	0	0.725926148000766
SRR20002421	0	0.0230989010198309	0	0	0.0818054143441414	0	0.189160039144276	0	0	0	0	0	0	0	0	0	0	0.272303612641294	0	1.01121015465496	0.0778119621612859	0.412663783718105
SRR20002422	0.00515057833390195	0.0456542671654746	0	0	0.103049040407311	0.0124293995654384	0.613301675543174	0	0.0788707278358932	0	0.0156924815855074	0	0	0	0	0.0564293530389281	0	0.220370529971338	0	0.816930550192316	0.101399042416829	0.240423134229557
SRR20002425	0.0465337618363628	0.146517718830243	0	0	0.281415210310459	0	0.271429904939705	0	0	0	0.0541778300718611	0	0	0.08885003192895	0.0585368899112991	0.156719335511589	0	0.725505997540025	0	0.0227327188811806	0	0.631118331035669
SRR20002427	0	0.0189643426428795	0	0	0.0450532468168135	0.171805319233228	0.0407706902372602	0	0	0	0.00591728397012001	0.00973184216713386	0	0	0	0.0243295330906356	1.32834618023769	0.102956708895033	0.0161240295984218	0	0.0498126353762384	0.101855532695067
SRR20002430	0	0.0133994674870277	0	0	0.112255743610024	0.0348076432974348	0.41424154641532	0	0.0153996822361752	0	0	0	0	0	0	0.00723937334133532	0	0.919581043033311	0.146600559407141	0.0131156769641868	0.0801015647172723	0.415968890360479
SRR20002433	0.00548091157712703	0.120430238087101	0	0	0.208891300082481	0	0.726397085784565	0	0.0904337864990973	0	0.0188358754998193	0	0	0	0	0.102141344565651	0	0.474349786067419	0	0.0274914337123236	0	0.549889436342844
SRR20002435	0	0	0	0	0.0119660144345692	1.46933777453103	0.0226242771685347	0	0	0	0	0.0372306344944222	0.0130613895914561	0	0	0	0	0.0611561940411294	0	0	0	0.065714068054174
SRR20002439	0	0	0	0	0.133558513464653	0	0.413165482994169	0	0	0	0	0	0	0	0	0	0	0.627221072393755	0	0	0	0.761998780338419
SRR20002441	0	0	0	0	0	0	0	0	0	0.09129636222395	0	0.216975139920834	0.131997049563825	0	0	0	0.21794217433071	0.291800422047179	0	0.979218346812194	0	0.337281120325777
SRR20002442	0	0.136298356064252	0	0	0.316576192396188	0	0.194095000179557	0	0	0	0.0306510601070341	0	0	0	0	0.114783330869293	0	0.705083206443128	0	0	0	0.698290063886802
SRR20002443	0	0.067613913658098	0	0	0.158393324598091	0.537590002025389	0.464270497526656	0	0.125095002213174	0	0.0172358018683308	0	0	0.0101500296232604	0	0.105035492670978	0.0110021501785441	0.377472233612435	0	0.454350143637882	0	0.40091627196931
SRR20002446	0	0	0.161997881048748	0	0.0891136996990477	0.208940162455228	0.365804502624381	0	0.0133556989059173	0	0	0	0	0.070415534540874	0	0.0263974857951369	0	0.242482505603364	0	0.388831594933262	0.802104609232032	0.270077764373203
SRR20002448	0	0.116066566232528	0	0	0.239982074673375	0	0.38922274860869	0	0	0	0.0434830527096686	0	0	0.0415325172122488	0	0.124443170812086	0	0.530388470006304	0.0548079722781663	0.132878450457344	0.457995341050956	0.574306513834499
SRR20002450	0	0	0.019654854915644	0	0	0	0.100002500118547	0	0	0	0	0	0	0	0	0	0	0.0306624671983443	0	1.45480011149047	0	0.0458584070125732
SRR20002455	0.00676936911233229	0.133645016829863	0	0	0.276062868768977	0	0.442562866008172	0	0.0355887631661724	0	0.0403365170371606	0	0	0	0.0407282880936713	0.144522251244515	0	0.6092908939303	0	0	0	0.655644726948127
SRR20002456	0	0.0865859891914629	0	0	0.235936964426475	0	0.165322034447887	0	0	0	0	0.139238129468246	0	0	0	0.0763761584184956	0	0.650371130201523	0	0	0	0.80450763914341
SRR20002459	0	0.0471142230405178	0	0	0.19661147993374	0	0.169035711747312	0	0	0	0	0	0	0	0.203051169882108	0.0740553167100151	0	0.470832551714755	0	0.730170041032379	0	0.505527066244491
SRR20002464	0	0	0	0.0337941506509314	0.297809552533844	0	0.256790800940805	0	0	0.0760373262230013	0	0	0.138767076107894	0	0	0.112125836789703	0	0.725291542433145	0	0	0	0.654708203130834
SRR20002465	0	0.0187143018219249	0	0	0.0554083757032397	1.31313111184273	0.0564236983178905	0	0	0	0	0	0	0	0	0.0325090403343605	0.160512953471772	0.126607043890556	0	0	0.0402104872329448	0.119352013242965
SRR20002466	0	0.0910420435981844	0	0	0.225652322262304	0	0.231024211544365	0	0	0	0	0	0	0	0	0.0708744973644026	0	0.490653722243254	0	0.741477619683208	0	0.471182414150072
SRR20002468	0	0	0	0	0	1.42839498011008	0	0	0	0	0	0	0	0	0	0	0.102467031400208	0.00535822153006787	0	0.0983927809364136	0	0
SRR20002473	0	0.0274460011453245	0	0	0.072395124383856	0.00837540291638082	0.0698144000193239	0	0.00637139169562612	0	0.00556049708821288	0	0	0	0	0.0358034972283426	0	0.169950324156968	0	1.29591436869266	0.0632518771744231	0.170531987404693
SRR20002474	0	0.113163197713201	0.0605224941548281	0	0.269987374095765	0	0.276256288850837	0	0	0	0	0	0	0.0190755042730377	0	0.121338617467156	0	0.63873302475095	0	0.120923147832723	0.083891260229121	0.731331747734207
SRR20002475	0	0.102704908575448	0.0793814984673852	0	0.24374602394569	0	0.41171305917742	0	0.0380487503053421	0	0	0	0	0	0	0.127868947214386	0	0.565449463548552	0	0.0673327065998123	0.38523016188767	0.595134385936667
SRR20002477	0	0.120863304448009	0	0.0254124654708919	0.289880961021338	0.0818464347561895	0.322854354275281	0.0310893771957702	0	0	0	0	0.101243639031285	0.0511742701533492	0.0119205937574535	0.13878451397046	0	0.675191720384518	0	0	0.0617329643060595	0.65202097832325
SRR20002478	0	0.0443463287142763	0	0	0.214144646389281	0	0.283463268105503	0	0	0	0	0	0.132719569252988	0	0	0.112327981833089	0	0.707436256758467	0	0	0	0.707302746911292
SRR20002479	0	0	0	0	0.036686007010853	0	0.0938388596297666	0	0	0	0	0	0	0	0	0	0	0.245719778695494	0	1.13423756564981	0	0.337236228888417
SRR20002481	0	0	0	0	0	0	0	0	0	0.322819552077515	0	0	0.689569697666984	0	0	0	0	0.779998620471998	0	0	0	0
SRR20002482	0	0	0	0.0345752948302095	0.269846556322319	0	0.303262254279165	0	0	0.112995388754107	0	0	0.136595715165452	0	0	0.100840975916791	0	0.65393167408156	0	0	0	0.712258976549908
SRR20002486	0	0.110469008694715	0	0	0.280695545312394	0	0.345937260007221	0	0	0	0	0	0	0.0218718366282913	0	0.143958275700381	0	0.704872634571635	0	0	0	0.638543782067522
SRR20002487	0.0158079979086695	0.121986496232397	0	0.0628221479891525	0.252158967361689	0	0.429096537478059	0.0312138939416912	0	0.103466422637827	0	0	0.159729956493794	0	0.0222233195630601	0.155373672039659	0	0.650877552678094	0	0.00782268412759552	0	0.598172911165824
