#Classification	SRR20002445_bracken_P.kreport
k__Bacteria	1444023
k__Bacteria|p__Firmicutes	1131885
k__Bacteria|p__Actinobacteria	14577
k__Bacteria|p__Deinococcus-Thermus	47
k__Bacteria|p__Proteobacteria	297359
k__Bacteria|p__Bacteroidetes	135
k__Bacteria|p__Nitrospirae	8
k__Bacteria|p__Chlamydiae	7
k__Bacteria|p__Fusobacteria	2
k__Eukaryota	570
k__Eukaryota|k__Fungi	228
k__Eukaryota|k__Fungi|p__Basidiomycota	227
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|k__Metazoa	128
k__Eukaryota|k__Metazoa|p__Chordata	128
k__Eukaryota|k__Viridiplantae	213
k__Eukaryota|k__Viridiplantae|p__Streptophyta	213
k__Viruses	16
k__Viruses|k__Heunggongvirae	16
k__Viruses|k__Heunggongvirae|p__Uroviricota	16
