Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
NS10_paired_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 3.339595986607127e-05)	(4.0, 6.982791608360357e-05)	(5.0, 9.107989054383075e-05)	(6.0, 0.00015179981757305124)	(7.0, 0.00027931166433441427)	(8.0, 0.000367355558526784)	(9.0, 0.0005312993615056794)	(10.0, 0.0015179981757305122)	(11.0, 0.004851522169634717)	(12.0, 0.007404795101213439)	(13.0, 0.011737161894748322)	(14.0, 0.023283056019354598)	(15.0, 0.04701240350237396)	(16.0, 0.08487127800509293)	(17.0, 0.10668187579398894)	(18.0, 0.14218481712797418)	(19.0, 0.21719214298717024)	(20.0, 0.31403739060242547)	(21.0, 0.3717486452473481)	(22.0, 0.4327023439956311)	(23.0, 0.5625913759001882)	(24.0, 0.7109301576325737)	(25.0, 0.7911108212746595)	(26.0, 0.8743548052353692)	(27.0, 1.040718297306379)	(28.0, 1.2217577957403514)	(29.0, 1.320291057327019)	(30.0, 1.4314753157102245)	(31.0, 1.6481604473067009)	(32.0, 1.8594961533319028)	(33.0, 1.9664573407902262)	(34.0, 2.088404206239361)	(35.0, 2.323508727700151)	(36.0, 2.5605684308112826)	(37.0, 2.6866199633275927)	(38.0, 2.820741174146087)	(39.0, 3.056425570910006)	(40.0, 3.2486830758626266)	(41.0, 3.390051209972058)	(42.0, 3.4530906382137947)	(43.0, 3.4825853427682385)	(44.0, 3.4872516691604343)	(45.0, 3.413792701440483)	(46.0, 3.3625754429913357)	(47.0, 3.2877017009716036)	(48.0, 3.113125838769892)	(49.0, 2.9037483503913823)	(50.0, 2.7903447786752587)	(51.0, 2.6846344217137377)	(52.0, 2.4718444734361853)	(53.0, 2.278897797311783)	(54.0, 2.19336163610572)	(55.0, 2.12048557968525)	(56.0, 1.9855810818080792)	(57.0, 1.8797249970216874)	(58.0, 1.8344886513849183)	(59.0, 1.7855149942395006)	(60.0, 1.6900268369933482)	(61.0, 1.5901698809974436)	(62.0, 1.5353762188462752)	(63.0, 1.4665137496024363)	(64.0, 1.3233725936237517)	(65.0, 1.161960811601975)	(66.0, 0.9920573477851617)	(67.0, 0.8996628708211484)	(68.0, 0.8050399725351626)	(69.0, 0.6344473375465677)	(70.0, 0.48100808194372746)	(71.0, 0.40228469655034305)	(72.0, 0.33892648869170294)	(73.0, 0.24042358706855)	(74.0, 0.1618732534671989)	(75.0, 0.1212212623211358)	(76.0, 0.09515116165113997)	(77.0, 0.06020380764947212)	(78.0, 0.0359644127794073)	(79.0, 0.024895170081980403)	(80.0, 0.018304022002958515)	(81.0, 0.010373999532942322)	(82.0, 0.005492117399792993)	(83.0, 0.0033851359318790423)	(84.0, 0.0021646653985917105)	(85.0, 0.0010504547376055146)	(86.0, 0.0004584354490706147)	(87.0, 0.0001700157956818174)	(88.0, 8.197190148944767e-05)	(89.0, 3.946795256899332e-05)	(90.0, 3.64319562175323e-05)	(91.0, 1.821597810876615e-05)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
NS10_paired_2	(0.0, 0.0)	(1.0, 5.975957170553996e-06)	(2.0, 8.963935755830995e-06)	(3.0, 2.9879785852769983e-05)	(4.0, 5.6771593120262976e-05)	(5.0, 6.573552887609397e-05)	(6.0, 0.0001613508436049579)	(7.0, 0.00035258147306268584)	(8.0, 0.0004930164665707047)	(9.0, 0.0007679104964161887)	(10.0, 0.0018166909798484152)	(11.0, 0.005330553796134165)	(12.0, 0.008249808873949792)	(13.0, 0.012985754931613835)	(14.0, 0.024582099821073868)	(15.0, 0.04804968362983941)	(16.0, 0.08494225522225451)	(17.0, 0.10721464759690927)	(18.0, 0.1448572018142289)	(19.0, 0.2200825506771626)	(20.0, 0.3148164117233698)	(21.0, 0.3739395439902458)	(22.0, 0.43917309246401326)	(23.0, 0.568743795835965)	(24.0, 0.7161676712549467)	(25.0, 0.8018419812305941)	(26.0, 0.8853709225820128)	(27.0, 1.046629138850827)	(28.0, 1.2210494007877866)	(29.0, 1.320229373968886)	(30.0, 1.4349557997291815)	(31.0, 1.6461192343292925)	(32.0, 1.8549610095686428)	(33.0, 1.9689553805755458)	(34.0, 2.096679513181796)	(35.0, 2.326559645640082)	(36.0, 2.556388982462418)	(37.0, 2.6882514654092775)	(38.0, 2.8249664255786264)	(39.0, 3.048703274065583)	(40.0, 3.2313165732833724)	(41.0, 3.3624709053055204)	(42.0, 3.425385782397113)	(43.0, 3.462831130027804)	(44.0, 3.463503425209492)	(45.0, 3.3876476128650648)	(46.0, 3.3434852893746703)	(47.0, 3.267668320751852)	(48.0, 3.0898387752490915)	(49.0, 2.8901581423522003)	(50.0, 2.78778999602061)	(51.0, 2.6818332874081023)	(52.0, 2.464463821286371)	(53.0, 2.2767321147520025)	(54.0, 2.1987040419760793)	(55.0, 2.1242764833954144)	(56.0, 1.9913801598580496)	(57.0, 1.8831705153922431)	(58.0, 1.8339913758571686)	(59.0, 1.7923957259715277)	(60.0, 1.6989676115670866)	(61.0, 1.5967936838435397)	(62.0, 1.5401296579523467)	(63.0, 1.4642409778434815)	(64.0, 1.3221267403705368)	(65.0, 1.1742038725278137)	(66.0, 1.0100562809670366)	(67.0, 0.8999851258426025)	(68.0, 0.8033031027587947)	(69.0, 0.6503096352568566)	(70.0, 0.5020790056198499)	(71.0, 0.41098450249051005)	(72.0, 0.34182176217710336)	(73.0, 0.25136967444359803)	(74.0, 0.17608755398754405)	(75.0, 0.12838447587359678)	(76.0, 0.09540018027072401)	(77.0, 0.06445667404159541)	(78.0, 0.041036897890194296)	(79.0, 0.027229448847629286)	(80.0, 0.019129038902943346)	(81.0, 0.012008685934228257)	(82.0, 0.006911194467745697)	(83.0, 0.004317629055725263)	(84.0, 0.002629421155043759)	(85.0, 0.0013087346203513254)	(86.0, 0.0005766798669584606)	(87.0, 0.00027489402984548386)	(88.0, 0.00014641095067857292)	(89.0, 6.573552887609397e-05)	(90.0, 2.689180726749299e-05)	(91.0, 1.4939892926384992e-05)	(92.0, 1.1951914341107993e-05)	(93.0, 8.963935755830995e-06)	(94.0, 2.987978585276998e-06)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
NS11_paired_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 4.917368297264355e-06)	(6.0, 3.442157808085048e-05)	(7.0, 0.00010080605009391927)	(8.0, 0.00014506236476929845)	(9.0, 0.0002925834136872291)	(10.0, 0.000678596825022481)	(11.0, 0.0015120907514087891)	(12.0, 0.0021267617885668334)	(13.0, 0.0035454225423276)	(14.0, 0.008069401375810806)	(15.0, 0.017063267991507314)	(16.0, 0.0336126709959505)	(17.0, 0.04449234835364788)	(18.0, 0.06376597339477552)	(19.0, 0.10895167067833768)	(20.0, 0.17293400827819283)	(21.0, 0.2116951638813791)	(22.0, 0.26042628370726884)	(23.0, 0.3686673946666518)	(24.0, 0.5006839813433079)	(25.0, 0.5740584923909381)	(26.0, 0.6540640745874291)	(27.0, 0.8174706817896723)	(28.0, 0.9896474153500864)	(29.0, 1.07906729915169)	(30.0, 1.187876366149407)	(31.0, 1.4003091352753758)	(32.0, 1.6222422599516593)	(33.0, 1.7417736485215614)	(34.0, 1.862930227313709)	(35.0, 2.110315650296633)	(36.0, 2.3761387457101493)	(37.0, 2.517702402935944)	(38.0, 2.658176863083895)	(39.0, 2.921074124360539)	(40.0, 3.181276667810282)	(41.0, 3.438880382114922)	(42.0, 3.57366052977464)	(43.0, 3.6755828224720384)	(44.0, 3.828508059148663)	(45.0, 3.9175271774340397)	(46.0, 3.9548155812321952)	(47.0, 3.9527945428620197)	(48.0, 3.896726709536611)	(49.0, 3.7515955016111513)	(50.0, 3.6549888840430955)	(51.0, 3.5207226013704416)	(52.0, 3.2317682054865933)	(53.0, 2.9095576478083465)	(54.0, 2.73544347113881)	(55.0, 2.567257181951626)	(56.0, 2.2543330743027625)	(57.0, 1.9713508222159422)	(58.0, 1.8304141294480485)	(59.0, 1.7020511474162596)	(60.0, 1.4763759054657581)	(61.0, 1.2839469905730607)	(62.0, 1.1880312632507708)	(63.0, 1.09445374455383)	(64.0, 0.9344425801608481)	(65.0, 0.78697070492589)	(66.0, 0.6461421942605362)	(67.0, 0.5734192345122937)	(68.0, 0.5098081582188819)	(69.0, 0.39808800918918447)	(70.0, 0.30079050137536334)	(71.0, 0.2509628084191836)	(72.0, 0.21013389944699767)	(73.0, 0.1486028699433288)	(74.0, 0.1014256384993746)	(75.0, 0.07713138042674005)	(76.0, 0.05960587981528988)	(77.0, 0.03714088274923767)	(78.0, 0.02207898365471695)	(79.0, 0.015037312253034398)	(80.0, 0.010729697624630823)	(81.0, 0.006102454056905065)	(82.0, 0.0032946367591671177)	(83.0, 0.0018636825846631904)	(84.0, 0.0012662223365455714)	(85.0, 0.000678596825022481)	(86.0, 0.00028766604538996474)	(87.0, 0.00013768631232340193)	(88.0, 7.62192086075975e-05)	(89.0, 3.442157808085048e-05)	(90.0, 1.4752104891793063e-05)	(91.0, 9.83473659452871e-06)	(92.0, 7.376052445896532e-06)	(93.0, 2.4586841486321775e-06)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
NS11_paired_2	(0.0, 0.0)	(1.0, 2.427323153366578e-06)	(2.0, 2.427323153366578e-06)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 1.456393892019947e-05)	(6.0, 4.6119139913964986e-05)	(7.0, 0.00010437489559476286)	(8.0, 0.000155348681815461)	(9.0, 0.0003471072109314207)	(10.0, 0.0007961619943042378)	(11.0, 0.0016505797442892731)	(12.0, 0.0022986750262381497)	(13.0, 0.004058484312428919)	(14.0, 0.008823319662487512)	(15.0, 0.018037438352667044)	(16.0, 0.034693729831068505)	(17.0, 0.04660703186779167)	(18.0, 0.06683634302794873)	(19.0, 0.11221029473383018)	(20.0, 0.17609015816097842)	(21.0, 0.2166240274990469)	(22.0, 0.26719487807628617)	(23.0, 0.373972823592882)	(24.0, 0.5027932906651996)	(25.0, 0.5786058747142979)	(26.0, 0.6639821119876607)	(27.0, 0.826981716382533)	(28.0, 0.9943068106367048)	(29.0, 1.0846711969902358)	(30.0, 1.1946896189165759)	(31.0, 1.4049225045528086)	(32.0, 1.624748171291146)	(33.0, 1.7473692550297653)	(34.0, 1.8760586466518014)	(35.0, 2.1225338942909504)	(36.0, 2.3788009635307805)	(37.0, 2.52136493429746)	(38.0, 2.670608898382204)	(39.0, 2.926349238497753)	(40.0, 3.173033235928092)	(41.0, 3.4214527694130874)	(42.0, 3.5624850992699924)	(43.0, 3.6735691160606607)	(44.0, 3.819929420239205)	(45.0, 3.893409346737918)	(46.0, 3.9299090049950913)	(47.0, 3.9399508408805692)	(48.0, 3.8748063420905163)	(49.0, 3.7206494759433584)	(50.0, 3.6304719934726366)	(51.0, 3.4988795233591747)	(52.0, 3.2123267431347897)	(53.0, 2.8971315497006795)	(54.0, 2.726226153795292)	(55.0, 2.5563208150290917)	(56.0, 2.2471235371069502)	(57.0, 1.9744089261799085)	(58.0, 1.8322090538862343)	(59.0, 1.6992208729595861)	(60.0, 1.4815385325656714)	(61.0, 1.2940326736144099)	(62.0, 1.1906675444514476)	(63.0, 1.0917152887813057)	(64.0, 0.9371409230517685)	(65.0, 0.797713053799239)	(66.0, 0.663030601311541)	(67.0, 0.5811569913484862)	(68.0, 0.5131919430542221)	(69.0, 0.4109361005723482)	(70.0, 0.31517820217203674)	(71.0, 0.25602190960133986)	(72.0, 0.21241504915110926)	(73.0, 0.15642155864924903)	(74.0, 0.11055728766638753)	(75.0, 0.08131289831462701)	(76.0, 0.06047432904297493)	(77.0, 0.040927095688913874)	(78.0, 0.026171398239598444)	(79.0, 0.01737477913179797)	(80.0, 0.011840482342122169)	(81.0, 0.007187303857118438)	(82.0, 0.004109458098649617)	(83.0, 0.0025049974942743087)	(84.0, 0.0015364955560810442)	(85.0, 0.0008884002741321676)	(86.0, 0.0004927466001334154)	(87.0, 0.00029613342471072256)	(88.0, 0.00016991262073566047)	(89.0, 6.796504829426418e-05)	(90.0, 2.670055468703236e-05)	(91.0, 1.9418585226932625e-05)	(92.0, 1.2136615766832892e-05)	(93.0, 2.427323153366578e-06)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
NS13_paired_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 2.0218861083686475e-06)	(3.0, 6.065658325105942e-06)	(4.0, 2.830640551716106e-05)	(5.0, 0.00010109430541843237)	(6.0, 0.0002183636997038139)	(7.0, 0.0005034496409837932)	(8.0, 0.0009219800654161032)	(9.0, 0.0016377277477786045)	(10.0, 0.003615132361763141)	(11.0, 0.00825131720825245)	(12.0, 0.012260717361147477)	(13.0, 0.021545218370776303)	(14.0, 0.04107057251929233)	(15.0, 0.07283844705398052)	(16.0, 0.11980079569305908)	(17.0, 0.15543249458083977)	(18.0, 0.2024676311198196)	(19.0, 0.29941504812998787)	(20.0, 0.4254493186951475)	(21.0, 0.5106981026822948)	(22.0, 0.6228460594551786)	(23.0, 0.8254956603247513)	(24.0, 1.0373023833791257)	(25.0, 1.1605889107230123)	(26.0, 1.3029418240688153)	(27.0, 1.549078151357181)	(28.0, 1.791065568351174)	(29.0, 1.9250620264110896)	(30.0, 2.0843138638506375)	(31.0, 2.3767736237678374)	(32.0, 2.6515439021229197)	(33.0, 2.788506467103812)	(34.0, 2.9303357119475475)	(35.0, 3.193259759593698)	(36.0, 3.4304896785746997)	(37.0, 3.543167369507976)	(38.0, 3.652547364198503)	(39.0, 3.8262779280600787)	(40.0, 3.956940295927295)	(41.0, 4.032289925527869)	(42.0, 4.10927930476233)	(43.0, 4.12578800483716)	(44.0, 3.969573040332382)	(45.0, 3.6953082335043916)	(46.0, 3.507808625244825)	(47.0, 3.3276969888252377)	(48.0, 3.0179359494787272)	(49.0, 2.6844500985366193)	(50.0, 2.49422700968908)	(51.0, 2.2944040055990067)	(52.0, 1.950305274474072)	(53.0, 1.6526492672583648)	(54.0, 1.4953930314077766)	(55.0, 1.3644819715492318)	(56.0, 1.1669234799005312)	(57.0, 1.0124736219683588)	(58.0, 0.9335371664115383)	(59.0, 0.8701207086225557)	(60.0, 0.7694146053369301)	(61.0, 0.6827323040989495)	(62.0, 0.6358265682709052)	(63.0, 0.5924874395380233)	(64.0, 0.520922780732315)	(65.0, 0.45083207689960747)	(66.0, 0.37931796524660844)	(67.0, 0.33880341140711745)	(68.0, 0.3053816340357837)	(69.0, 0.2470562854676734)	(70.0, 0.19122594435728993)	(71.0, 0.16135459899225155)	(72.0, 0.13853154860098624)	(73.0, 0.10270372676069381)	(74.0, 0.07152826485575764)	(75.0, 0.05511054965580422)	(76.0, 0.044172145809529835)	(77.0, 0.029363851951837865)	(78.0, 0.01832435380014505)	(79.0, 0.012968377499076504)	(80.0, 0.009464448873273638)	(81.0, 0.005503573986979458)	(82.0, 0.003040916706986446)	(83.0, 0.0019268574612753208)	(84.0, 0.001271766362163879)	(85.0, 0.0006025220602938569)	(86.0, 0.00028912971349671657)	(87.0, 0.00019814483862012742)	(88.0, 0.00012535693871885614)	(89.0, 5.0547152709216185e-05)	(90.0, 1.8196974975317826e-05)	(91.0, 4.043772216737295e-06)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
NS13_paired_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 2.0132467610382797e-06)	(3.0, 6.039740283114839e-06)	(4.0, 6.039740283114839e-06)	(5.0, 2.818545465453592e-05)	(6.0, 9.260935100776087e-05)	(7.0, 0.00032211948176612477)	(8.0, 0.0005435766254803355)	(9.0, 0.0009321332503607234)	(10.0, 0.00230516754138883)	(11.0, 0.006017594568743418)	(12.0, 0.008892510943506082)	(13.0, 0.016506610193752855)	(14.0, 0.03430169831457021)	(15.0, 0.06513054596634939)	(16.0, 0.11349879940029406)	(17.0, 0.14667911926896593)	(18.0, 0.18803523423421428)	(19.0, 0.28274238836697707)	(20.0, 0.4130699174427901)	(21.0, 0.4983993681626365)	(22.0, 0.6051135259782315)	(23.0, 0.8116021800241227)	(24.0, 1.0315695211351652)	(25.0, 1.1573551655180758)	(26.0, 1.2973543320339167)	(27.0, 1.5460627839055416)	(28.0, 1.7920855645979414)	(29.0, 1.9312512469547127)	(30.0, 2.0927639683590087)	(31.0, 2.382085647141059)	(32.0, 2.6534028601391433)	(33.0, 2.7968124666681833)	(34.0, 2.95216062649018)	(35.0, 3.2108044511275287)	(36.0, 3.4279391540457906)	(37.0, 3.5424647092942143)	(38.0, 3.6630300048257527)	(39.0, 3.830530122097376)	(40.0, 3.946575678650384)	(41.0, 4.000508546131838)	(42.0, 4.019594125426481)	(43.0, 4.0911026371318)	(44.0, 4.065562588721268)	(45.0, 3.79105840610046)	(46.0, 3.5400629059082958)	(47.0, 3.3185111395963163)	(48.0, 3.0023911331780853)	(49.0, 2.6623094638099767)	(50.0, 2.454057205601416)	(51.0, 2.2573811162688258)	(52.0, 1.9400712810148213)	(53.0, 1.6555391162772812)	(54.0, 1.5002734995724871)	(55.0, 1.3768473803935133)	(56.0, 1.183980353932807)	(57.0, 1.0266330400770993)	(58.0, 0.9411586355904581)	(59.0, 0.8730041929890292)	(60.0, 0.7746913139072469)	(61.0, 0.6893517969535953)	(62.0, 0.6392380585778303)	(63.0, 0.5933239529455914)	(64.0, 0.5246400264460095)	(65.0, 0.4574338230690296)	(66.0, 0.3855146090244591)	(67.0, 0.3424190488576737)	(68.0, 0.3075234427485972)	(69.0, 0.25272085266637423)	(70.0, 0.1997120654482363)	(71.0, 0.16631431492937226)	(72.0, 0.1407017896354433)	(73.0, 0.10599945521542646)	(74.0, 0.07586719094296653)	(75.0, 0.05780836749645316)	(76.0, 0.04525577394137949)	(77.0, 0.03192204064302297)	(78.0, 0.020778719820676084)	(79.0, 0.014118899535161454)	(80.0, 0.01027561146833938)	(81.0, 0.006494734051109491)	(82.0, 0.003752691962575353)	(83.0, 0.0022185979306641843)	(84.0, 0.001461617148513791)	(85.0, 0.0008737490942906133)	(86.0, 0.0004791527291271105)	(87.0, 0.0002617220789349764)	(88.0, 0.00016709948116617722)	(89.0, 8.85828574856843e-05)	(90.0, 4.0264935220765596e-05)	(91.0, 2.2145714371421076e-05)	(92.0, 6.039740283114839e-06)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
NS21_paired_1	(0.0, 0.0)	(1.0, 1.7973239069206209e-06)	(2.0, 3.5946478138412418e-06)	(3.0, 5.391971720761862e-06)	(4.0, 2.156788688304745e-05)	(5.0, 4.6730421579936144e-05)	(6.0, 0.00013659661692596719)	(7.0, 0.0003360995705941561)	(8.0, 0.0005068453417516151)	(9.0, 0.0008087957581142793)	(10.0, 0.001682295176877701)	(11.0, 0.0032819134540370536)	(12.0, 0.004520269625905361)	(13.0, 0.006653693103420138)	(14.0, 0.011324937937506833)	(15.0, 0.018762264264344363)	(16.0, 0.030232785438311767)	(17.0, 0.040037187350563753)	(18.0, 0.056103465754527175)	(19.0, 0.08889384311238699)	(20.0, 0.13085955901507657)	(21.0, 0.16038599615796853)	(22.0, 0.20504230594931824)	(23.0, 0.2911592836255129)	(24.0, 0.391372672703686)	(25.0, 0.4559397367359023)	(26.0, 0.5461258557373653)	(27.0, 0.7090694438148818)	(28.0, 0.884224050516017)	(29.0, 0.9898186273715104)	(30.0, 1.1209118384944867)	(31.0, 1.3674885026088335)	(32.0, 1.6283808516418035)	(33.0, 1.7745176638657052)	(34.0, 1.9563475315571435)	(35.0, 2.2778546293510114)	(36.0, 2.5833152193038913)	(37.0, 2.7459981954149044)	(38.0, 2.918221366823852)	(39.0, 3.219717060238066)	(40.0, 3.479311741410238)	(41.0, 3.679510259430406)	(42.0, 3.7688911773215685)	(43.0, 3.8122282513652386)	(44.0, 3.9776970795319784)	(45.0, 4.378536257253415)	(46.0, 4.745902074532363)	(47.0, 4.3715770190858185)	(48.0, 3.7222919603868374)	(49.0, 3.357661670094223)	(50.0, 3.1498442960326196)	(51.0, 2.9717906058696215)	(52.0, 2.714602541408815)	(53.0, 2.5118626073842623)	(54.0, 2.3854945608125804)	(55.0, 2.209435900186264)	(56.0, 1.959302332060121)	(57.0, 1.768954946373786)	(58.0, 1.6699080205112042)	(59.0, 1.5868446961528677)	(60.0, 1.447999627019343)	(61.0, 1.3089245004257322)	(62.0, 1.2294216747270053)	(63.0, 1.1543869962608833)	(64.0, 1.0175800924378064)	(65.0, 0.879132231887711)	(66.0, 0.7389265885566472)	(67.0, 0.658776726251429)	(68.0, 0.5912261045337244)	(69.0, 0.4757678140770506)	(70.0, 0.3681135040242262)	(71.0, 0.30994850774846106)	(72.0, 0.264098774882916)	(73.0, 0.19537090600617843)	(74.0, 0.13790147408239153)	(75.0, 0.10749974019682924)	(76.0, 0.0877705156705616)	(77.0, 0.06028404116202455)	(78.0, 0.03870357301162865)	(79.0, 0.028462421389994955)	(80.0, 0.022051367014009098)	(81.0, 0.013735149296687385)	(82.0, 0.008021456596586731)	(83.0, 0.005431512846714117)	(84.0, 0.003990059073363778)	(85.0, 0.0021981271381639193)	(86.0, 0.0010981649071284995)	(87.0, 0.0006632125216537091)	(88.0, 0.0004061952029640603)	(89.0, 0.0001959083058543477)	(90.0, 9.885281488063414e-05)	(91.0, 3.594647813841242e-05)	(92.0, 8.986619534603105e-06)	(93.0, 5.391971720761862e-06)	(94.0, 1.7973239069206209e-06)	(95.0, 0.0)	(96.0, 1.7973239069206209e-06)	(97.0, 1.7973239069206209e-06)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
NS21_paired_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 1.7794170558548337e-06)	(3.0, 7.117668223419335e-06)	(4.0, 1.0676502335129003e-05)	(5.0, 2.3132421726112838e-05)	(6.0, 6.939726517833852e-05)	(7.0, 0.00021353004670258003)	(8.0, 0.00033630982355656357)	(9.0, 0.0005213691973654662)	(10.0, 0.0011601799204173516)	(11.0, 0.002420007195962574)	(12.0, 0.0032687891316053293)	(13.0, 0.004795528965528777)	(14.0, 0.008726261241912106)	(15.0, 0.015466693049490216)	(16.0, 0.025940341840251766)	(17.0, 0.033766218051901324)	(18.0, 0.047948171987064345)	(19.0, 0.08007198809641167)	(20.0, 0.12158578800950494)	(21.0, 0.14819874949686984)	(22.0, 0.18995455012955934)	(23.0, 0.27480427302094124)	(24.0, 0.37545166053420237)	(25.0, 0.4392277472330955)	(26.0, 0.5252803560542353)	(27.0, 0.6878870454523617)	(28.0, 0.8654159262808867)	(29.0, 0.9718001543822238)	(30.0, 1.1038151057560939)	(31.0, 1.3507394723459016)	(32.0, 1.6100628169809057)	(33.0, 1.7597473797194143)	(34.0, 1.9459793893681254)	(35.0, 2.2693314979239543)	(36.0, 2.5692130955130574)	(37.0, 2.7360725916746773)	(38.0, 2.914395092510113)	(39.0, 3.2146752795197284)	(40.0, 3.474623199541337)	(41.0, 3.6818434333638566)	(42.0, 3.8214920839073434)	(43.0, 4.356286982959235)	(44.0, 5.043204246116155)	(45.0, 4.939524731939718)	(46.0, 4.227523026546411)	(47.0, 3.709602339435192)	(48.0, 3.481970412564962)	(49.0, 3.2188569096009876)	(50.0, 3.0604656592081807)	(51.0, 2.9104074188879427)	(52.0, 2.6501107331233857)	(53.0, 2.3970616130273257)	(54.0, 2.279602293170348)	(55.0, 2.192195547969703)	(56.0, 1.987206703135226)	(57.0, 1.7937057748133483)	(58.0, 1.6922078259473883)	(59.0, 1.5937864891710019)	(60.0, 1.4492284269704108)	(61.0, 1.3128414478903054)	(62.0, 1.2282621963914133)	(63.0, 1.1458271424448265)	(64.0, 1.011109256563113)	(65.0, 0.8801850878444819)	(66.0, 0.7437109173286395)	(67.0, 0.6587295175751243)	(68.0, 0.5900920634796358)	(69.0, 0.47984650036709375)	(70.0, 0.3743270689549021)	(71.0, 0.31286600384567614)	(72.0, 0.266521086625937)	(73.0, 0.20062037596235321)	(74.0, 0.14281957173702065)	(75.0, 0.11047866674685905)	(76.0, 0.08834627740613664)	(77.0, 0.06192193412669236)	(78.0, 0.04125934327410603)	(79.0, 0.02985150052902069)	(80.0, 0.022413537235547485)	(81.0, 0.014447087076485395)	(82.0, 0.008929114786279556)	(83.0, 0.0059432529665551445)	(84.0, 0.004153159408365182)	(85.0, 0.0024449190347445417)	(86.0, 0.0012705037778803511)	(87.0, 0.0007064285711743689)	(88.0, 0.0004323983445727246)	(89.0, 0.00019929471025574138)	(90.0, 8.007376751346751e-05)	(91.0, 3.380892406124184e-05)	(92.0, 1.957358761440317e-05)	(93.0, 1.6014753502693504e-05)	(94.0, 3.5588341117096674e-06)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
