name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apis	1970738	S	643	756	1399	0.09523
Gilliamella apicola	1196095	S	446	1568	2014	0.13709
Gilliamella sp. wkB7	3120264	S	44	179	223	0.01518
Frischella perrara	1267021	S	477	698	1175	0.07998
Pantoea agglomerans	549	S	3	7	10	0.00068
Mixta calida	665913	S	6	49	55	0.00374
Snodgrassella alvi	1196083	S	2017	1797	3814	0.25961
Herbaspirillum huttiense	863372	S	3	69	72	0.00490
Bartonella apihabitans	2750929	S	511	546	1057	0.07195
Bartonella choladocola	2750995	S	1	1	2	0.00014
Commensalibacter melissae	2070537	S	105	67	172	0.01171
Lactobacillus apis	303541	S	1321	747	2068	0.14077
Lactobacillus sp. IBH004	2879107	S	659	774	1433	0.09754
Lactobacillus sp. wkB8	1545702	S	3	55	58	0.00395
Lactobacillus kullabergensis	1218493	S	111	174	285	0.01940
Lactobacillus helsingborgensis	1218494	S	26	237	263	0.01790
Apilactobacillus kunkeei	148814	S	42	55	97	0.00660
Bombilactobacillus mellifer	1218492	S	1	3	4	0.00027
Novisyntrophococcus fermenticellae	2068655	S	8	6	14	0.00095
Dehalobacterium formicoaceticum	51515	S	1	1	2	0.00014
Bifidobacterium coryneforme	1687	S	167	87	254	0.01729
Bifidobacterium asteroides	1684	S	136	23	159	0.01082
Rhodococcoides fascians	1828	S	4	6	10	0.00068
Cutibacterium acnes	1747	S	2	3	5	0.00034
Apis mellifera filamentous virus	1100043	S	32	0	32	0.00218
