#Classification	SRR20002485_bracken_P.kreport
k__Bacteria	318878
k__Bacteria|p__Proteobacteria	317966
k__Bacteria|p__Firmicutes	481
k__Bacteria|p__Actinobacteria	380
k__Bacteria|p__Deinococcus-Thermus	40
k__Bacteria|p__Bacteroidetes	11
k__Eukaryota	1933
k__Eukaryota|k__Metazoa	1794
k__Eukaryota|k__Metazoa|p__Chordata	1794
k__Eukaryota|k__Fungi	19
k__Eukaryota|k__Fungi|p__Basidiomycota	17
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Eukaryota|p__Apicomplexa	106
k__Eukaryota|k__Viridiplantae	13
k__Eukaryota|k__Viridiplantae|p__Streptophyta	13
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
