#Classification	GQ6_bracken_P.kreport
k__Bacteria	7339916
k__Bacteria|p__Firmicutes	3060625
k__Bacteria|p__Actinobacteria	672515
k__Bacteria|p__Tenericutes	116
k__Bacteria|p__Bacteroidetes	2012809
k__Bacteria|p__Proteobacteria	1425846
k__Bacteria|p__Fusobacteria	138889
k__Bacteria|p__Candidatus_Saccharibacteria	28151
k__Bacteria|p__Spirochaetes	962
k__Eukaryota	6170
k__Eukaryota|k__Metazoa	5677
k__Eukaryota|k__Metazoa|p__Chordata	5677
k__Eukaryota|k__Fungi	360
k__Eukaryota|k__Fungi|p__Basidiomycota	360
k__Eukaryota|k__Viridiplantae	123
k__Eukaryota|k__Viridiplantae|p__Streptophyta	123
k__Eukaryota|p__Apicomplexa	9
k__Viruses	73
k__Viruses|k__Heunggongvirae	73
k__Viruses|k__Heunggongvirae|p__Uroviricota	48
k__Viruses|k__Heunggongvirae|p__Peploviricota	25
