#Classification	SRR20002416_bracken_P.kreport
k__Bacteria	286318
k__Bacteria|p__Proteobacteria	258694
k__Bacteria|p__Actinobacteria	14799
k__Bacteria|p__Firmicutes	12481
k__Bacteria|p__Deinococcus-Thermus	138
k__Bacteria|p__Cyanobacteria	4
k__Bacteria|p__Bacteroidetes	179
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Fusobacteria	10
k__Bacteria|p__Chlamydiae	3
k__Bacteria|p__Planctomycetes	3
k__Bacteria|p__Verrucomicrobia	3
k__Bacteria|p__Synergistetes	1
k__Eukaryota	3899
k__Eukaryota|k__Metazoa	3365
k__Eukaryota|k__Metazoa|p__Chordata	3365
k__Eukaryota|k__Fungi	349
k__Eukaryota|k__Fungi|p__Basidiomycota	278
k__Eukaryota|k__Fungi|p__Ascomycota	71
k__Eukaryota|k__Viridiplantae	160
k__Eukaryota|k__Viridiplantae|p__Streptophyta	160
k__Eukaryota|p__Apicomplexa	23
k__Viruses	20
k__Viruses|k__Heunggongvirae	20
k__Viruses|k__Heunggongvirae|p__Uroviricota	20
