#Classification	S-18-POLPIL-G_bracken_P.kreport
k__Bacteria	454
k__Bacteria|p__Proteobacteria	447
k__Bacteria|p__Actinobacteria	5
k__Bacteria|p__Acidobacteria	2
k__Eukaryota	176
k__Eukaryota|k__Metazoa	175
k__Eukaryota|k__Metazoa|p__Chordata	175
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
