#Classification	S-17-POLJUN-B_bracken_C.kreport
k__Bacteria	2650
k__Bacteria|p__Proteobacteria	1888
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1643
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	87
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	157
k__Bacteria|p__Acidobacteria	529
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	529
k__Bacteria|p__Actinobacteria	232
k__Bacteria|p__Actinobacteria|c__Actinomycetia	232
k__Eukaryota	1
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1
