name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas_E lundensis	138428	S	10	48	58	0.01684
Pseudomonas_E sihuiensis	138562	S	3	128	131	0.03803
Pseudomonas_E ceruminis	138242	S	3	53	56	0.01626
Stutzerimonas stutzeri_AO	139038	S	23	329	352	0.10218
Stutzerimonas stutzeri_AC	139030	S	5	49	54	0.01567
Stutzerimonas stutzeri	139027	S	4	74	78	0.02264
Stutzerimonas stutzeri_U	139055	S	1	49	50	0.01451
Pseudomonas aeruginosa	138123	S	6	123	129	0.03745
Pseudomonas nitroreducens_A	138133	S	1	12	13	0.00377
Acinetobacter johnsonii	137103	S	2	26	28	0.00813
Aquabacterium parvum	126468	S	18	249	267	0.07750
Paraburkholderia phytofirmans	128028	S	7	26	33	0.00958
Paraburkholderia agricolaris	127963	S	2	5	7	0.00203
Hylemonella sp019745555	127248	S	2	17	19	0.00552
CU05-9 sp943913335	140813	S	1	3	4	0.00116
PRO5 sp003577275	124013	S	2	13	15	0.00435
Bradyrhizobium sp029892425	120642	S	3	3	6	0.00174
Cutibacterium acnes	48418	S	114	1438	1552	0.45051
Cutibacterium namnetense	48422	S	5	6	11	0.00319
Cutibacterium modestum	48421	S	3	7	10	0.00290
Arachnia sp936941515	48389	S	4	25	29	0.00842
Corynebacterium maris	46094	S	74	84	158	0.04586
Corynebacterium sp030252165	46186	S	5	2	7	0.00203
Corynebacterium sp945631445	46221	S	3	5	8	0.00232
Corynebacterium kroppenstedtii_B	46077	S	2	4	6	0.00174
Lawsonella clevelandensis_A	46365	S	7	16	23	0.00668
Mycobacterium immunogenum	46484	S	3	2	5	0.00145
Mycobacterium sp018326285	46715	S	1	1	2	0.00058
Mycobacterium sp005222675	46688	S	1	1	2	0.00058
Kocuria atrinae	45123	S	2	5	7	0.00203
Kocuria sp030453435	45143	S	2	5	7	0.00203
Yaniella halotolerans	45318	S	3	0	3	0.00087
Bifidobacterium bifidum	42758	S	3	16	19	0.00552
UBA3913 sp002391425	44759	S	6	2	8	0.00232
Actinomyces massiliensis	42441	S	1	1	2	0.00058
Rubrobacter_B sp020253895	52159	S	2	96	98	0.02845
Streptococcus sp000187445	56205	S	4	45	49	0.01422
Atopostipes sp947296835	55052	S	1	1	2	0.00058
Staphylococcus epidermidis	57090	S	4	90	94	0.02729
Staphylococcus capitis	57076	S	1	4	5	0.00145
Ruminococcus_C callidus	69096	S	1	1	2	0.00058
Clostridium_A leptum	64444	S	1	12	13	0.00377
Sphingobacterium sp000814685	90242	S	1	1	2	0.00058
