#Classification	S-12-POLPIL-B_bracken_C.kreport
k__Bacteria	15438
k__Bacteria|p__Proteobacteria	13094
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	7417
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	3426
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2249
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1
k__Bacteria|p__Actinobacteria	1105
k__Bacteria|p__Actinobacteria|c__Actinomycetia	1105
k__Bacteria|p__Acidobacteria	710
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	710
k__Bacteria|p__Bacteroidetes	494
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	82
k__Bacteria|p__Bacteroidetes|c__Cytophagia	4
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	408
k__Bacteria|p__Planctomycetes	31
k__Bacteria|p__Planctomycetes|c__Planctomycetia	31
k__Bacteria|p__Chlamydiae	1
k__Bacteria|p__Chlamydiae|c__Chlamydiia	1
k__Eukaryota	1573
k__Eukaryota|k__Viridiplantae	1573
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1573
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	1549
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	24
