#Classification	GQ44_bracken_F.kreport
k__Bacteria	14571959
k__Bacteria|p__Firmicutes	5881913
k__Bacteria|p__Firmicutes|c__Clostridia	5568512
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	5568512
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	3925361
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	1279381
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	135710
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	217698
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	6640
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	3340
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	379
k__Bacteria|p__Firmicutes|c__Negativicutes	245909
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	245361
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	245361
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	490
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	490
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	58
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	58
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	41019
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	41019
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	40371
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	648
k__Bacteria|p__Firmicutes|c__Bacilli	26344
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	26125
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	16581
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2695
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	6832
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	6
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	219
