#Classification	SRR5091566_bracken_P.kreport
k__Bacteria	6605502
k__Bacteria|p__Bacteroidetes	5008738
k__Bacteria|p__Gemmatimonadetes	6
k__Bacteria|p__Firmicutes	1516674
k__Bacteria|p__Actinobacteria	18651
k__Bacteria|p__Cyanobacteria	7
k__Bacteria|p__Proteobacteria	60191
k__Bacteria|p__Synergistetes	496
k__Bacteria|p__Fusobacteria	382
k__Bacteria|p__Verrucomicrobia	248
k__Bacteria|p__Planctomycetes	2
k__Bacteria|p__Chlamydiae	1
k__Bacteria|p__Candidatus_Saccharibacteria	45
k__Bacteria|p__Spirochaetes	18
k__Bacteria|p__Thermotogae	31
k__Bacteria|p__Acidobacteria	7
k__Eukaryota	18114
k__Eukaryota|k__Fungi	11788
k__Eukaryota|k__Fungi|p__Ascomycota	11319
k__Eukaryota|k__Fungi|p__Basidiomycota	469
k__Eukaryota|k__Viridiplantae	6325
k__Eukaryota|k__Viridiplantae|p__Streptophyta	6325
k__Archaea	6
k__Archaea|p__Euryarchaeota	6
k__Viruses	2320
k__Viruses|k__Heunggongvirae	2294
k__Viruses|k__Heunggongvirae|p__Uroviricota	2294
k__Viruses|k__Sangervirae	26
k__Viruses|k__Sangervirae|p__Phixviricota	26
