#Classification	SRR20002383_bracken_P.kreport
k__Bacteria	3169
k__Bacteria|p__Proteobacteria	2403
k__Bacteria|p__Actinobacteria	191
k__Bacteria|p__Deinococcus-Thermus	127
k__Bacteria|p__Firmicutes	439
k__Bacteria|p__Bacteroidetes	6
k__Bacteria|p__Verrucomicrobia	1
k__Eukaryota	763
k__Eukaryota|k__Metazoa	751
k__Eukaryota|k__Metazoa|p__Chordata	751
k__Eukaryota|k__Fungi	9
k__Eukaryota|k__Fungi|p__Basidiomycota	9
k__Eukaryota|k__Viridiplantae	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3
k__Viruses	2
k__Viruses|k__Heunggongvirae	2
k__Viruses|k__Heunggongvirae|p__Uroviricota	2
