#Classification	S-10-POLJUN-B_bracken_C.kreport
k__Bacteria	1367
k__Bacteria|p__Proteobacteria	797
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	661
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	80
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	54
k__Bacteria|p__Acidobacteria	425
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	425
k__Bacteria|p__Actinobacteria	143
k__Bacteria|p__Actinobacteria|c__Actinomycetia	143
k__Bacteria|p__Bacteroidetes	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	1
