#Classification	SRR5091560_bracken_P.kreport
k__Bacteria	7604282
k__Bacteria|p__Bacteroidetes	6639427
k__Bacteria|p__Firmicutes	420588
k__Bacteria|p__Actinobacteria	181118
k__Bacteria|p__Verrucomicrobia	177752
k__Bacteria|p__Proteobacteria	182851
k__Bacteria|p__Fusobacteria	2542
k__Bacteria|p__Spirochaetes	2
k__Eukaryota	7
k__Eukaryota|k__Viridiplantae	4
k__Eukaryota|k__Viridiplantae|p__Streptophyta	4
k__Eukaryota|k__Fungi	3
k__Eukaryota|k__Fungi|p__Basidiomycota	3
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	20
k__Viruses|k__Heunggongvirae	20
k__Viruses|k__Heunggongvirae|p__Uroviricota	20
