#Classification	S-15-POLJUN-B_bracken_C.kreport
k__Bacteria	1481
k__Bacteria|p__Proteobacteria	1369
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	800
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	421
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	147
k__Bacteria|p__Actinobacteria	85
k__Bacteria|p__Actinobacteria|c__Actinomycetia	85
k__Bacteria|p__Acidobacteria	20
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	20
k__Bacteria|p__Bacteroidetes	6
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	6
k__Eukaryota	84
k__Eukaryota|k__Metazoa	66
k__Eukaryota|k__Metazoa|p__Chordata	66
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	66
k__Eukaryota|k__Fungi	18
k__Eukaryota|k__Fungi|p__Basidiomycota	18
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	18
