#Classification	SRR5091524_bracken_P.kreport
k__Bacteria	7093920
k__Bacteria|p__Bacteroidetes	5400878
k__Bacteria|p__Firmicutes	1595514
k__Bacteria|p__Actinobacteria	23758
k__Bacteria|p__Proteobacteria	64885
k__Bacteria|p__Fusobacteria	8720
k__Bacteria|p__Verrucomicrobia	137
k__Bacteria|p__Spirochaetes	23
k__Bacteria|p__Candidatus_Saccharibacteria	3
k__Eukaryota	656
k__Eukaryota|k__Fungi	491
k__Eukaryota|k__Fungi|p__Ascomycota	491
k__Eukaryota|k__Viridiplantae	165
k__Eukaryota|k__Viridiplantae|p__Streptophyta	165
k__Archaea	3
k__Archaea|p__Euryarchaeota	3
k__Viruses	40
k__Viruses|k__Heunggongvirae	40
k__Viruses|k__Heunggongvirae|p__Uroviricota	40
