name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	133069	S	2622	1226	3848	0.06343
Gilliamella sp946481345	133105	S	1065	2790	3855	0.06354
Gilliamella apis_A	133086	S	848	1307	2155	0.03552
Gilliamella apicola_N	133081	S	700	523	1223	0.02016
Gilliamella sp946482005	133106	S	557	1403	1960	0.03231
Gilliamella apis	133085	S	305	270	575	0.00948
Gilliamella sp002142215	133091	S	212	199	411	0.00677
Gilliamella apicola_R	133084	S	144	221	365	0.00602
Gilliamella apicola_Q	133083	S	104	88	192	0.00316
Gilliamella sp946480175	133104	S	72	36	108	0.00178
Gilliamella sp945271295	133099	S	8	0	8	0.00013
Gilliamella bombi	133087	S	5	459	464	0.00765
Gilliamella bombicola	133088	S	4	2	6	0.00010
Gilliamella sp009795885	133094	S	4	3	7	0.00012
Gilliamella apicola_J	133077	S	2	0	2	0.00003
Gilliamella apicola_G	133074	S	2	0	2	0.00003
Gilliamella apicola_M	133080	S	1	2	3	0.00005
Gilliamella sp009795805	133092	S	1	0	1	0.00002
Gilliamella sp945273075	133100	S	1	11	12	0.00020
Gilliamella sp019469205	133096	S	1	0	1	0.00002
Frischella perrara	133059	S	2992	372	3364	0.05545
Klebsiella pneumoniae	133145	S	227	882	1109	0.01828
Klebsiella ornithinolytica	133141	S	128	100	228	0.00376
Klebsiella variicola	133156	S	58	84	142	0.00234
Klebsiella michiganensis	133140	S	14	22	36	0.00059
Klebsiella planticola	133144	S	11	11	22	0.00036
Klebsiella quasivariicola	133147	S	8	18	26	0.00043
Klebsiella quasipneumoniae	133146	S	3	3	6	0.00010
Klebsiella africana	133135	S	3	4	7	0.00012
Klebsiella aerogenes	133133	S	2	1	3	0.00005
Klebsiella aerogenes_A	133134	S	2	1	3	0.00005
Klebsiella huaxiensis	133138	S	2	10	12	0.00020
Klebsiella terrigena	133155	S	1	0	1	0.00002
Klebsiella electrica	133136	S	1	1	2	0.00003
Enterobacter hoffmannii	132970	S	155	362	517	0.00852
Enterobacter hormaechei	132971	S	3	6	9	0.00015
Enterobacter ludwigii	132976	S	2	2	4	0.00007
Enterobacter hormaechei_C	132973	S	2	12	14	0.00023
Enterobacter sp013927005	132990	S	2	6	8	0.00013
Enterobacter asburiae	132950	S	1	7	8	0.00013
Enterobacter bugandensis	132956	S	1	2	3	0.00005
Enterobacter sp019968765	132992	S	1	2	3	0.00005
Rahnella variigena	133415	S	218	107	325	0.00536
Rahnella sikkimica	133412	S	2	0	2	0.00003
Rahnella bonaserana	133404	S	1	0	1	0.00002
Escherichia coli	133040	S	11	85	96	0.00158
Escherichia coli_F	133042	S	10	73	83	0.00137
Escherichia sp004211955	133047	S	5	21	26	0.00043
Escherichia fergusonii	133043	S	4	54	58	0.00096
Escherichia albertii	133039	S	2	2	4	0.00007
Escherichia marmotae	133044	S	2	4	6	0.00010
Escherichia coli_E	133041	S	1	2	3	0.00005
Escherichia sp002965065	133046	S	1	2	3	0.00005
Escherichia whittamii	133049	S	1	2	3	0.00005
Pantoea agglomerans	133241	S	55	43	98	0.00162
Citrobacter braakii	132886	S	29	24	53	0.00087
Citrobacter gillenii	132889	S	4	10	14	0.00023
Citrobacter portucalensis	132892	S	3	4	7	0.00012
Superficieibacter sp001187865	133513	S	25	2	27	0.00045
Superficieibacter sp029319185	133515	S	2	0	2	0.00003
Hafnia alvei	133108	S	11	4	15	0.00025
Hafnia paralvei	133110	S	7	1	8	0.00013
Hafnia protea	133111	S	3	1	4	0.00007
Hafnia alvei_B	133109	S	1	0	1	0.00002
Citrobacter_B koseri	132914	S	14	9	23	0.00038
Citrobacter_A sp019415335	132912	S	5	7	12	0.00020
Citrobacter_A farmeri	132908	S	3	2	5	0.00008
Lelliottia nimipressuralis	133196	S	4	2	6	0.00010
Lelliottia sp022649305	133200	S	1	0	1	0.00002
CALYPF01 sp945271245	132863	S	4	0	4	0.00007
Winslowiella iniecta	133539	S	3	0	3	0.00005
Providencia alcalifaciens	133370	S	1	2	3	0.00005
Kluyvera intermedia	133164	S	2	3	5	0.00008
Kluyvera cryocrescens	133160	S	1	0	1	0.00002
Morganella morganii_E	133235	S	1	3	4	0.00007
Pluralibacter gergoviae	133347	S	2	5	7	0.00012
Pseudocitrobacter sp913778145	133399	S	2	0	2	0.00003
Kosakonia sp030704225	133184	S	2	0	2	0.00003
Salmonella diarizonae	133436	S	2	0	2	0.00003
Yersinia pestis	133591	S	2	3	5	0.00008
Citrobacter_C amalonaticus_A	132915	S	1	0	1	0.00002
Snodgrassella alvi	130431	S	1610	380	1990	0.03280
Snodgrassella sp946481965	130443	S	75	53	128	0.00211
Snodgrassella alvi_G	130436	S	60	38	98	0.00162
Snodgrassella alvi_B	130432	S	1	0	1	0.00002
Limnobacter parvus	127534	S	186	16	202	0.00333
Comamonas denitrificans_A	126838	S	6	16	22	0.00036
Turicimonas muris	129328	S	2	0	2	0.00003
Caballeronia mineralivorans	126753	S	1	0	1	0.00002
Vogesella mureinivorans	129842	S	133	76	209	0.00344
Pseudomonas_E sp019956555	138761	S	2	27	29	0.00048
Pseudomonas_E bharatica	138214	S	2	13	15	0.00025
Pseudomonas_E coleopterorum	138256	S	1	3	4	0.00007
Entomomonas sp945283395	138084	S	38	0	38	0.00063
Psychrobacter fulvigenes	137377	S	2	0	2	0.00003
Psychrobacter faecalis	137373	S	2	0	2	0.00003
Stenotrophomonas maltophilia_AA	141135	S	2	4	6	0.00010
Stenotrophomonas maltophilia	141133	S	1	8	9	0.00015
Stenotrophomonas koreensis	141131	S	1	1	2	0.00003
Commensalibacter melissae	113763	S	927	82	1009	0.01663
Commensalibacter sp946699565	113768	S	8	0	8	0.00013
Bombella pollinis	113699	S	1	0	1	0.00002
Bombella saccharophila	113700	S	1	0	1	0.00002
Bartonella_A apis	119303	S	172	60	232	0.00382
Bartonella_A sp016100455	119305	S	124	85	209	0.00344
Bartonella_A apihabitans	119302	S	72	51	123	0.00203
Bartonella_A sp946479275	119312	S	48	70	118	0.00194
Bartonella_A sp946481695	119314	S	38	145	183	0.00302
Bartonella_A sp946478665	119311	S	11	8	19	0.00031
Bartonella_A sp016102285	119306	S	8	3	11	0.00018
Bartonella_A sp945285915	119309	S	7	6	13	0.00021
Bartonella_A sp946480935	119313	S	7	3	10	0.00016
Bartonella_A choladocola	119304	S	1	0	1	0.00002
Mesorhizobium sp004017275	119587	S	2	2	4	0.00007
Lactobacillus helsingborgensis	55384	S	3135	2516	5651	0.09314
Lactobacillus melliventris	55401	S	1964	1482	3446	0.05680
Lactobacillus panisapium	55405	S	980	2506	3486	0.05746
Lactobacillus apis	55371	S	938	461	1399	0.02306
Lactobacillus sp945290125	55440	S	803	201	1004	0.01655
Lactobacillus sp946482465	55445	S	317	636	953	0.01571
Lactobacillus sp946477855	55442	S	302	649	951	0.01568
Lactobacillus sp946482425	55444	S	265	892	1157	0.01907
Lactobacillus sp946479925	55443	S	211	514	725	0.01195
Lactobacillus apis_A	55372	S	164	342	506	0.00834
Lactobacillus laiwuensis	55400	S	158	175	333	0.00549
Lactobacillus kimbladii	55396	S	126	268	394	0.00649
Lactobacillus kullabergensis	55399	S	117	218	335	0.00552
Lactobacillus sp016100975	55419	S	114	134	248	0.00409
Lactobacillus huangpiensis	55387	S	112	126	238	0.00392
Lactobacillus kimbladii_B	55397	S	96	203	299	0.00493
Lactobacillus sp945281075	55439	S	7	0	7	0.00012
Lactobacillus sp003692965	55413	S	4	3	7	0.00012
Lactobacillus bombicola	55373	S	1	0	1	0.00002
Lactobacillus intestinalis	55389	S	1	0	1	0.00002
Bombilactobacillus mellis	55231	S	1974	2743	4717	0.07775
Bombilactobacillus mellifer	55230	S	763	628	1391	0.02293
Bombilactobacillus mellis_A	55232	S	558	1853	2411	0.03974
Apilactobacillus kunkeei	55210	S	37	70	107	0.00176
Apilactobacillus sp025290035	55218	S	31	19	50	0.00082
Apilactobacillus waqarii	55221	S	13	20	33	0.00054
Apilactobacillus kunkeei_F	55213	S	6	10	16	0.00026
Apilactobacillus apinorum	55207	S	5	2	7	0.00012
Apilactobacillus kunkeei_C	55211	S	3	5	8	0.00013
Apilactobacillus kunkeei_E	55212	S	3	2	5	0.00008
Apilactobacillus nanyangensis	55215	S	2	20	22	0.00036
CALYQJ01 sp945273735	55234	S	3	1	4	0.00007
Limosilactobacillus sp946579075	55642	S	1	1	2	0.00003
Streptococcus parauberis	56140	S	2	2	4	0.00007
Parageobacillus thermantarcticus	53468	S	2	0	2	0.00003
Bacillus_A hominis	53582	S	1	4	5	0.00008
Bifidobacterium polysaccharolyticum	42812	S	140	150	290	0.00478
Bifidobacterium choladohabitans	42770	S	125	357	482	0.00794
Bifidobacterium apousia	42747	S	123	258	381	0.00628
Bifidobacterium indicum	42787	S	57	9	66	0.00109
Bifidobacterium asteroides_H	42753	S	41	143	184	0.00303
Bifidobacterium mellis	42799	S	28	105	133	0.00219
Bifidobacterium asteroides_G	42752	S	27	11	38	0.00063
Bifidobacterium asteroides_J	42755	S	26	59	85	0.00140
Bifidobacterium asteroides_F	42751	S	23	36	59	0.00097
Bifidobacterium mizhiense	42804	S	17	34	51	0.00084
Bifidobacterium asteroides	42750	S	11	13	24	0.00040
Bifidobacterium sp000499285	42832	S	7	12	19	0.00031
Bifidobacterium asteroides_I	42754	S	2	5	7	0.00012
Bifidobacterium sp026537325	42849	S	1	3	4	0.00007
Specibacter sp002929305	45303	S	1	3	4	0.00007
Dietzia cinnamea	46274	S	1	31	32	0.00053
Dietzia maris	46279	S	1	26	27	0.00045
Gordonia sp003797825	46335	S	1	25	26	0.00043
Protofrankia sp917627385	45450	S	5	2	7	0.00012
Protofrankia californiensis	45447	S	2	2	4	0.00007
Actinomycetospora endophytica	47200	S	1	1	2	0.00003
Brooklawnia sp012517115	48406	S	4	3	7	0.00012
Arachnia bendigoensis	48351	S	2	5	7	0.00012
Rubrobacter_D sp013698525	52163	S	1	1	2	0.00003
Lepagella muris	79620	S	38	29	67	0.00110
Lepagella sp009775375	79639	S	27	12	39	0.00064
Lepagella sp002491945	79631	S	8	0	8	0.00013
Lepagella muris_A	79621	S	6	5	11	0.00018
Lepagella sp009775365	79638	S	3	0	3	0.00005
Lepagella sp002361215	79627	S	1	2	3	0.00005
Muribaculum gordoncarteri	79813	S	15	18	33	0.00054
Muribaculum intestinale	79814	S	12	9	21	0.00035
Muribaculum faecis	79812	S	4	1	5	0.00008
Muribaculum caecicola	79811	S	2	0	2	0.00003
Paramuribaculum intestinale	79834	S	15	10	25	0.00041
Paramuribaculum sp001689535	79836	S	5	2	7	0.00012
Paramuribaculum sp001689565	79837	S	1	0	1	0.00002
UBA7173 sp001689685	80053	S	15	42	57	0.00094
UBA7173 sp001689485	80052	S	2	1	3	0.00005
Duncaniella muris	79537	S	7	7	14	0.00023
Duncaniella dubosii	79534	S	6	4	10	0.00016
Duncaniella sp002494015	79540	S	1	0	1	0.00002
CAG-873 sp009775265	79415	S	2	1	3	0.00005
CAG-873 sp002490635	79403	S	2	0	2	0.00003
CAG-873 sp910578365	79468	S	2	8	10	0.00016
CAG-873 sp009775535	79416	S	1	0	1	0.00002
CAG-873 sp009775225	79414	S	1	0	1	0.00002
UBA3263 sp001689615	80038	S	2	3	5	0.00008
Prevotella rodentium	77407	S	10	23	33	0.00054
Prevotella caecicola	77346	S	6	7	13	0.00021
Alloprevotella sp002933955	76822	S	6	4	10	0.00016
Bacteroides muris	76961	S	1	1	2	0.00003
Bacteroides sp959606905	77084	S	1	26	27	0.00045
Alistipes sp009774895	81008	S	2	1	3	0.00005
Alistipes sp003979135	81007	S	2	2	4	0.00007
Alistipes sp902363575	81168	S	1	2	3	0.00005
Macellibacteroides fermentans	81423	S	3	294	297	0.00490
Cryptobacteroides sp009774765	82021	S	2	0	2	0.00003
DMER64 sp012839605	82503	S	2	0	2	0.00003
SR-FBR-E99 sp012513795	82756	S	2	39	41	0.00068
Odoribacter sp009935865	79275	S	1	0	1	0.00002
Dysgonomonas sp945292135	78634	S	1	0	1	0.00002
RF16 sp946616535	80681	S	1	0	1	0.00002
Apibacter sp945280365	89010	S	29	13	42	0.00069
Flavobacterium sp011751075	86825	S	1	2	3	0.00005
Psychroflexus sp003564185	87966	S	1	0	1	0.00002
Sediminibacterium sp015999745	83795	S	5	4	9	0.00015
Aureispira sp000724545	84063	S	1	27	28	0.00046
Eubacterium_J sp910584345	61738	S	16	2	18	0.00030
Eubacterium_J sp009774535	61733	S	2	0	2	0.00003
COE1 sp009774245	61298	S	5	2	7	0.00012
COE1 sp009774375	61300	S	4	0	4	0.00007
COE1 sp009774345	61299	S	2	1	3	0.00005
COE1 sp009774395	61301	S	2	0	2	0.00003
COE1 sp910586585	61327	S	1	1	2	0.00003
Hominiventricola sp009774145	61933	S	4	4	8	0.00013
Hominiventricola sp910585995	61952	S	3	0	3	0.00005
Hominiventricola sp910584205	61949	S	2	0	2	0.00003
Hominiventricola sp009774135	61932	S	1	0	1	0.00002
UBA3282 sp910578555	63576	S	6	1	7	0.00012
UBA3282 sp009774175	63531	S	4	1	5	0.00008
Suilimivivens sp000403495	63295	S	4	6	10	0.00016
Suilimivivens sp910579685	63329	S	2	0	2	0.00003
Suilimivivens sp910579495	63328	S	1	0	1	0.00002
Acetatifactor sp910584235	60379	S	2	0	2	0.00003
Acetatifactor sp910583845	60378	S	2	24	26	0.00043
Acetatifactor muris	60290	S	1	1	2	0.00003
Acetatifactor sp910589655	60398	S	1	0	1	0.00002
Schaedlerella arabinosiphila	63235	S	2	3	5	0.00008
Schaedlerella sp910574865	63247	S	2	1	3	0.00005
Laedolimicola sp948330435	62290	S	2	0	2	0.00003
Laedolimicola sp011959465	62273	S	2	1	3	0.00005
Laedolimicola sp910574835	62279	S	1	1	2	0.00003
Sporofaciens sp910579015	63281	S	2	1	3	0.00005
Sporofaciens sp000403455	63274	S	1	23	24	0.00040
1XD8-76 sp910573755	60243	S	4	2	6	0.00010
Caccovicinus sp009774615	61353	S	2	2	4	0.00007
Caccovicinus sp910585635	61361	S	2	0	2	0.00003
UBA3402 sp949879025	63685	S	2	1	3	0.00005
UBA3402 sp910585435	63660	S	2	0	2	0.00003
CAG-303 sp910577835	61087	S	4	2	6	0.00010
