#Classification	SRR5091539_bracken_P.kreport
k__Bacteria	2216041
k__Bacteria|p__Bacteroidetes	1270164
k__Bacteria|p__Firmicutes	880375
k__Bacteria|p__Actinobacteria	33106
k__Bacteria|p__Proteobacteria	32231
k__Bacteria|p__Verrucomicrobia	86
k__Bacteria|p__Fusobacteria	45
k__Bacteria|p__Spirochaetes	18
k__Bacteria|p__Candidatus_Saccharibacteria	13
k__Eukaryota	52
k__Eukaryota|k__Viridiplantae	52
k__Eukaryota|k__Viridiplantae|p__Streptophyta	52
k__Archaea	2
k__Archaea|p__Candidatus_Thermoplasmatota	2
k__Viruses	86
k__Viruses|k__Heunggongvirae	86
k__Viruses|k__Heunggongvirae|p__Uroviricota	86
