name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacteroides stercoris	46506	S	16569	439797	456366	0.05665
Bacteroides uniformis	820	S	14070	687288	701358	0.08706
Bacteroides fragilis	817	S	11452	215360	226812	0.02816
Bacteroides caccae	47678	S	4787	38909	43696	0.00542
Bacteroides thetaiotaomicron	818	S	3921	52367	56288	0.00699
Bacteroides xylanisolvens	371601	S	3619	163262	166881	0.02072
Bacteroides ovatus	28116	S	1913	109382	111295	0.01382
Bacteroides sp. CACC 737	2755405	S	219	20905	21124	0.00262
Bacteroides sp. D2	556259	S	44	1055	1099	0.00014
Bacteroides sp. M10	2763022	S	16	249	265	0.00003
Bacteroides sp. A1C1	2528203	S	14	2138	2152	0.00027
Bacteroides sp. DH3716P	2847299	S	13	3790	3803	0.00047
Bacteroides sp. HF-162	2785531	S	7	1596	1603	0.00020
Bacteroides eggerthii	28111	S	266	6681	6947	0.00086
Bacteroides faecis	674529	S	78	1890	1968	0.00024
Bacteroides luhongzhouii	2650158	S	64	291	355	0.00004
Bacteroides cellulosilyticus	246787	S	37	744	781	0.00010
Bacteroides intestinalis	329854	S	23	56	79	0.00001
Bacteroides finegoldii	338188	S	13	231	244	0.00003
Bacteroides faecium	2715212	S	6	3	9	0.00000
Bacteroides caecimuris	1796613	S	5	84	89	0.00001
Bacteroides nordii	291645	S	2	7	9	0.00000
Bacteroides salyersiae	291644	S	2	16	18	0.00000
Phocaeicola vulgatus	821	S	36271	1105560	1141831	0.14174
Phocaeicola dorei	357276	S	541	19387	19928	0.00247
Phocaeicola salanitronis	376805	S	80	574	654	0.00008
Segatella copri	165179	S	355812	1473911	1829723	0.22713
Segatella hominis	2518605	S	52	482	534	0.00007
Paraprevotella clara	454154	S	5	22	27	0.00000
Paraprevotella xylaniphila	454155	S	2	21	23	0.00000
Prevotella intermedia	28131	S	2	9	11	0.00000
Pseudoprevotella muciniphila	2133944	S	1	1	2	0.00000
Hoylesella buccalis	28127	S	1	9	10	0.00000
Alistipes onderdonkii	328813	S	29996	205863	235859	0.02928
Alistipes finegoldii	214856	S	1152	15324	16476	0.00205
Alistipes shahii	328814	S	17	523	540	0.00007
Alistipes communis	2585118	S	6	33	39	0.00000
Alistipes indistinctus	626932	S	5	18	23	0.00000
Alistipes senegalensis	1288121	S	3	5	8	0.00000
Alistipes ihumii	1470347	S	1	0	1	0.00000
