#Classification	SRR20002442_bracken_P.kreport
k__Bacteria	2393339
k__Bacteria|p__Proteobacteria	2288242
k__Bacteria|p__Actinobacteria	75162
k__Bacteria|p__Firmicutes	25667
k__Bacteria|p__Deinococcus-Thermus	751
k__Bacteria|p__Cyanobacteria	143
k__Bacteria|p__Chloroflexi	2
k__Bacteria|p__Bacteroidetes	2824
k__Bacteria|p__Gemmatimonadetes	4
k__Bacteria|p__Chlamydiae	240
k__Bacteria|p__Planctomycetes	50
k__Bacteria|p__Verrucomicrobia	40
k__Bacteria|p__Fusobacteria	184
k__Bacteria|p__Candidatus_Saccharibacteria	17
k__Bacteria|p__Spirochaetes	5
k__Bacteria|p__Synergistetes	5
k__Eukaryota	8037
k__Eukaryota|k__Fungi	5170
k__Eukaryota|k__Fungi|p__Basidiomycota	4913
k__Eukaryota|k__Fungi|p__Ascomycota	256
k__Eukaryota|k__Metazoa	1332
k__Eukaryota|k__Metazoa|p__Chordata	1332
k__Eukaryota|k__Viridiplantae	1511
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1511
k__Eukaryota|p__Apicomplexa	17
k__Eukaryota|p__Euglenozoa	5
k__Archaea	19
k__Archaea|p__Thaumarchaeota	14
k__Archaea|p__Euryarchaeota	5
k__Viruses	268
k__Viruses|k__Heunggongvirae	268
k__Viruses|k__Heunggongvirae|p__Uroviricota	268
