#Classification	SRR5091561_bracken_P.kreport
k__Bacteria	1896388
k__Bacteria|p__Bacteroidetes	1579344
k__Bacteria|p__Proteobacteria	163924
k__Bacteria|p__Firmicutes	137781
k__Bacteria|p__Actinobacteria	11417
k__Bacteria|p__Fusobacteria	3870
k__Bacteria|p__Verrucomicrobia	39
k__Bacteria|p__Spirochaetes	10
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Eukaryota	25
k__Eukaryota|k__Viridiplantae	23
k__Eukaryota|k__Viridiplantae|p__Streptophyta	23
k__Eukaryota|k__Fungi	2
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Archaea	7
k__Archaea|p__Candidatus_Thermoplasmatota	4
k__Archaea|p__Euryarchaeota	3
k__Viruses	1306
k__Viruses|k__Heunggongvirae	1306
k__Viruses|k__Heunggongvirae|p__Uroviricota	1306
