feature	Acidaminococcaceae	Actinomycetaceae	Acutalibacteraceae	Akkermansiaceae	Anaerofustaceae	Anaerotignaceae	Anaerovoracaceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bianqueaceae	Bifidobacteriaceae	Burkholderiaceae	Butyricicoccaceae	CAG.138	CAG.272	CAG.274	CAG.382	CAG.508	CAG.74	Campylobacteraceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Desulfovibrionaceae	Dialisteraceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	GCA.900066905	Gemellaceae	Lachnospiraceae	Lactobacillaceae	Marinifilaceae	Megasphaeraceae	Monoglobaceae	Muribaculaceae	Nanosynbacteraceae	Oscillospiraceae	P3	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	QALW01	QAND01	Rhizobiaceae	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Tannerellaceae	Turicibacteraceae	UBA1255	UBA1381	UBA644	UBA660	UMGS124	UMGS1783	Veillonellaceae	Xanthobacteraceae
NS10	0.000347332512130814	0	0.0834824668097315	0	7.61807368614053e-05	0.00182704648574387	0.000475161206186392	0	0.0133794033111505	0.00019109744161844	0	0.0633333075093547	0.000157526269442228	0.00485490797625227	0	0	0	0	0	0	0	0	0	0.00210207185780284	0.0995114103249431	9.16751240196572e-05	0.0212686287725605	0.00976017271076886	0.000228542210584216	0.00107685990749851	0	0	0	0.547849249942542	0	0.000419639652202656	0.0408651549309596	0	0	0	0.00614223330931703	0	0	0	0	0.000351206108920377	0	0	0	0	0.000400271668254841	0.0637581119572768	0	0	0.000206591828776692	0.00062364908311964	0	0	0.00217567019680454	0	0.0350444301551763	0	0	0	0
NS11	0.0122004165869845	0	0.0430981460328618	0.00276131012988624	0	0	0.00115129963768303	0	0.586753205807409	0	0	0.0227662719599746	0.00409609410937734	0.00197568703256718	0	0	0	0	0	0	0	0.000204158633842782	0	0.00887443985590018	0.00864443835701401	0.00546447381342485	0	0.000706802358936721	0.000910960992779504	0.00354047251094445	0	0	0	0.0757015045716028	0.00113450177540483	0.0176946096952093	0.0250688712353406	0	0	0	0.0320852090946211	0.000235170071894851	0	0.000584048749980618	0	0.000155057190260341	0	0	0	0	0.0169710094739943	0.0693596654899549	0	0	0.000276518655964275	0.0572613282198918	0	0	0.000222248639373155	0	0	0.000102079316921391	0	0	0
NS13	0	8.13455325808226e-05	0.00243520118170526	0	0	0.000130411091915287	0.00136867086564559	0	0.172677197685139	0	0	0	0	0.00162691065161645	0	0	0	0	0	0.000604281099171825	0	0	0	0.0381807523557924	0	0	4.51919625449014e-05	0.00364763697683847	0	0.00334937002404212	0	0	0	0.660754266766864	0	0.000865103283002399	0	0.000743730583596092	0.000335711721762125	0	0.00576391202286972	0	0	0	0.00071919780392886	0.000604281099171825	0	0	0	0	0.0100003357117218	0.0927429455346467	0	0	0.00169276179703902	0	0.000189806242688586	0	0.00144097800571743	0	0	0	0	0	0
NS21	0	0	0.0153963564237788	0	0	0.000329285489227845	0	0	0.38355690311517	0	0	0.0015069653565839	0	0.00304104834169245	0	0	0	0	0	0	0	0	7.74789386418459e-05	0.00130422880047107	9.2974726370215e-05	0.00114410566061126	0.00617119746282302	0.000867764112788674	0.00159348350473396	0.00265365364848322	0	0	0	0.357525271047154	0	0.00689691685476831	0	0	0	0	0.0352219255065831	0	7.61876229978151e-05	0	0	0.00218490606970005	0	0	0	0	0.000121383670538892	0.157896911689506	0	0	0.00204157003321264	0.00985402967959876	0	0	0.00408572269771334	0	0.000272467600890491	0	0	0.00608726194596102	0
NS25	0.0132038002566903	0	0.0101617355779536	0	0	0.0262707334268161	0.000285354963497806	0	0.39797591655756	0	0	0.00372252651477002	0.000661093852085415	0.0125478712003243	0	0	0	0	0	0	0	0	6.19775486330077e-05	0.00160754266766864	0	0.00397431030609162	0	0.000331838124972562	0	0.00989703979733342	0	0	0	0.213730867659857	0	0.0110552452374127	0	0.0151819170172272	0	0	0.0717532157309348	0	0	0	0	0.000915460041266718	0	0	0	0	0.00719068684035875	0.177555347242128	0	0	9.42575218793659e-05	0.0166629221897701	6.06863497031534e-05	0	0.00364892817576833	0	0	0	0	0.00144872519929655	0
NS27	0	0	0.106917727386588	0.00602860780348985	0	0.000107169511177909	0.000367991695008483	0.000396398071465278	0.211355061628925	0	0	0.119186699618063	6.84335432822793e-05	0.00121114459620336	0	0	0.00352884667529188	0	0.0121359787417008	0.000512605975152168	0	0	0.00284322004353923	0.0153768880556352	0.00888215743846791	0	0.00705381975379419	0.00101100876207594	0	0.00591498229766267	0	0	0	0.28771656634051	0.000281481366708243	0.00262371622546399	0.000627522679909203	0	0	0	0.00687950789826385	0	0.000308596544235184	0	0	0.00366829615971614	0	0	0	0	0.00960264644132663	0.154646895828653	0	0	0.0115123296585812	0.0130139940140018	0	0	0.005043423020011	0	0.000245327796672322	0	0	0.00093095442842497	0
NS28	0.00271551898836785	0	0.0234891738781978	0.0289620494127707	0	0.000766150277892904	0.000353004394250997	0.000336007886379652	0.506736500523623	0.00954942257633066	3.13781683778664e-05	0.0101390706570981	0.00261223251745737	0.00144078089801703	0.00887740680357136	0.00182124118959866	0	0.000121590402464232	0.0421434949788393	0.00579711660781081	0.000260177312799809	4.96820999316217e-05	0	0.00122113371937197	0.000638022757016616	0.000485054186174518	0.0151125103449899	0.000346467275838941	0.000281096091718386	0.00171011017659372	0	0	0	0.154419811129575	0	0.00343198716632913	0.000196113552361665	0	0	0	0.0321639300109954	8.62899630391325e-05	6.01414893909105e-05	0	0.00010720874195771	0.000343852428474119	6.14489130733216e-05	0	8.75973867215436e-05	0	0.0106829589089811	0.0958472301575576	0	0	0.000652404417523138	0.0115432436920076	0	0	0.000403993917865029	0.000108516165640121	0.0237702699699162	0	0	3.66078631075108e-05	0
NS29	0	0.000113637244090218	0.131094765713577	0	0.00181948723776269	0.00030733709197127	0.00759174270461806	0	0.0508487927334148	0.00555143764027097	0	0.144923643519965	0.000395147689677348	0.000435178991572765	0	0	0	0	0	0.00142950487736217	0	0.00135460760284816	0.0132748962414482	0.0238250812893695	0.0167782808234568	0.000335746402993825	0.00736963354571446	0.00801659103763717	0	0.0176460561419639	0.00772862393045401	3.48659726185895e-05	0	0.393270092485221	0	0.000717980769479102	0	0.00326061410599772	0.000205321838753916	0	0.0232310684225343	0	0	0	8.91019300252843e-05	0.021077126114097	0	0	0.00052428092159805	0.00040289568359259	0.00251551535781527	0.109492067345563	0	0	0.0031469768619075	9.42672593021124e-05	9.42672593021124e-05	0	0.000126550567282288	0	0.000876814644741566	0	0	0	0
NS30	0	0.000122670867605852	0.00636984620947019	0	0	6.32723422388079e-05	0	0	0.0319990186330592	9.68454217940937e-05	0	0.0537840734475679	0.0104076546621386	0.000707617215242178	0	0	0	0	0	0	0	0	0.00324496726624743	0.00148754567875728	0.014768281187454	0	0.00148754567875728	0.00174709140916545	0.0158594062730008	0.00426507237581189	0	0	0	0.789418023578632	0	0	0	0.000331856978681095	0	0.000271167181023462	0.00303707242746278	0	0	0	0	0.00554214067120334	0	0	0	0	0.000578489986183387	0.0479668917784693	0	0	0.00162571181385019	8.52239711788025e-05	0	0	0.00473251294500471	0	0	0	0	0	0
NS32	0.000929364312143738	0	0.108398279942665	0.00278142604753492	0	0.00141071369045635	0.00229207640254675	0	0.256553885129504	0.0016973899129971	0	0.00994299809993666	0.00145071502383413	0.00287342911430381	0.0018053935131171	0.000966698889962999	0	0	0.0234981166038868	0.00449081636054535	0.000318677289242975	0.000304010133671122	0.000768025600853362	0.000257341911397047	0.00308810293676456	0.00280409346978233	0.0393653121770726	0.000726690889696323	0.000406680222674089	0.000410680356011867	0	0	0	0.250163005433514	0.00341078035934531	0.00348144938164605	0	0.000182672755758525	0.00835361178705957	0	0.054403146771559	0	0	0	0.000149338311277043	0.000602686756225208	0	0	0.00190406346878229	0	0.00692156405213507	0.17267375579186	0	0	0.000525350845028168	0.00492149738324611	0.000108003600120004	0.000161338711290376	0.00245474849161639	0.00015467182239408	0.0218873962465416	0	0	0	0
