#Classification	S-20-POLJUN-B_bracken_C.kreport
k__Bacteria	1403
k__Bacteria|p__Proteobacteria	1226
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	927
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	292
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	7
k__Bacteria|p__Acidobacteria	136
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	136
k__Bacteria|p__Actinobacteria	31
k__Bacteria|p__Actinobacteria|c__Actinomycetia	31
k__Bacteria|p__Bacteroidetes	9
k__Bacteria|p__Bacteroidetes|c__Cytophagia	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	8
k__Eukaryota	28
k__Eukaryota|k__Metazoa	27
k__Eukaryota|k__Metazoa|p__Chordata	27
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	27
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1
