#Classification	S-10-POLPIL-B_bracken_O.kreport
k__Bacteria	1570
k__Bacteria|p__Proteobacteria	1395
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1168
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1168
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	221
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	219
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	5
k__Bacteria|p__Acidobacteria	155
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	155
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	155
k__Bacteria|p__Cyanobacteria	15
k__Bacteria|p__Cyanobacteria|o__Nostocales	15
k__Bacteria|p__Actinobacteria	4
k__Bacteria|p__Actinobacteria|c__Actinomycetia	4
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	4
