feature	Acidaminococcaceae	Actinomycetaceae	Acutalibacteraceae	Akkermansiaceae	Anaerofustaceae	Anaerotignaceae	Anaerovoracaceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bianqueaceae	Bifidobacteriaceae	Borkfalkiaceae	Burkholderiaceae	Butyricicoccaceae	CAG.138	CAG.272	CAG.274	CAG.382	CAG.508	CAG.74	Campylobacteraceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Desulfovibrionaceae	Dialisteraceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	GCA.900066905	Gemellaceae	Lachnospiraceae	Lactobacillaceae	Marinifilaceae	Megasphaeraceae	Micrococcaceae	Monoglobaceae	Mycobacteriaceae	Nanosynbacteraceae	Oscillospiraceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	Pseudomonadaceae	QALW01	QAND01	Rhizobiaceae	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Tannerellaceae	Turicibacteraceae	UBA1255	UBA1381	UBA644	UBA660	UMGS124	UMGS1783	Veillonellaceae	Xanthobacteraceae
NS10	0.0165367736713981	0	0.282686374059649	0	0.00810105087182055	0.0424193643594105	0.0191429961785583	0	0.209788673571322	0.014161074798422	0	0.25884573705704	0	0	0.0783662064103839	0.0153354751545222	0	0	0	0	0	0	0	0	0.0491385254299043	0.292693099827602	0.00859247375752322	0.162747993919249	0.104331093717846	0.016146271389365	0.0329675870166382	0	0	0	0.851846723521215	0	0	0.182220193614615	0	0	0	0	0.066509287538027	0	0	0	0.0194031677258324	0	0	0	0	0	0.0182656466996448	0.272128244484132	0	0	0.0136029083986339	0.0253339638927274	0	0	0.0526199151661942	0	0	0	0	0	0
NS11	0.10022014735854	0	0.234372948284735	0.0480114788354279	0	0	0.0325894676383115	0	0.841017134747371	0	0.0187050164735835	0.152293907105325	0	0.0544986289029281	0.043476041227823	0.0377791959747159	0	0	0	0	0	0	0.0110071524299568	0	0.0947511636329109	0.0819536817937338	0.0767742073049815	0	0.0240100249314333	0.0359296144096504	0.0551537151431558	0	0.007667151413761	0	0.284678337449464	0.041343630436313	0.105467583488999	0.192956172799921	0	0	0	0	0.189709624672725	0	0.0281234027000071	0	0.0120637245326296	0	0	0	0.00661288456273448	0	0.127974270961128	0.270716333330246	0	0	0.0177005293900387	0.257203397112444	0	0	0.0146655736124782	0	0.0532520838317398	0.00833899588003531	0	0	0
NS13	0	0.00820647040678554	0.0472129657975017	0	0	0.0111916790874016	0.034633306624894	0	0.411418361435007	0	0	0.00604193826305943	0	0	0.045145184516475	0.0300364113768037	0	0	0	0	0.0263031989553799	0	0	0	0.200945313775902	0	0	0.0131085122872539	0.0613622359759946	0	0.0594455651148314	0	0	0	0.909242959155901	0	0	0	0	0.0280973626628814	0	0	0.0507086772861164	0	0	0.0207652010928693	0.0249518560276316	0	0	0	0	0	0.242612510352521	0.316543669648642	0	0	0.0435174503445832	0.012418062702858	0.0138100344864943	0	0.0405258675972532	0	0	0	0	0	0
NS21	0	0.00577767538584746	0.12339876503897	0.00582484139672732	0	0.0153225640065074	0	0	0.644852651507102	0	0.0353222434119344	0.0380542762183271	0	0	0.0593673577397443	0.0173968362790995	0	0	0	0	0	0	0	0.00820433210249545	0.0343793514878802	0	0.0326220287485877	0.0835152978301263	0.030684438475006	0.0410994169290811	0.0561043424331196	0	0	0	0.650107753956201	0	0.0810534899257064	0	0	0	0.00806982279844092	0	0.184316661488492	0.00846694309249204	0	0	0.048028272234944	0	0	0	0	0	0.0260522822785008	0.422683586571261	0	0	0.0494563681107572	0.107162400139219	0	0	0.0708205751755247	0	0	0	0	0.0700919539046293	0
NS25	0.12580860295104	0	0.101665319916732	0	0	0.158263555952754	0.0167419299893145	0	0.681294439526846	0	0	0.058073913633478	0	0.0227033525077164	0.104202068040968	0.0374537794501456	0	0	0	0	0	0	0	0.0110971254587739	0.0429354383294437	0	0.0624885254236517	0	0.0197449824300972	0	0.1046032438156	0	0	0	0.481994898488714	0	0.0383668979494184	0	0	0.107836304130828	0	0	0.267970369786188	0	0	0	0.0361046186382623	0	0	0	0	0	0.0889848460000177	0.45342893109663	0	0	0.00989729138819705	0.122409001837508	0.00657114767493649	0	0.0689816783930652	0	0	0	0	0	0
NS27	0	0	0.308076284285222	0.0805794331719187	0	0.0143147341640223	0.0149899188059322	0.02459518679141	0.454088558025029	0	0	0.367559251845948	0	0.00861329805275871	0.0425754924717292	0.0429312355305024	0	0.0561964392474762	0	0.108741041387034	0.022805836715697	0	0	0.0504971543933829	0.12743070766114	0.0811410995796556	0	0.0767740380452838	0.0280209799930671	0	0.0762828033490808	0	0	0	0.593895387328899	0.0158826082273482	0	0.021464788018209	0	0	0	0	0.0699146279811252	0.016895879441318	0	0	0.0600877801819582	0	0	0	0	0	0.0932707465041167	0.409770271215069	0	0	0.109077801257545	0.114703605272655	0	0	0.081280915039399	0	0.0165578965090396	0	0	0.0155680443180445	0
NS28	0.0494510380592359	0	0.169264083056429	0.181570731649393	0	0.0239445101539804	0.0177812265550062	0.0207518069911479	0.768161009904273	0.101603677218247	0.0193304164557627	0.102073850005606	0.0791967543272152	0.0514024808877787	0.0482727918374966	0.113840112192592	0.0450019661002677	0	0.0098056641374741	0.20575163133136	0.0894810250317912	0.0160184489487777	0.00600465828912893	0	0.0401936387119693	0.022735091288255	0.0209023880624065	0.114119892374762	0.0193709323900227	0.0186000957233433	0.0415251573907944	0	0	0	0.40164961062636	0	0.0470095244953727	0.0117899516021962	0	0	0.00559936833747395	0	0.185527937247974	0.00704573879221377	0	0.00999045000131327	0.0178399168467634	0.0073007098119943	0	0	0.00827373764062607	0	0.10831177092382	0.311092831885261	0	0	0.0255499240769074	0.111437661694776	0	0	0.0220819417326288	0.0149554407515339	0.168756699047867	0	0	0.00650588999503824	0
NS29	0	0.0100239542742512	0.359591577164579	0	0.0377879230235416	0.0131804817149792	0.0851896691601294	0	0.234329939436206	0.0741166154378901	0	0.385666207851153	0	0.00700202759723066	0.0119520967890919	0.0366153858130577	0	0	0	0	0.0364495558680518	0	0.0327742166274352	0.110453157991161	0.149688392385661	0.112063142945951	0.0209641801262392	0.0972063481201596	0.0929602816152465	0.00641556922540258	0.142105251632384	0.0873124923322512	0.00793412404377114	0	0.67717160274777	0	0	0.0144929802726709	0	0.0492185505645066	0	0	0.128169592157121	0	0	0.0110576361373313	0.146881972006265	0	0	0	0.0235229025627803	0	0.0606910644074498	0.366378732622771	0	0	0.0575983419547246	0.00893862069789695	0.0070879466905473	0	0.0108643465235904	0	0	0	0	0	0
NS30	0	0.0101931052947335	0.0646433952033102	0	0	0.00674203975139935	0	0	0.167669404150726	0.00624190915980529	0	0.23658406481172	0	0.091483463528015	0.029969001582536	0.0149384214813365	0	0	0	0	0	0	0	0.054055180683202	0.0514255723142267	0.115088964578759	0	0.0420248422053227	0.040448364858737	0.123330163317614	0.0642299981384825	0	0	0	1.04955600584596	0.00604980184514256	0	0	0	0.0161354393741931	0	0.0142714120703987	0.0240791065423813	0	0	0	0.0768423566621264	0	0.191521668422	0	0	0	0.0273517498231523	0.245134977538553	0	0	0.039948534188923	0.0153862214213113	0	0	0.0725876866918873	0	0	0	0	0	0
NS32	0.0295254803718917	0	0.37011182711909	0.0554497449073093	0	0.0341546035310103	0.0437169338603067	0	0.512345946346938	0.0282871592186636	0.024235234582577	0.0948297456324056	0	0.0277810377933058	0.0633827594870395	0.0792256926512863	0.0315428192391475	0	0	0.155408170033605	0.0729359318736845	0.0146295193722193	0.0167844314599453	0.0243281848305225	0.017480619273431	0.0474551626440434	0.0507616911660951	0.211345024049309	0.0240884458326366	0.0260560664651411	0.0253663144024118	0	0.00616700475913637	0	0.523703160363472	0.0727538850296236	0.0512553948142987	0	0	0.0124642253221178	0	0	0.236132422347106	0	0	0.0103755601540853	0.0250465177290376	0.00600816915379262	0	0	0.0384970822509288	0	0.084124876488334	0.417532383370275	0	0	0.023174314643749	0.0728782585895728	0.00922441109603265	0.0106817009936198	0.0525984788962252	0.012921338149512	0.150208600273132	0	0	0	0
NS34	0.0895795494206407	0.0516004782693948	0.155080991395666	0.0880925998212428	0.00680295908249195	0.0195411052168744	0.0632867979006361	0	0.774920039568489	0	0.0223066708113083	0.125255031165604	0	0.0175345336689141	0.0107948965940323	0.0325298512523471	0	0	0	0	0.0168125662409316	0.0173449464570562	0.0121968453126396	0.0940599341765501	0.0785145187294384	0.0547005068069541	0	0.0362001180092502	0.0521986812749644	0.15681803736083	0.0571946798545481	0.0244293714197018	0	0	0.52263012839504	0	0.0837080669418596	0	0	0.0232502966563325	0.0199389282439026	0	0.149755749635967	0	0.00940370041988007	0.0854507090718817	0.0893008679909346	0.0581283456492408	0	0	0.0140544463989416	0	0.131382498183083	0.175140549957289	0	0	0.0172013853857602	0.21972422210077	0.0405645015599516	0	0	0	0	0	0	0	0
NS36	0.110731898657232	0	0.320867813444622	0.400603337345729	0	0.0725741494838388	0.0376718815963457	0	0.445333914382388	0.102046935225055	0.0259187300124431	0.123866380520272	0	0.0235747361208127	0.0274709309550853	0.0364034114951394	0	0	0	0	0	0	0.0367434370677467	0.00616158954315152	0.0794434746048414	0.104194099240091	0.0657454650109187	0.0072430130034215	0.0413363575970315	0	0.0484781398856636	0	0.0200619009424042	0	0.359963089684774	0.00709861706717848	0.0991209242692522	0	0	0.166774602464191	0	0	0.297218068421313	0	0	0.0242248229815244	0.0604645976801312	0.0211182152414583	0	0	0.0380732384960921	0	0.30973326324741	0.337479613918319	0	0.00809795242041177	0.0172691965055404	0.170951519111353	0.0266931665142587	0	0.0386585427744469	0	0	0.0112394060143748	0	0.0133970240421405	0
