feature	Acidaminococcaceae	Actinomycetaceae	Acutalibacteraceae	Akkermansiaceae	Anaerofustaceae	Anaerotignaceae	Anaerovoracaceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bianqueaceae	Bifidobacteriaceae	Borkfalkiaceae	Burkholderiaceae	Butyricicoccaceae	CAG.138	CAG.272	CAG.274	CAG.382	CAG.508	CAG.74	Campylobacteraceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Desulfovibrionaceae	Dialisteraceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	GCA.900066905	Gemellaceae	Lachnospiraceae	Lactobacillaceae	Marinifilaceae	Megasphaeraceae	Micrococcaceae	Monoglobaceae	Mycobacteriaceae	Nanosynbacteraceae	Oscillospiraceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	Pseudomonadaceae	QALW01	QAND01	Rhizobiaceae	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Tannerellaceae	Turicibacteraceae	UBA1255	UBA1381	UBA644	UBA660	UMGS124	UMGS1783	Veillonellaceae	Xanthobacteraceae
NS10	0.000273439956687111	0	0.0778055167422728	0	6.56255896049066e-05	0.0017983234484789	0.000366409541960729	0	0.0433694000636204	0.000200522634903881	0	0.0655180365552763	0	0	0.00612870089588044	0.000235158362750915	0	0	0	0	0	0	0	0	0.00241265188450261	0.0832506177464355	7.38287883055199e-05	0.0262538817080518	0.0108455401487331	0.000260679425375046	0.00108646809457012	0	0	0	0.566253134305504	0	0	0.0328383158650774	0	0	0	0	0.00441696676701913	0	0	0	0.000376435673705923	0	0	0	0	0	0.000333596747158275	0.072243748023257	0	0	0.000185027704024945	0.00064167243169242	0	0	0.00276630089515127	0	0	0	0	0	0
NS11	0.0100104951051518	0	0.053932223413834	0.00230333147900692	0	0	0.00106169745422012	0	0.555504338550299	0	0.000349836838392586	0.0230146759421221	0	0.0029671612174322	0.00188897555156652	0.00142658874672386	0	0	0	0	0	0	0.000121152511656449	0	0.00895094828723325	0.00670138271576617	0.00588270716362614	0	0.000576370528827129	0.00129038178095626	0.00303884909415199	0	5.87840589102296e-05	0	0.0788760201184857	0.00170832210223265	0.0110822288621127	0.0367722963634174	0	0	0	0	0.0355600543680857	0	0.000790717280219308	0	0.000145526389741178	0	0	0	4.37296047990732e-05	0	0.016288202469504	0.0715143920581303	0	0	0.000313276021265492	0.064707628163586	0	0	0.000215063630159376	0	0.00283310488796619	6.95372404181984e-05	0	0	0
NS13	0	6.73446447160888e-05	0.00222740838925456	0	0	0.000125248451387866	0.00119898643162756	0	0.159927796470637	0	0	3.65045737713379e-05	0	0	0.00203670346075947	0.000901914727833227	0	0	0	0	0.000691698734046557	0	0	0	0.0398384483793857	0	0	0.00017182325240647	0.00376060048765075	0	0.0035296146501666	0	0	0	0.622582358724153	0	0	0	0	0.000789254060504443	0	0	0.00256916672645864	0	0	0.000431131604023559	0.000622465921721606	0	0	0	0	0	0.0577149899108911	0.0968976147407986	0	0	0.00189257333328298	0.000154200354723755	0.000190704928495093	0	0.0016414470413043	0	0	0	0	0	0
NS21	0	3.33811614236354e-05	0.0151501221969401	3.39283935781212e-05	0	0.000234762594274419	0	0	0.361297990891868	0	0.0012471420800732	0.00144742904861501	0	0	0.00352034444980732	0.000302619381430662	0	0	0	0	0	0	0	6.73095550017566e-05	0.0011814742215349	0	0.00106381930832045	0.00695860407644177	0.000941239305715621	0.00168821119658877	0.00314439595967556	0	0	0	0.366354415999317	0	0.00655529397858571	0	0	0	6.51206263838133e-05	0	0.0335896568744945	7.16874122376432e-05	0	0	0.0023049418346943	0	0	0	0	0	0.000678567871562424	0.168271698575774	0	0	0.0024439388019337	0.0114398881895262	0	0	0.00500717421354531	0	0	0	0	0.00490484180065646	0
NS25	0.0157444741413604	0	0.0103002764678484	0	0	0.0248389269928974	0.000280266032836304	0	0.396646802828248	0	0	0.00336878971851455	0	0.000515353660950066	0.0108188285999292	0.00140212978196422	0	0	0	0	0	0	0	0.00012314113853578	0.0018423193713405	0	0.00389973592622726	0	0.000389813669066186	0	0.01090198884933	0	0	0	0.21487648903824	0	0.00147129672016776	0	0	0.0115836630090817	0	0	0.0701056894804283	0	0	0	0.00130297717690944	0	0	0	0	0	0.00789742503083526	0.191888277403401	0	0	9.7953178380734e-05	0.0149092733673304	4.3179360265793e-05	0	0.00475092905591127	0	0	0	0	0	0
NS27	0	0	0.0919460398589457	0.00647900399974282	0	0.000204897618312477	0.000224680836632303	0.000604801245777519	0.192408048661065	0	0	0.129124359429989	0	7.41870686993452e-05	0.00181157756328687	0.00184195893427803	0	0.00315471677850073	0	0.0117780803354103	0.000520016024406839	0	0	0.00254779590218894	0.0161508781276032	0.00656944156920488	0	0.00588268127610237	0.000784969841190215	0	0.0058077876638916	0	0	0	0.313145030066959	0.000252236033577774	0	0.000460666369447363	0	0	0	0	0.00488009603339407	0.000285443578614624	0	0	0.0036061980822996	0	0	0	0	0	0.00867423468973202	0.158721467123471	0	0	0.0118508543170868	0.0130993167017701	0	0	0.00659205096157039	0	0.000274138882431866	0	0	0.000242344424417861	0
NS28	0.00244341247948364	0	0.0283777590939517	0.0326072245791828	0	0.000573230002137202	0.000316138697623525	0.000430575680730223	0.482766260633103	0.0102878325269619	0.000373618460827803	0.0103829354078999	0.00625902366964394	0.0026398887609819	0.00232845295307509	0.0129036842960584	0.00202381020809242	0	9.61479675417003e-05	0.0417397138657388	0.00798550673897969	0.00025656876121182	3.60554878281376e-05	0	0.00161465880273834	0.000516795325536639	0.000436846200352508	0.0129669120355831	0.000375186090733374	0.000345923665829378	0.00172334780952461	0	0	0	0.152831897297249	0	0.00220826799364796	0.00013899651829398	0	0	3.1352598111424e-05	0	0.0340274972736303	4.96416136764213e-05	0	9.98057706546997e-05	0.000318228870830954	5.32994167894208e-05	0	0	6.84531725432757e-05	0	0.0116856358594296	0.0936967169126888	0	0	0.000652656584019476	0.0123670323250512	0	0	0.000487532900632643	0.000223648533194825	0.0282095001507537	0	0	4.23260074504224e-05	0
NS29	0	0.000100476293950056	0.123827953110256	0	0.00142724759719417	0.000173715038335338	0.00723974067431699	0	0.0539127950507557	0.00548322136682866	0	0.14150875445107	0	4.90275892165936e-05	0.00014284581549526	0.00134008743858689	0	0	0	0	0.00132798186100255	0	0.00107376473173132	0.0121503682214062	0.0222397618590778	0.0125056669235067	0.000439432466311691	0.00941934991837814	0.00861675012453613	4.11589637867699e-05	0.020058336778379	0.00760411855960575	6.29490034385893e-05	0	0.392616566119757	0	0	0.00021003177108837	0	0.0024205102379896	0	0	0.0163376875078308	0	0	0.000122266333601875	0.0214196089777384	0	0	0	0.000553224895604525	0	0.00367888502788217	0.128333649087149	0	0	0.0033139018637142	7.9896812056671e-05	5.0238146975028e-05	0	0.000118029381447355	0	0	0	0	0	0
NS30	0	0.000103895797237907	0.00417295108337933	0	0	4.54544112915841e-05	0	0	0.0278505671470863	3.8960923964215e-05	0	0.0549354931065729	0	0.00834590216675866	0.000897872202266227	0.000223139837249595	0	0	0	0	0	0	0	0.00291911771216732	0.00264225902520949	0.0131870921278272	0	0.00176504791898489	0.00163517817243751	0.0151333673749487	0.00411982255070085	0	0	0	0.752039692917081	3.65996558451716e-05	0	0	0	0.000260329810124527	0	0.000203659375267487	0.000579691323225138	0	0	0	0.0058931349081024	0	0.0362342496037497	0	0	0	0.000747931676706975	0.0588971106932978	0	0	0.00159503661441377	0.000236717128934094	0	0	0.00525972473516902	0	0	0	0	0	0
NS32	0.000871500702292911	0	0.130841133543946	0.00307152429469358	0	0.00116608341009458	0.00190995309237714	0	0.240318897061715	0.000799949978953774	0.000587231612269853	0.00896575685517167	0	0.000771587530062584	0.00401199731588097	0.00626358899717471	0.000994619514525119	0	0	0.0239578894986099	0.00531022395376405	0.000214007568906247	0.000281690685578404	0.000591743820047997	0.000305540926691449	0.00225030247907141	0.0025745368379866	0.0440056286569027	0.000580141000047056	0.000678764970055055	0.000643311908941069	0	3.80314655586403e-05	0	0.250090405305841	0.00528379530820635	0.00262481572465735	0	0	0.000155348867790378	0	0	0.0547298573433281	0	0	0.000107648385564287	0.000627196881161984	3.60976622251501e-05	0	0	0.00148129335345348	0	0.00706031597057267	0.164435165053338	0	0	0.000536952725599108	0.00530184413931893	8.50873466735682e-05	0.000114094396675921	0.00276404956466864	0.000166951687791319	0.0223934426018164	0	0	0	0
