#Classification	SRR20002409_bracken_P.kreport
k__Bacteria	34167
k__Bacteria|p__Proteobacteria	23015
k__Bacteria|p__Actinobacteria	3864
k__Bacteria|p__Deinococcus-Thermus	1472
k__Bacteria|p__Firmicutes	5163
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	649
k__Bacteria|p__Verrucomicrobia	1
k__Eukaryota	2647
k__Eukaryota|k__Metazoa	2410
k__Eukaryota|k__Metazoa|p__Chordata	2410
k__Eukaryota|k__Fungi	179
k__Eukaryota|k__Fungi|p__Basidiomycota	170
k__Eukaryota|k__Fungi|p__Ascomycota	9
k__Eukaryota|k__Viridiplantae	46
k__Eukaryota|k__Viridiplantae|p__Streptophyta	46
k__Eukaryota|p__Apicomplexa	10
k__Archaea	3
k__Archaea|p__Euryarchaeota	3
k__Viruses	10
k__Viruses|k__Heunggongvirae	10
k__Viruses|k__Heunggongvirae|p__Uroviricota	10
