#Classification	SRR20002473_bracken_P.kreport
k__Bacteria	8378377
k__Bacteria|p__Firmicutes	7580667
k__Bacteria|p__Actinobacteria	41022
k__Bacteria|p__Deinococcus-Thermus	118
k__Bacteria|p__Cyanobacteria	2
k__Bacteria|p__Proteobacteria	756028
k__Bacteria|p__Bacteroidetes	475
k__Bacteria|p__Verrucomicrobia	31
k__Bacteria|p__Chlamydiae	18
k__Bacteria|p__Fusobacteria	10
k__Bacteria|p__Candidatus_Saccharibacteria	3
k__Bacteria|p__Nitrospirae	1
k__Eukaryota	7046
k__Eukaryota|k__Fungi	4896
k__Eukaryota|k__Fungi|p__Basidiomycota	4849
k__Eukaryota|k__Fungi|p__Ascomycota	46
k__Eukaryota|k__Metazoa	1964
k__Eukaryota|k__Metazoa|p__Chordata	1964
k__Eukaryota|k__Viridiplantae	186
k__Eukaryota|k__Viridiplantae|p__Streptophyta	186
k__Viruses	9
k__Viruses|k__Heunggongvirae	9
k__Viruses|k__Heunggongvirae|p__Uroviricota	9
