#Classification	GQ49_bracken_P.kreport
k__Bacteria	15272209
k__Bacteria|p__Bacteroidetes	8322115
k__Bacteria|p__Firmicutes	5302496
k__Bacteria|p__Actinobacteria	883353
k__Bacteria|p__Tenericutes	41
k__Bacteria|p__Verrucomicrobia	387690
k__Bacteria|p__Proteobacteria	376031
k__Bacteria|p__Spirochaetes	360
k__Bacteria|p__Fusobacteria	101
k__Bacteria|p__Synergistetes	12
k__Bacteria|p__Candidatus_Saccharibacteria	5
k__Archaea	143185
k__Archaea|p__Euryarchaeota	143185
k__Eukaryota	361
k__Eukaryota|k__Viridiplantae	262
k__Eukaryota|k__Viridiplantae|p__Streptophyta	262
k__Eukaryota|k__Fungi	99
k__Eukaryota|k__Fungi|p__Ascomycota	99
k__Viruses	6273
k__Viruses|k__Heunggongvirae	6273
k__Viruses|k__Heunggongvirae|p__Uroviricota	6273
