#Classification	GQ44_bracken_C.kreport
k__Bacteria	2616097
k__Bacteria|p__Firmicutes	1460164
k__Bacteria|p__Firmicutes|c__Clostridia	1358802
k__Bacteria|p__Firmicutes|c__Negativicutes	77331
k__Bacteria|p__Firmicutes|c__Bacilli	9875
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	14002
k__Bacteria|p__Firmicutes|c__Tissierellia	152
k__Bacteria|p__Actinobacteria	446514
k__Bacteria|p__Actinobacteria|c__Actinomycetia	355888
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	90626
k__Bacteria|p__Bacteroidetes	414984
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	414984
k__Bacteria|p__Verrucomicrobia	247726
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	247726
k__Bacteria|p__Proteobacteria	46641
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	23762
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	42
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	21652
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1101
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	81
k__Bacteria|p__Spirochaetes	65
k__Bacteria|p__Spirochaetes|c__Spirochaetia	65
k__Archaea	147967
k__Archaea|p__Euryarchaeota	147967
k__Archaea|p__Euryarchaeota|c__Methanobacteria	147967
k__Eukaryota	189
k__Eukaryota|k__Viridiplantae	189
k__Eukaryota|k__Viridiplantae|p__Streptophyta	189
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	189
k__Viruses	22
k__Viruses|k__Heunggongvirae	22
k__Viruses|k__Heunggongvirae|p__Uroviricota	22
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	22
