feature	Agathobaculum.butyriciproducens	Akkermansia.muciniphila	Alistipes.onderdonkii	Alistipes.putredinis	Anaerobutyricum.hallii	Anaerobutyricum.soehngenii	Anaerostipes.hadrus	Bacteroides.caccae	Bacteroides.fragilis	Bacteroides.ovatus	Bacteroides.stercoris	Bacteroides.thetaiotaomicron	Bacteroides.uniformis	Barnesiella.intestinihominis	Bifidobacterium.adolescentis	Bifidobacterium.angulatum	Bifidobacterium.bifidum	Bifidobacterium.catenulatum	Bifidobacterium.longum	Bifidobacterium.pseudocatenulatum	Blautia.faecis	Blautia.massiliensis	Blautia.obeum	Blautia.wexlerae	Brotolimicola.acetigignens	Catenibacterium.tridentinum	Cibionibacter.quicibialis	Clostridiaceae.bacterium	Clostridiales.bacterium.KLE1615	Clostridium.SGB4750	Clostridium.fessum	Clostridium.leptum	Clostridium.sp.AM22.11AC	Collinsella.aerofaciens	Coprococcus.catus	Coprococcus.comes	Coprococcus.eutactus	Dialister.invisus	Dorea.formicigenerans	Dorea.longicatena	Eubacterium.ramulus	Eubacterium.rectale	Eubacterium.ventriosum	Evtepia.gabavorous	Faecalibacillus.intestinalis	Faecalibacterium.SGB15346	Faecalibacterium.prausnitzii	Faecalibacterium.sp.CLA.AA.H233	Faecalibacterium.sp.HTFF	Fusicatenibacter.saccharivorans	GGB3256.SGB4303	GGB3277.SGB4327	GGB3304.SGB4367	GGB3740.SGB5077	GGB4552.SGB6276	GGB51647.SGB4348	Gemmiger.formicilis	Intestinibacter.bartlettii	Lachnospira.eligens	Lachnospira.sp.NSJ.43	Lachnospiraceae.bacterium.CLA.AA.H244	Lacrimispora.amygdalina	Mediterraneibacter.faecis	Monoglobus.pectinilyticus	Oliverpabstia.intestinalis	Oscillibacter.sp.ER4	Oscillospiraceae.bacterium.CLA.AA.H250	Parabacteroides.merdae	Phocaeicola.vulgatus	Romboutsia.timonensis	Roseburia.faecis	Roseburia.intestinalis	Roseburia.inulinivorans	Ruminococcus.bicirculans	Ruminococcus.bromii	Ruminococcus.gnavus	Ruminococcus.lactaris	Ruminococcus.torques	Ruthenibacterium.lactatiformans	Segatella.copri	Streptococcus.salivarius
NS29	0	0	0	0	0	0	0.270549762978573	0	0	0	0	0	0	0	0.387596686655181	0	0.154922319870813	0	0.219987977395459	0	0	0	0	0.387596686655181	0	0	0	0	0	0	0	0.154922319870813	0	0	0	0	0	0.154922319870813	0	0	0	0	0	0	0	0	0.313727886461595	0	0	0	0	0	0	0	0	0	0.154922319870813	0	0	0	0	0	0	0.154922319870813	0	0	0	0	0	0.154922319870813	0.313727886461595	0.154922319870813	0	0	0.509739678831507	0	0	0	0	0	0
NS81	0	0	0	0	0.235726734049397	0	0.191867561485691	0	0	0	0	0	0	0	0.135251958244656	0	0	0	0.135251958244656	0	0.135251958244656	0	0.135251958244656	0.273060646698387	0	0	0.391294115625572	0	0	0	0	0	0	0	0	0	0	0	0	0.235726734049397	0	0.528831700212322	0	0	0.135251958244656	0	0.235726734049397	0	0	0.191867561485691	0	0	0	0	0	0	0	0.191867561485691	0.135251958244656	0	0.135251958244656	0	0.235726734049397	0	0	0	0	0	0	0.191867561485691	0	0	0	0	0.191867561485691	0	0	0	0	0	0
NS67	0	0	0	0	0.136506311162305	0	0	0	0	0	0	0	0	0	0.237941124830208	0	0	0	0	0	0	0	0	0	0	0	0.136506311162305	0.136506311162305	0	0	0.136506311162305	0	0	0	0	0	0	0.595694305833586	0.136506311162305	0.136506311162305	0	0	0	0	0	0	0.193658300444327	0	0	0	0.237941124830208	0	0.339836909454122	0	0	0	0.339836909454122	0	0	0	0	0	0.275642799216265	0	0	0	0.193658300444327	0	0	0	0	0	0	0.193658300444327	0	0	0	0.237941124830208	0	0	0
NS30	0	0	0	0	0	0	0.261157410903024	0.129460771003111	0	0.129460771003111	0	0	0	0	0.420534335283965	0	0	0	0	0	0	0	0	0.321750554396642	0	0	0	0	0	0	0	0	0.129460771003111	0	0.129460771003111	0	0	0	0	0.183604010278919	0	0.292842771728575	0	0	0	0	0.292842771728575	0	0	0.225513405898131	0	0	0	0	0	0	0	0	0	0	0	0	0.292842771728575	0	0	0	0	0	0.129460771003111	0.129460771003111	0.397699415092072	0.261157410903024	0.129460771003111	0	0	0	0	0	0	0	0
NS51	0.128389313635482	0	0	0	0	0.182075843827065	0.182075843827065	0.128389313635482	0	0	0	0	0	0	0.182075843827065	0	0	0.182075843827065	0.128389313635482	0	0	0.182075843827065	0	0.258958336947774	0	0	0.128389313635482	0	0	0	0	0	0.128389313635482	0	0	0	0	0	0	0	0	0.345592008850022	0.128389313635482	0	0	0	0.290362079855635	0	0	0.258958336947774	0	0	0	0	0	0.128389313635482	0.258958336947774	0	0	0	0.128389313635482	0	0.290362079855635	0	0.128389313635482	0	0.223625586129384	0	0	0.258958336947774	0	0	0	0	0.258958336947774	0.128389313635482	0	0	0	0	0.128389313635482
NS55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126323863142282	0	0	0	0	0	0	0	0	0.364356725371703	0.126323863142282	0	0.126323863142282	0	0	0	0.126323863142282	0	0	0	0	0	0	0	0.126323863142282	0.126323863142282	0.126323863142282	0.632219646118989	0.254721924405946	0.179130609256308	0.313727886461595	0	0.285584249282769	0	0	0.219987977395459	0	0	0	0	0	0	0	0	0	0	0.126323863142282	0	0	0	0	0	0.126323863142282	0	0	0	0	0.126323863142282	0	0	0.219987977395459	0	0	0	0	0	0
NS70	0	0	0	0	0.12247540791372	0	0.246837857925519	0	0	0	0	0	0	0	0	0	0	0	0.12247540791372	0.17364501158219	0	0.12247540791372	0	0.246837857925519	0	0	0.12247540791372	0.12247540791372	0	0.12247540791372	0	0	0	0	0.12247540791372	0	0	0	0.12247540791372	0.12247540791372	0	0.56158007623309	0	0	0.12247540791372	0	0.276696377962669	0	0	0.21321550982543	0	0	0	0	0	0.246837857925519	0	0	0.12247540791372	0	0	0	0	0	0.17364501158219	0	0	0	0	0.12247540791372	0	0	0	0.17364501158219	0	0	0	0	0	0.375253426991687	0.12247540791372
NS86	0	0	0	0	0	0	0.585174396904325	0	0	0	0	0	0	0	0.185171316045857	0.130559509885021	0.130559509885021	0	0	0	0.130559509885021	0.185171316045857	0.130559509885021	0.185171316045857	0	0	0.130559509885021	0	0	0	0	0	0	0	0	0	0.401247141918361	0	0.130559509885021	0	0	0	0	0	0	0	0.35165018848925	0	0.130559509885021	0.130559509885021	0.130559509885021	0	0	0	0	0	0.130559509885021	0	0	0	0.185171316045857	0	0	0	0.130559509885021	0	0.130559509885021	0	0	0.130559509885021	0.130559509885021	0	0.130559509885021	0	0	0	0	0	0	0.185171316045857	0
NS34	0	0.14484349699856	0.14484349699856	0	0	0	0	0.420534335283965	0.680462867266079	0.205568931161174	0	0	0	0	0	0	0	0.205568931161174	0.14484349699856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14484349699856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14484349699856	0	0	0	0	0	0	0	0.499188877351038	0	0.14484349699856	0	0	0
NS32	0	0.14484349699856	0	0	0	0	0	0	0.14484349699856	0	0	0	0	0	0	0	0	0	0	0	0.14484349699856	0	0	0	0	0	0	0	0.14484349699856	0	0.14484349699856	0	0	0	0	0.14484349699856	0.328632076622758	0.252680255142079	0	0	0.14484349699856	0	0	0	0	0	0.499188877351038	0.14484349699856	0	0.14484349699856	0	0	0.205568931161174	0	0.14484349699856	0.447832396928932	0	0	0	0	0	0	0	0	0.14484349699856	0.14484349699856	0	0	0	0	0	0.14484349699856	0	0	0.14484349699856	0	0	0	0	0.292842771728575	0
NS40	0.130559509885021	0	0	0.227449869328151	0	0	0	0	0	0	0	0	0	0	0.185171316045857	0.130559509885021	0	0.130559509885021	0	0	0.130559509885021	0	0	0.130559509885021	0	0	0.185171316045857	0	0	0	0	0.185171316045857	0	0.130559509885021	0	0.130559509885021	0	0	0.227449869328151	0	0	0.130559509885021	0	0	0	0	0.263413502105518	0	0.130559509885021	0	0	0	0.656868665011578	0	0	0	0.130559509885021	0	0.130559509885021	0	0	0	0	0.130559509885021	0	0	0.130559509885021	0	0	0	0.227449869328151	0	0.130559509885021	0	0	0	0	0	0.130559509885021	0.227449869328151	0
NS13	0.123404466734786	0	0.174969045665689	0	0.214849833075712	0	0.248740049959281	0	0.123404466734786	0.174969045665689	0	0.123404466734786	0	0	0	0	0	0	0	0	0	0.355602582980533	0	0.514805955119811	0	0.248740049959281	0	0	0	0	0.123404466734786	0.123404466734786	0	0	0.123404466734786	0	0	0	0	0.306277369169669	0	0.174969045665689	0	0	0	0	0.306277369169669	0.174969045665689	0.123404466734786	0	0	0	0	0	0	0	0.174969045665689	0	0	0	0	0	0	0	0	0	0	0	0.174969045665689	0	0	0	0	0	0	0	0	0	0	0	0
NS21	0	0	0	0	0	0	0.227449869328151	0	0.130559509885021	0.130559509885021	0	0.130559509885021	0	0	0	0	0	0	0	0	0	0.130559509885021	0	0	0	0	0.130559509885021	0	0	0.130559509885021	0	0	0	0	0	0	0	0.185171316045857	0	0.130559509885021	0	0.130559509885021	0	0	0	0	0.446473899410883	0	0	0.130559509885021	0.130559509885021	0	0	0	0	0	0.130559509885021	0	0	0	0	0.130559509885021	0.130559509885021	0	0	0	0.185171316045857	0	0.528477907673302	0	0.263413502105518	0.185171316045857	0.227449869328151	0	0	0.130559509885021	0.130559509885021	0.130559509885021	0.130559509885021	0	0
NS6	0	0	0	0.179130609256308	0.126323863142282	0	0.285584249282769	0	0	0.285584249282769	0	0.126323863142282	0.219987977395459	0	0	0	0	0	0	0	0	0.126323863142282	0	0.179130609256308	0	0	0	0	0	0	0.126323863142282	0	0	0	0	0	0	0	0	0.219987977395459	0.126323863142282	0.254721924405946	0.126323863142282	0	0	0	0.387596686655181	0	0	0.126323863142282	0	0.285584249282769	0	0.179130609256308	0	0	0	0	0	0	0	0	0	0	0.126323863142282	0	0.219987977395459	0.179130609256308	0.387596686655181	0	0	0	0	0.126323863142282	0	0	0	0	0	0	0
NS10	0	0	0	0	0.131686708058416	0	0	0	0	0	0	0	0	0	0.186779461081594	0	0.186779461081594	0	0	0	0	0	0	0.428192755581941	0	0	0	0	0	0	0	0	0	0	0	0.265729118969425	0	0.186779461081594	0.186779461081594	0.327454426146225	0.186779461081594	0.327454426146225	0	0	0	0	0	0	0	0.229437102507055	0	0	0	0	0	0.327454426146225	0.186779461081594	0	0	0	0	0	0.265729118969425	0	0.265729118969425	0	0.131686708058416	0	0.131686708058416	0	0	0	0	0	0	0	0	0	0	0	0
NS11	0	0	0	0	0.136506311162305	0	0.136506311162305	0	0	0	0.275642799216265	0	0	0	0.193658300444327	0	0.136506311162305	0.136506311162305	0	0	0	0	0.136506311162305	0.136506311162305	0	0.136506311162305	0	0	0	0	0	0	0	0	0	0.136506311162305	0	0	0	0.193658300444327	0	0.136506311162305	0	0	0	0	0.275642799216265	0	0	0	0	0	0.368312001009564	0	0	0	0.136506311162305	0	0	0	0	0	0	0	0	0.136506311162305	0	0	0.237941124830208	0	0.136506311162305	0	0	0	0	0	0	0.136506311162305	0	0.634991925769138	0
NS25	0.141897054604164	0	0	0.201357920790331	0	0	0.201357920790331	0	0	0.247467063170448	0.141897054604164	0	0.247467063170448	0	0	0	0	0.141897054604164	0	0	0	0	0.141897054604164	0	0	0	0.141897054604164	0	0	0	0.247467063170448	0	0.141897054604164	0	0	0.141897054604164	0	0	0	0.141897054604164	0	0.141897054604164	0	0.141897054604164	0	0	0.557598826699537	0	0	0	0	0	0	0	0	0	0.141897054604164	0	0	0	0	0.141897054604164	0.201357920790331	0.141897054604164	0	0	0	0	0.383497003930933	0	0	0	0	0	0	0.141897054604164	0	0	0	0	0
NS27	0	0.127344027134682	0	0	0	0.180585214190698	0.221784406557887	0	0	0.221784406557887	0	0.127344027134682	0	0	0.413273808494454	0.127344027134682	0	0	0.180585214190698	0.127344027134682	0.127344027134682	0	0.127344027134682	0	0	0.127344027134682	0	0.127344027134682	0	0	0	0	0	0	0	0	0	0	0	0.180585214190698	0	0.127344027134682	0	0	0	0	0.367421904619802	0.127344027134682	0.127344027134682	0	0.127344027134682	0	0	0	0.221784406557887	0	0	0	0	0	0	0	0	0	0.127344027134682	0	0.434780981105914	0.180585214190698	0.180585214190698	0.127344027134682	0	0	0	0	0	0	0	0	0	0	0
NS36	0	0.479421085553306	0.255413562517079	0	0.146387259294249	0.146387259294249	0	0	0	0	0	0.146387259294249	0.146387259294249	0.146387259294249	0.255413562517079	0	0	0	0.146387259294249	0	0	0	0	0	0	0	0.296034998489841	0	0	0	0	0	0	0.20777600399223	0	0	0	0	0	0	0	0	0	0.146387259294249	0.146387259294249	0	0	0	0	0.20777600399223	0	0.255413562517079	0	0	0	0	0.146387259294249	0.146387259294249	0	0.146387259294249	0	0	0	0.146387259294249	0	0	0.296034998489841	0	0.146387259294249	0	0	0	0	0	0.255413562517079	0	0	0	0	0	0
NS39	0	0	0	0.193658300444327	0	0	0.237941124830208	0	0	0	0	0	0	0	0.193658300444327	0.193658300444327	0.136506311162305	0	0.136506311162305	0	0.136506311162305	0	0	0	0	0	0.275642799216265	0	0	0.193658300444327	0	0.136506311162305	0	0	0	0	0.309193320943001	0.136506311162305	0	0	0	0.136506311162305	0	0	0	0.136506311162305	0.490882678289311	0	0.136506311162305	0	0	0.136506311162305	0	0	0	0	0.339836909454122	0	0	0	0.136506311162305	0	0	0	0	0.136506311162305	0	0	0.193658300444327	0	0	0	0	0	0.136506311162305	0.136506311162305	0	0	0	0.136506311162305	0
NS4	0	0	0	0	0	0	0.254721924405946	0	0	0	0	0	0	0	0	0	0	0	0.219987977395459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126323863142282	0	0.254721924405946	0	0	0.126323863142282	0	0.490882678289311	0.219987977395459	0.126323863142282	0	0	0	0	0	0	0	0.126323863142282	0	0.313727886461595	0.219987977395459	0	0.126323863142282	0	0	0	0	0	0	0.40978216383413	0	0.364356725371703	0	0.126323863142282	0.126323863142282	0.126323863142282	0	0	0	0	0	0
NS41	0	0	0	0.132843615738865	0	0	0	0.132843615738865	0	0	0.132843615738865	0.132843615738865	0	0.132843615738865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132843615738865	0	0	0.132843615738865	0	0.300684891226831	0	0	0	0	0.231477363970178	0	0	0	0	0.358039062550446	0	0	0	0.188430250549544	0	0	0	0	0	0	0	0	0	0.132843615738865	0	0	0	0	0.132843615738865	0.132843615738865	0.132843615738865	0.300684891226831	0	0	0.188430250549544	0.132843615738865	0	0	0	0	0	0	0.652251154838357	0
NS77	0	0	0	0.191867561485691	0	0.135251958244656	0.135251958244656	0	0	0	0	0	0	0.135251958244656	0	0	0	0.135251958244656	0	0	0.135251958244656	0	0	0.135251958244656	0	0	0.135251958244656	0	0	0.135251958244656	0	0	0.235726734049397	0.135251958244656	0	0	0	0	0	0	0	0.235726734049397	0	0	0.135251958244656	0.273060646698387	0.306277369169669	0.191867561485691	0	0.135251958244656	0	0	0	0	0	0	0.135251958244656	0	0	0	0	0	0	0	0	0.273060646698387	0	0	0.336609879034986	0	0	0	0.135251958244656	0	0	0	0	0.336609879034986	0	0.336609879034986	0.135251958244656
NS78	0	0	0	0	0.277405516490036	0.225513405898131	0.361367123906708	0	0	0	0	0	0	0	0.158780214645761	0	0	0	0	0	0	0	0	0.158780214645761	0	0	0.158780214645761	0	0	0	0	0	0	0	0	0	0.277405516490036	0	0.158780214645761	0.158780214645761	0	0.321750554396642	0.158780214645761	0	0	0	0.277405516490036	0	0	0.277405516490036	0	0	0.277405516490036	0	0	0	0	0.158780214645761	0	0	0.158780214645761	0	0	0	0	0	0.225513405898131	0	0	0	0.277405516490036	0	0	0	0.158780214645761	0	0	0	0	0	0
NS79	0	0	0	0.126323863142282	0.179130609256308	0	0.285584249282769	0	0	0.179130609256308	0	0	0	0	0.313727886461595	0	0.179130609256308	0.126323863142282	0	0.179130609256308	0.126323863142282	0.126323863142282	0	0.219987977395459	0.126323863142282	0	0.126323863142282	0	0.126323863142282	0	0	0	0	0.126323863142282	0	0.126323863142282	0	0	0.126323863142282	0.126323863142282	0	0.126323863142282	0	0	0.126323863142282	0	0.431083527616256	0	0	0.219987977395459	0	0	0	0.126323863142282	0	0.285584249282769	0.126323863142282	0	0	0	0	0	0.126323863142282	0	0	0	0	0	0.126323863142282	0	0	0	0	0.179130609256308	0.219987977395459	0	0	0	0	0	0
