#Classification	GQ52_bracken_C.kreport
k__Bacteria	9991305
k__Bacteria|p__Bacteroidetes	7037987
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	7037987
k__Bacteria|p__Firmicutes	2581130
k__Bacteria|p__Firmicutes|c__Clostridia	2524548
k__Bacteria|p__Firmicutes|c__Bacilli	49620
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	6676
k__Bacteria|p__Firmicutes|c__Negativicutes	281
k__Bacteria|p__Firmicutes|c__Tissierellia	3
k__Bacteria|p__Actinobacteria	21524
k__Bacteria|p__Actinobacteria|c__Actinomycetia	14132
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	7391
k__Bacteria|p__Verrucomicrobia	259732
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	259732
k__Bacteria|p__Proteobacteria	90918
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	87318
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	3328
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	162
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	70
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	38
k__Bacteria|p__Spirochaetes	11
k__Bacteria|p__Spirochaetes|c__Spirochaetia	11
k__Eukaryota	5
k__Eukaryota|k__Viridiplantae	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	5
k__Viruses	59
k__Viruses|k__Heunggongvirae	59
k__Viruses|k__Heunggongvirae|p__Uroviricota	59
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	59
