#Classification	GQ52_bracken_F.kreport
k__Bacteria	9991304
k__Bacteria|p__Bacteroidetes	7037987
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	7037987
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	7037987
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	6803384
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	114015
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	97959
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	11963
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	10656
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	7
k__Bacteria|p__Firmicutes	2581129
k__Bacteria|p__Firmicutes|c__Clostridia	2524548
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2524548
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	1637922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	807203
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	71475
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	5173
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	1892
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	880
k__Bacteria|p__Firmicutes|c__Bacilli	49619
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	49587
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	589
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1933
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	46963
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	100
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	31
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	31
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	6676
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	6676
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	6183
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	492
k__Bacteria|p__Firmicutes|c__Negativicutes	281
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	216
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	216
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	65
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	65
k__Bacteria|p__Firmicutes|c__Tissierellia	3
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	3
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	2
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae	1
k__Bacteria|p__Actinobacteria	21524
k__Bacteria|p__Actinobacteria|c__Actinomycetia	14132
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	13892
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	13892
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	236
