name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacteroides stercoris	46506	S	343952	3595508	3939460	0.50119
Bacteroides uniformis	820	S	13658	337968	351626	0.04474
Bacteroides fragilis	817	S	11145	179156	190301	0.02421
Bacteroides faecis	674529	S	9264	131276	140540	0.01788
Bacteroides ovatus	28116	S	1580	89202	90782	0.01155
Bacteroides thetaiotaomicron	818	S	317	2044	2361	0.00030
Bacteroides eggerthii	28111	S	284	2267	2551	0.00032
Bacteroides sp. CACC 737	2755405	S	57	6378	6435	0.00082
Bacteroides sp. D2	556259	S	55	1796	1851	0.00024
Bacteroides sp. DH3716P	2847299	S	46	13540	13586	0.00173
Bacteroides sp. M10	2763022	S	40	639	679	0.00009
Bacteroides sp. MSB163	3117552	S	16	90	106	0.00001
Bacteroides sp. A1C1	2528203	S	12	2214	2226	0.00028
Bacteroides sp. HF-162	2785531	S	9	1915	1924	0.00024
Bacteroides xylanisolvens	371601	S	145	5115	5260	0.00067
Bacteroides finegoldii	338188	S	130	1457	1587	0.00020
Bacteroides caccae	47678	S	28	59	87	0.00001
Bacteroides salyersiae	291644	S	13	49	62	0.00001
Bacteroides helcogenes	290053	S	9	2	11	0.00000
Bacteroides cellulosilyticus	246787	S	4	67	71	0.00001
Bacteroides intestinalis	329854	S	2	4	6	0.00000
Bacteroides humanifaecis	2792859	S	1	184	185	0.00002
Bacteroides nordii	291645	S	1	1	2	0.00000
Phocaeicola vulgatus	821	S	17756	257957	275713	0.03508
Phocaeicola dorei	357276	S	487	8341	8828	0.00112
Phocaeicola coprophilus	387090	S	200	2359	2559	0.00033
Phocaeicola salanitronis	376805	S	2	7	9	0.00000
Parabacteroides merdae	46503	S	6218	41990	48208	0.00613
Parabacteroides distasonis	823	S	326	5745	6071	0.00077
Parabacteroides goldsteinii	328812	S	16	67	83	0.00001
Parabacteroides sp. AD58	2951805	S	5	10	15	0.00000
Parabacteroides chongii	2685834	S	2	4	6	0.00000
Alistipes onderdonkii	328813	S	2998	9360	12358	0.00157
Alistipes finegoldii	214856	S	667	3436	4103	0.00052
Alistipes communis	2585118	S	644	1423	2067	0.00026
uncultured Alistipes sp.	538949	S	72	204	276	0.00004
Alistipes shahii	328814	S	5	62	67	0.00001
Alistipes indistinctus	626932	S	1	1	2	0.00000
Alistipes ihumii	1470347	S	1	0	1	0.00000
Odoribacter splanchnicus	28118	S	4684	5876	10560	0.00134
Butyricimonas paravirosa	1472417	S	1	12	13	0.00000
Segatella copri	165179	S	100	231	331	0.00004
Paraprevotella xylaniphila	454155	S	77	200	277	0.00004
Paraprevotella clara	454154	S	21	38	59	0.00001
Prevotella bivia	28125	S	1	0	1	0.00000
Barnesiella sp. An22	1965590	S	215	169	384	0.00005
Barnesiella viscericola	397865	S	2	4	6	0.00000
Raoultella planticola	575	S	70	10713	10783	0.00137
Klebsiella sp. WP3-W18-ESBL-02	2675710	S	4	15827	15831	0.00201
Klebsiella michiganensis	1134687	S	1	381	382	0.00005
Enterobacter asburiae	61645	S	1	765	766	0.00010
Kluyvera ascorbata	51288	S	103	10407	10510	0.00134
Morganella morganii	582	S	1	82	83	0.00001
Haemophilus parainfluenzae	729	S	58	1696	1754	0.00022
Sutterella wadsworthensis	40545	S	6	1021	1027	0.00013
Paraburkholderia fungorum	134537	S	1	95	96	0.00001
Oxalobacter formigenes	847	S	1	0	1	0.00000
Komagataeibacter oboediens	65958	S	1	2	3	0.00000
Akkermansia muciniphila	239935	S	37	230	267	0.00003
Candidatus Akkermansia timonensis	3068329	S	1	127	128	0.00002
Campylobacter concisus	199	S	8	66	74	0.00001
Faecalibacterium prausnitzii	853	S	464	69051	69515	0.00884
Faecalibacterium sp. i21-0019-B1	3141184	S	53	31178	31231	0.00397
Faecalibacterium sp. i25-0019-C1	3141185	S	19	19327	19346	0.00246
Faecalibacterium sp. I4-3-84	2929495	S	18	5724	5742	0.00073
Faecalibacterium sp. IP-3-29	2929489	S	13	4024	4037	0.00051
Faecalibacterium sp. I3-3-33	2929492	S	4	304	308	0.00004
Faecalibacterium sp. I4-1-79	2929494	S	2	192	194	0.00002
Faecalibacterium taiwanense	3030638	S	27	19705	19732	0.00251
Ruthenibacterium lactatiformans	1550024	S	2325	29079	31404	0.00400
Ruthenibacterium sp. TH_2024_36131	3136601	S	9	391	400	0.00005
Flavonifractor plautii	292800	S	1540	14136	15676	0.00199
Anaerotruncus colihominis	169435	S	794	22408	23202	0.00295
Lawsonibacter asaccharolyticus	2108523	S	434	6531	6965	0.00089
Pusillibacter faecalis	2714358	S	228	5733	5961	0.00076
Ruminococcus sp. SR1/5	657323	S	100	11194	11294	0.00144
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	11	28	39	0.00000
Vescimonas coprocola	2714355	S	40	1536	1576	0.00020
Vescimonas fastidiosa	2714353	S	4	152	156	0.00002
Oscillibacter sp. PEA192	2109687	S	72	14915	14987	0.00191
Oscillibacter hominis	2763056	S	11	205	216	0.00003
Pseudoflavonifractor gallinarum	2779352	S	23	992	1015	0.00013
Subdoligranulum variabile	214851	S	7	116	123	0.00002
uncultured Subdoligranulum sp.	512298	S	1	50	51	0.00001
Dysosmobacter welbionis	2093857	S	8	1560	1568	0.00020
Solibaculum mannosilyticum	2780922	S	1	29	30	0.00000
Eubacterium ramulus	39490	S	6163	83289	89452	0.01138
Eubacterium ventriosum	39496	S	790	9106	9896	0.00126
Eubacterium limosum	1736	S	27	353	380	0.00005
Eubacterium callanderi	53442	S	6	81	87	0.00001
Clostridium sp. M62/1	411486	S	149	27384	27533	0.00350
Clostridium sp. C45	3373596	S	115	7284	7399	0.00094
Clostridium perfringens	1502	S	172	6364	6536	0.00083
Sarcina sp. JB2	2726954	S	345	3201	3546	0.00045
Agathobaculum massiliense	3014267	S	15	1696	1711	0.00022
Agathobaculum sp. NTUH-O15-33	3079302	S	14	8	22	0.00000
Butyricicoccus sp. GAM44	2109686	S	5	0	5	0.00000
Intestinibacillus sp. NTUH-41-i26	3079303	S	5	468	473	0.00006
Intestinimonas butyriciproducens	1297617	S	108	2067	2175	0.00028
Massilistercora timonensis	2086584	S	69	2830	2899	0.00037
Flintibacter sp. KGMB00164	2610895	S	15	43	58	0.00001
Maliibacterium massiliense	2086585	S	16	631	647	0.00008
Acutalibacter muris	1796620	S	15	23	38	0.00000
Blautia obeum	40520	S	7157	121300	128457	0.01634
Blautia wexlerae	418240	S	6532	284802	291334	0.03706
Blautia argi	1912897	S	5736	113288	119024	0.01514
Blautia hansenii	1322	S	2289	218991	221280	0.02815
Blautia hydrogenotrophica	53443	S	1388	51823	53211	0.00677
Blautia luti	89014	S	26	466	492	0.00006
Blautia sp. SC05B48	2479767	S	10	397	407	0.00005
Blautia coccoides	1532	S	9	413	422	0.00005
Blautia producta	33035	S	4	142	146	0.00002
Blautia parvula	2877527	S	3	80	83	0.00001
Blautia liquoris	2779518	S	1	0	1	0.00000
Mediterraneibacter gnavus	33038	S	14440	239295	253735	0.03228
[Ruminococcus] torques	33039	S	7296	97277	104573	0.01330
Mediterraneibacter glycyrrhizinilyticus	342942	S	701	35785	36486	0.00464
[Ruminococcus] lactaris	46228	S	6	30	36	0.00000
Anaerostipes hadrus	649756	S	10912	272540	283452	0.03606
Anaerostipes caccae	105841	S	26	490	516	0.00007
Coprococcus comes	410072	S	10184	321469	331653	0.04219
Coprococcus catus	116085	S	2	19	21	0.00000
Coprococcus sp. ART55/1	751585	S	2	77	79	0.00001
Coprococcus eutactus	33043	S	1	47	48	0.00001
Anaerobutyricum hallii	39488	S	3379	29579	32958	0.00419
Enterocloster bolteae	208479	S	1204	8700	9904	0.00126
Enterocloster clostridioformis	1531	S	46	1409	1455	0.00019
Enterocloster asparagiformis	333367	S	16	19	35	0.00000
Roseburia hominis	301301	S	666	21098	21764	0.00277
Roseburia intestinalis	166486	S	27	426	453	0.00006
Roseburia faecis	301302	S	15	70	85	0.00001
Sellimonas intestinalis	1653434	S	538	10664	11202	0.00143
Sellimonas catena	2994035	S	3	85	88	0.00001
Eisenbergiella porci	2652274	S	310	2454	2764	0.00035
Hungatella hathewayi	154046	S	191	680	871	0.00011
Agathobacter rectalis	39491	S	162	1519	1681	0.00021
Dorea longicatena	88431	S	68	1111	1179	0.00015
Dorea formicigenerans	39486	S	54	1744	1798	0.00023
Wansuia hejianensis	2763667	S	98	1409	1507	0.00019
[Clostridium] scindens	29347	S	62	1005	1067	0.00014
[Clostridium] symbiosum	1512	S	20	52	72	0.00001
[Clostridium] hylemonae	89153	S	11	202	213	0.00003
Faecalimonas umbilicata	1912855	S	26	898	924	0.00012
Simiaoa sunii	2763672	S	13	184	197	0.00003
Claveliimonas bilis	3028070	S	5	139	144	0.00002
Butyrivibrio fibrisolvens	831	S	3	35	38	0.00000
Lachnospira eligens	39485	S	2	6	8	0.00000
Wujia chipingensis	2763670	S	1	21	22	0.00000
Eshraghiella crossota	45851	S	1	3	4	0.00000
Stomatobaculum sp. F0698	3059030	S	1	0	1	0.00000
Marvinbryantia formatexigens	168384	S	1	1	2	0.00000
Monoglobus pectinilyticus	1981510	S	647	12685	13332	0.00170
Romboutsia ilealis	1115758	S	6	133	139	0.00002
Clostridioides difficile	1496	S	6	1412	1418	0.00018
Emergencia timonensis	1776384	S	2	28	30	0.00000
Christensenella minuta	626937	S	1	7	8	0.00000
Streptococcus salivarius	1304	S	280	31577	31857	0.00405
Streptococcus anginosus	1328	S	85	42139	42224	0.00537
Streptococcus intermedius	1338	S	1	35	36	0.00000
Streptococcus vestibularis	1343	S	71	1778	1849	0.00024
Streptococcus gordonii	1302	S	50	1543	1593	0.00020
Streptococcus sp. FSL K6-1323	2954513	S	9	3971	3980	0.00051
Streptococcus sp. LPB0220	2610896	S	2	98	100	0.00001
Streptococcus sp. HSISS2	1316411	S	2	53	55	0.00001
Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A	3077723	S	1	112	113	0.00001
Streptococcus sp. FSL R7-0248	2975324	S	1	211	212	0.00003
Streptococcus sp. FDAARGOS_192	1839799	S	1	188	189	0.00002
Streptococcus thermophilus	1308	S	18	1423	1441	0.00018
Streptococcus parasanguinis	1318	S	15	767	782	0.00010
Streptococcus sanguinis	1305	S	4	81	85	0.00001
Streptococcus pluranimalium	82348	S	3	231	234	0.00003
Streptococcus oralis	1303	S	2	202	204	0.00003
Streptococcus koreensis	2382163	S	2	282	284	0.00004
Streptococcus mitis	28037	S	2	99	101	0.00001
Streptococcus nidrosiense	3140788	S	1	48	49	0.00001
Streptococcus lingualis	3098076	S	1	59	60	0.00001
Streptococcus cristatus	45634	S	1	96	97	0.00001
Streptococcus mutans	1309	S	1	15	16	0.00000
Streptococcus pyogenes	1314	S	1	365	366	0.00005
Lactococcus cremoris	1359	S	1	279	280	0.00004
Lactiplantibacillus plantarum	1590	S	287	19893	20180	0.00257
Lacticaseibacillus rhamnosus	47715	S	33	2045	2078	0.00026
Pediococcus pentosaceus	1255	S	26	383	409	0.00005
Pediococcus acidilactici	1254	S	1	31	32	0.00000
Weissella paramesenteroides	1249	S	4	27	31	0.00000
Ligilactobacillus salivarius	1624	S	4	194	198	0.00003
Limosilactobacillus fermentum	1613	S	1	68	69	0.00001
Schleiferilactobacillus harbinensis	304207	S	1	1	2	0.00000
Enterococcus faecium	1352	S	285	128059	128344	0.01633
Enterococcus faecalis	1351	S	26	7450	7476	0.00095
Enterococcus avium	33945	S	3	237	240	0.00003
Enterococcus dispar	44009	S	1	50	51	0.00001
Abiotrophia defectiva	46125	S	1	161	162	0.00002
Gemella sanguinis	84135	S	12	355	367	0.00005
Phascolarctobacterium faecium	33025	S	4609	446	5055	0.00064
Acidaminococcus intestini	187327	S	3178	65454	68632	0.00873
Veillonella parvula	29466	S	42	1012	1054	0.00013
Veillonella rogosae	423477	S	18	266	284	0.00004
Veillonella atypica	39777	S	1	8	9	0.00000
Selenobaculum gibii	3054208	S	1	0	1	0.00000
Thomasclavelia ramosa	1547	S	216	3447	3663	0.00047
Thomasclavelia spiroformis	29348	S	13	16	29	0.00000
Longicatena caecimuris	1796635	S	70	5297	5367	0.00068
Amedibacterium intestinale	2583452	S	3	137	140	0.00002
Holdemania massiliensis	1468449	S	2	29	31	0.00000
Solobacterium moorei	102148	S	1	77	78	0.00001
Collinsella aerofaciens	74426	S	515	4860	5375	0.00068
Collinsella stercoris	147206	S	106	14	120	0.00002
Collinsella sp. i05-0019-G5	3132705	S	18	292	310	0.00004
Eggerthella lenta	84112	S	324	3705	4029	0.00051
Eggerthella guodeyinii	2690837	S	2	10	12	0.00000
Adlercreutzia hattorii	2707299	S	75	902	977	0.00012
Adlercreutzia equolifaciens	446660	S	35	27	62	0.00001
Gordonibacter urolithinfaciens	1335613	S	30	375	405	0.00005
Gordonibacter pamelaeae	471189	S	3	11	14	0.00000
Cryptobacterium curtum	84163	S	1	0	1	0.00000
Bifidobacterium dentium	1689	S	65	10	75	0.00001
Bifidobacterium longum	216816	S	35	470	505	0.00006
Bifidobacterium pseudocatenulatum	28026	S	13	81	94	0.00001
Bifidobacterium breve	1685	S	5	39	44	0.00001
Bifidobacterium adolescentis	1680	S	4	81	85	0.00001
Bifidobacterium bifidum	1681	S	1	16	17	0.00000
Bifidobacterium pullorum	78448	S	1	25	26	0.00000
Rothia mucilaginosa	43675	S	201	808	1009	0.00013
Rothia dentocariosa	2047	S	7	34	41	0.00001
Actinomyces naeslundii	1655	S	15	36	51	0.00001
Actinomyces massiliensis	461393	S	5	9	14	0.00000
Actinomyces oris	544580	S	4	84	88	0.00001
Actinomyces israelii	1659	S	1	1	2	0.00000
Actinomyces pacaensis	1852377	S	1	0	1	0.00000
Schaalia sp. HMT-172	3059028	S	9	161	170	0.00002
Schaalia odontolytica	1660	S	1	1	2	0.00000
Corynebacterium durum	61592	S	4	3	7	0.00000
Cutibacterium acnes	1747	S	2	7	9	0.00000
Arachnia propionica	1750	S	1	0	1	0.00000
Fusobacterium mortiferum	850	S	1	7	8	0.00000
Methanobrevibacter smithii	2173	S	3	12	15	0.00000
Methanosphaera stadtmanae	2317	S	1	9	10	0.00000
Carjivirus hominis	2955583	S	134	1020	1154	0.00015
Carjivirus communis	2955582	S	126	999	1125	0.00014
Buchavirus hiberniae	2955551	S	11	130	141	0.00002
Buchavirus oralis	2955554	S	2	26	28	0.00000
