#Classification	SRR20002461_bracken_P.kreport
k__Bacteria	12695
k__Bacteria|p__Proteobacteria	9719
k__Bacteria|p__Firmicutes	2322
k__Bacteria|p__Actinobacteria	615
k__Bacteria|p__Deinococcus-Thermus	14
k__Bacteria|p__Cyanobacteria	3
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Bacteroidetes	20
k__Eukaryota	3485
k__Eukaryota|k__Metazoa	2972
k__Eukaryota|k__Metazoa|p__Chordata	2972
k__Eukaryota|k__Fungi	46
k__Eukaryota|k__Fungi|p__Basidiomycota	32
k__Eukaryota|k__Fungi|p__Ascomycota	13
k__Eukaryota|p__Apicomplexa	422
k__Eukaryota|k__Viridiplantae	44
k__Eukaryota|k__Viridiplantae|p__Streptophyta	44
