#Classification	SRR20002408_bracken_P.kreport
k__Bacteria	14223
k__Bacteria|p__Proteobacteria	11030
k__Bacteria|p__Actinobacteria	1570
k__Bacteria|p__Firmicutes	1606
k__Bacteria|p__Deinococcus-Thermus	3
k__Bacteria|p__Bacteroidetes	12
k__Bacteria|p__Chlamydiae	1
k__Eukaryota	1906
k__Eukaryota|k__Metazoa	1812
k__Eukaryota|k__Metazoa|p__Chordata	1812
k__Eukaryota|k__Fungi	90
k__Eukaryota|k__Fungi|p__Basidiomycota	68
k__Eukaryota|k__Fungi|p__Ascomycota	21
k__Eukaryota|k__Viridiplantae	4
k__Eukaryota|k__Viridiplantae|p__Streptophyta	4
